Estudo; Renda;UF;SEXO;Idade;Altura
12;R$ 3.500;SP;M;35;1,60
15;R$ 1.500;SE;M;30;1,60
13;R$ 998;PR;F;40;1,60
12;R$ 2.500;MG;M;33;1,60
9;R$ 788;AC;F;48;1,60
9;R$ 1.800;GO;M;51;1,60
9;R$ 2.300;ES;M;39;1,60
10;R$ 1.000;PE;M;35;1,60
7;R$ 1.400;PR;M;37;1,60
6;R$ 1.030;CE;M;38;1,60
5;R$ 2.000;SP;M;46;1,60
5;R$ 1.000;MG;M;29;1,60
13;R$ 4.200;PE;F;29;1,60
12;R$ 724;DF;F;27;1,60
5;R$ 3.000;SC;M;53;1,60
5;R$ 788;MA;M;35;1,60
4;R$ 900;RO;M;33;1,60
15;R$ 2.100;BA;M;41;1,60
16;R$ 2.000;BA;M;58;1,60
1;R$ 1.550;PR;M;50;1,60
12;R$ 800;MG;M;51;1,60
12;R$ 1.700;RS;M;49;1,60
12;R$ 2.000;GO;M;23;1,60
8;R$ 1.050;SP;M;44;1,60
12;R$ 1.450;PE;F;37;1,60
6;R$ 2.000;RS;M;45;1,60
12;R$ 3.000;PR;M;45;1,60
5;R$ 3.000;PE;M;27;1,60
9;R$ 953;PR;F;24;1,60
9;R$ 1.500;SP;M;24;1,60
12;R$ 800;BA;M;32;1,60
1;R$ 200;AL;M;30;1,60
1;R$ 1.200;MG;F;63;1,60
1;R$ 4.000;PB;M;44;1,60
6;R$ 2.000;TO;M;62;1,60
16;R$ 12.000;MG;M;49;1,60
13;R$ 7.000;BA;M;30;1,60
15;R$ 1.500;RR;M;33;1,60
12;R$ 1.300;SC;F;42;1,60
5;R$ 3.000;ES;M;38;1,60
6;R$ 400;RS;M;37;1,60
16;R$ 1.100;RS;F;21;1,60
12;R$ 788;RO;M;30;1,60
12;R$ 2.000;MG;M;39;1,60
1;R$ 800;RO;M;36;1,60
1;R$ 400;CE;M;37;1,60
7;R$ 1.200;SP;M;26;1,60
12;R$ 2.000;SP;M;35;1,60
12;R$ 6.000;RJ;M;46;1,60
11;R$ 1.000;RJ;M;25;1,60
3;R$ 300;AP;M;47;1,60
7;R$ 2.200;PR;M;42;1,60
9;R$ 1.500;GO;F;35;1,60
12;R$ 3.000;RN;F;46;1,60
12;R$ 1.180;GO;M;29;1,60
5;R$ 938;PE;M;24;1,60
6;R$ 1.800;SP;M;62;1,60
5;R$ 1.000;MG;F;54;1,60
1;R$ 600;PA;M;43;1,60
12;R$ 1.300;RJ;M;58;1,60
1;R$ 400;RO;M;70;1,60
16;R$ 1.200;CE;F;67;1,60
3;R$ 788;PA;M;55;1,60
14;R$ 1.000;PE;M;55;1,60
5;R$ 800;SE;M;65;1,60
9;R$ 700;RR;M;31;1,60
5;R$ 3.500;GO;M;77;1,60
9;R$ 3.000;ES;M;41;1,60
3;R$ 350;MG;M;35;1,60
12;R$ 1.300;GO;M;36;1,60
15;R$ 2.000;PE;F;31;1,60
8;R$ 800;PA;M;48;1,60
3;R$ 900;GO;M;59;1,60
5;R$ 3.000;MG;M;35;1,60
12;R$ 1.000;PE;F;41;1,60
9;R$ 700;SC;M;24;1,60
12;R$ 3.000;TO;M;57;1,60
12;R$ 788;PA;F;39;1,60
5;R$ 1.100;MG;M;50;1,60
4;R$ 1.100;SP;M;58;1,60
16;R$ 3.000;RJ;F;43;1,60
4;R$ 150;AL;F;49;1,60
12;R$ 300;SP;M;40;1,60
7;R$ 1.200;AL;M;33;1,60
12;R$ 1.500;ES;M;32;1,60
12;R$ 3.000;BA;M;41;1,60
12;R$ 500;TO;M;54;1,60
9;R$ 400;RJ;F;42;1,60
4;R$ 400;PA;M;39;1,60
12;R$ 2.000;RR;M;29;1,60
9;R$ 1.800;DF;F;31;1,60
9;R$ 1.200;SP;M;50;1,60
12;R$ 1.500;SP;M;35;1,60
9;R$ 800;TO;M;63;1,60
6;R$ 1.000;SP;M;56;1,60
16;R$ 3.000;RJ;M;54;1,60
12;R$ 788;TO;F;52;1,60
1;R$ 800;ES;M;31;1,60
12;R$ 1.400;MG;F;33;1,60
5;R$ 280;BA;M;42;1,60
12;R$ 900;PA;M;41;1,60
5;R$ 800;SP;M;67;1,60
8;R$ 900;MA;M;31;1,60
12;R$ 1.200;PA;F;51;1,60
16;R$ 15.000;RS;M;54;1,60
3;R$ 788;MG;M;45;1,60
16;R$ 2.500;SC;M;43;1,60
4;R$ 500;PE;M;52;1,60
12;R$ 1.000;SP;F;51;1,60
9;R$ 788;BA;M;37;1,60
16;R$ 1.200;RS;F;34;1,60
12;R$ 2.000;GO;M;30;1,60
8;R$ 600;RJ;F;44;1,60
3;R$ 400;CE;F;38;1,60
1;R$ 1.200;PA;F;51;1,60
12;R$ 3.000;RJ;M;33;1,60
12;R$ 1.300;PE;M;52;1,60
12;R$ 3.000;MG;M;52;1,60
6;R$ 3.200;SP;M;45;1,60
9;R$ 280;MG;F;56;1,60
16;R$ 200;PB;F;46;1,60
12;R$ 788;PE;F;60;1,60
11;R$ 600;PA;M;40;1,60
16;R$ 8.500;GO;M;53;1,60
12;R$ 860;MT;F;28;1,60
1;R$ 2.700;BA;M;56;1,60
12;R$ 1.800;BA;M;31;1,60
12;R$ 800;RO;M;23;1,60
4;R$ 1.500;MG;M;54;1,60
11;R$ 6.000;SE;M;48;1,60
6;R$ 788;PE;M;42;1,60
16;R$ 5.000;PR;M;62;1,60
10;R$ 1.600;GO;F;39;1,60
14;R$ 900;DF;M;32;1,60
12;R$ 788;SE;M;33;1,60
9;R$ 2.000;RJ;M;35;1,60
12;R$ 2.500;PR;M;34;1,60
12;R$ 2.800;SP;M;49;1,60
8;R$ 2.000;SC;M;31;1,60
12;R$ 1.500;SP;M;34;1,60
1;R$ 856;RN;F;28;1,60
9;R$ 395;GO;F;43;1,60
15;R$ 1.300;AP;F;32;1,60
9;R$ 250;GO;F;53;1,60
1;R$ 788;MT;F;46;1,60
12;R$ 800;TO;F;51;1,60
9;R$ 1.000;RO;F;45;1,60
5;R$ 788;SP;F;54;1,60
16;R$ 7.000;SC;M;46;1,60
6;R$ 300;AP;F;29;1,60
10;R$ 900;TO;M;29;1,60
7;R$ 1.500;RS;M;39;1,60
12;R$ 1.150;GO;M;45;1,60
7;R$ 1.200;AP;M;33;1,60
16;R$ 7.000;SC;M;67;1,60
7;R$ 810;MG;M;38;1,60
2;R$ 1.000;PI;M;41;1,60
12;R$ 815;CE;F;26;1,60
5;R$ 100;GO;F;49;1,60
12;R$ 1.000;PI;F;26;1,60
12;R$ 1.900;SC;M;29;1,60
12;R$ 2.554;PB;M;47;1,60
8;R$ 1.400;RJ;M;33;1,60
12;R$ 1.100;MT;F;33;1,60
6;R$ 300;AP;M;53;1,60
11;R$ 1.852;PA;M;32;1,60
4;R$ 788;MG;M;64;1,60
6;R$ 1.500;MS;M;46;1,60
11;R$ 1.148;TO;M;34;1,60
9;R$ 550;PA;M;33;1,60
9;R$ 788;SE;F;36;1,60
1;R$ 1.100;MG;M;27;1,60
9;R$ 2.000;MA;M;52;1,60
12;R$ 2.500;MG;M;52;1,60
6;R$ 150;PR;F;27;1,60
12;R$ 800;MG;F;31;1,60
14;R$ 3.400;CE;M;35;1,60
12;R$ 788;PE;M;27;1,60
12;R$ 1.500;SP;F;42;1,60
12;R$ 7.000;MG;M;51;1,60
9;R$ 1.000;AP;M;43;1,60
12;R$ 1.000;PR;M;21;1,60
5;R$ 2.500;MG;M;63;1,60
12;R$ 1.050;SP;F;50;1,60
12;R$ 788;PA;M;33;1,60
12;R$ 2.300;MT;F;55;1,60
7;R$ 200;PA;F;27;1,60
10;R$ 1.306;SP;M;50;1,60
12;R$ 400;PA;F;35;1,60
12;R$ 1.400;SC;F;32;1,60
13;R$ 910;RJ;F;59;1,60
12;R$ 2.000;PR;M;41;1,60
12;R$ 900;PE;F;54;1,60
9;R$ 850;MS;M;32;1,60
12;R$ 1.500;RS;M;47;1,60
16;R$ 30.000;RS;M;55;1,60
5;R$ 2.000;SC;M;40;1,60
4;R$ 1.100;PA;M;47;1,60
9;R$ 2.300;RJ;M;42;1,60
12;R$ 1.500;BA;M;53;1,60
16;R$ 4.800;GO;M;33;1,60
12;R$ 1.200;PE;M;56;1,60
6;R$ 600;PA;M;59;1,60
11;R$ 1.800;AC;M;33;1,60
1;R$ 100;PB;F;42;1,60
1;R$ 788;PR;M;36;1,60
12;R$ 788;BA;F;32;1,60
12;R$ 1.700;SP;M;24;1,60
9;R$ 2.000;PR;M;33;1,60
16;R$ 6.000;DF;F;32;1,60
6;R$ 1.250;RS;F;58;1,60
12;R$ 1.000;RS;M;27;1,60
1;R$ 600;MG;M;60;1,60
9;R$ 788;PE;M;42;1,60
12;R$ 800;MG;F;54;1,60
10;R$ 600;CE;M;25;1,60
3;R$ 800;PR;M;33;1,60
12;R$ 950;ES;F;45;1,60
16;R$ 2.500;PE;M;44;1,60
16;R$ 5.000;PR;M;27;1,60
4;R$ 700;GO;F;64;1,60
16;R$ 4.000;PE;F;51;1,60
9;R$ 3.000;RJ;M;26;1,60
12;R$ 1.200;PA;F;56;1,60
7;R$ 1.000;PA;M;55;1,60
17;R$ 1.500;GO;M;18;1,60
10;R$ 1.150;RO;M;43;1,60
1;R$ 100;MG;M;75;1,60
5;R$ 788;BA;M;33;1,60
9;R$ 1.500;SC;M;38;1,60
16;R$ 2.700;RR;M;43;1,60
5;R$ 800;RJ;M;72;1,60
4;R$ 500;BA;M;63;1,60
9;R$ 788;AC;M;35;1,60
11;R$ 1.800;RS;M;47;1,60
16;R$ 3.000;MG;M;54;1,60
16;R$ 7.000;SC;M;36;1,60
1;R$ 1.500;PA;M;81;1,60
12;R$ 1.600;RJ;M;35;1,60
9;R$ 1.100;GO;M;38;1,60
5;R$ 900;MG;M;36;1,60
8;R$ 40;PA;F;55;1,60
16;R$ 1.600;PE;M;26;1,60
16;R$ 1.000;ES;M;50;1,60
16;R$ 3.000;SC;F;37;1,60
4;R$ 300;RS;M;76;1,60
16;R$ 10.000;MG;M;30;1,60
12;R$ 1.200;MS;F;19;1,60
16;R$ 12.000;DF;M;54;1,60
5;R$ 300;BA;M;55;1,60
11;R$ 3.000;PR;M;51;1,60
16;R$ 2.300;DF;F;35;1,60
6;R$ 788;ES;M;45;1,60
12;R$ 788;PE;F;46;1,60
14;R$ 2.000;SP;M;51;1,60
16;R$ 4.100;RJ;M;36;1,60
8;R$ 800;BA;M;20;1,60
16;R$ 11.000;SP;M;40;1,60
7;R$ 750;MG;M;64;1,60
14;R$ 1.200;MS;F;42;1,60
12;R$ 1.412;SP;F;26;1,60
12;R$ 933;PA;F;21;1,60
7;R$ 880;BA;F;53;1,60
12;R$ 1.800;SC;M;41;1,60
11;R$ 800;MG;M;45;1,60
12;R$ 788;MG;F;32;1,60
13;R$ 700;PA;F;44;1,60
1;R$ 850;MT;M;63;1,60
12;R$ 1.200;MG;M;30;1,60
12;R$ 1.000;PE;M;32;1,60
4;R$ 1.180;SP;F;43;1,60
12;R$ 788;PE;M;28;1,60
1;R$ 788;PB;F;40;1,60
1;R$ 1.200;SP;M;42;1,60
9;R$ 2.500;MA;M;39;1,60
4;R$ 1.000;MS;M;39;1,60
7;R$ 2.000;RS;M;43;1,60
4;R$ 1.200;RS;M;58;1,60
12;R$ 5.000;RJ;M;43;1,60
12;R$ 1.000;AP;M;31;1,60
6;R$ 4.500;RS;M;59;1,60
16;R$ 6.000;MG;M;38;1,60
5;R$ 1.800;MG;M;45;1,60
8;R$ 250;RN;M;36;1,60
9;R$ 400;PE;M;29;1,60
7;R$ 1.300;RN;M;27;1,60
9;R$ 2.000;SC;M;54;1,60
3;R$ 560;RS;F;62;1,60
10;R$ 1.200;MS;M;34;1,60
12;R$ 1.600;RO;F;48;1,60
12;R$ 2.000;MT;M;37;1,60
12;R$ 1.900;RJ;M;41;1,60
6;R$ 1.500;GO;M;37;1,60
16;R$ 2.500;RS;M;35;1,60
9;R$ 2.000;MG;M;46;1,60
10;R$ 1.600;RS;M;42;1,60
5;R$ 1.000;RS;F;38;1,60
13;R$ 1.300;RJ;M;49;1,60
6;R$ 450;MG;M;34;1,60
3;R$ 2.000;RS;M;54;1,60
15;R$ 2.000;SC;F;24;1,60
16;R$ 2.300;AP;F;25;1,60
16;R$ 4.500;SP;F;43;1,60
16;R$ 4.000;GO;F;39;1,60
5;R$ 788;MG;M;40;1,60
12;R$ 1.980;AP;M;38;1,60
5;R$ 1.200;RJ;M;39;1,60
12;R$ 1.500;PA;M;39;1,60
1;R$ 788;MG;M;47;1,60
8;R$ 600;PR;M;33;1,60
16;R$ 3.000;RJ;M;52;1,60
12;R$ 2.200;SP;M;38;1,60
12;R$ 1.200;SP;M;65;1,60
16;R$ 18.000;RJ;M;46;1,60
9;R$ 788;RJ;M;50;1,60
12;R$ 1.500;SP;M;38;1,60
8;R$ 600;RJ;M;42;1,60
5;R$ 150;CE;M;51;1,60
12;R$ 3.940;RJ;F;50;1,60
12;R$ 800;PE;M;45;1,60
4;R$ 200;BA;M;21;1,60
12;R$ 1.200;RS;M;38;1,60
8;R$ 1.000;RS;M;62;1,60
8;R$ 730;MG;M;28;1,60
6;R$ 900;MS;M;54;1,60
12;R$ 1.000;SP;M;38;1,60
15;R$ 680;PR;F;22;1,60
11;R$ 1.300;PR;M;30;1,60
12;R$ 800;BA;M;33;1,60
9;R$ 5.000;CE;F;58;1,60
16;R$ 5.000;RJ;M;36;1,60
8;R$ 1.500;MG;M;39;1,60
7;R$ 800;SP;F;29;1,60
13;R$ 7.000;SC;F;59;1,60
1;R$ 30;MS;F;71;1,60
1;R$ 800;SP;M;47;1,60
16;R$ 5.000;GO;M;30;1,60
1;R$ 800;PR;M;49;1,60
16;R$ 6.000;RJ;M;57;1,60
12;R$ 2.000;RR;F;43;1,60
12;R$ 2.800;RS;M;54;1,60
8;R$ 400;MG;F;49;1,60
14;R$ 3.000;RJ;M;59;1,60
17;R$ 2.000;SP;M;28;1,60
5;R$ 1.200;MT;F;58;1,60
3;R$ 788;MG;M;35;1,60
16;R$ 2.900;RS;M;30;1,60
12;R$ 788;BA;F;32;1,60
12;R$ 788;PE;M;48;1,60
5;R$ 1.000;PR;M;59;1,60
12;R$ 1.576;GO;M;56;1,60
12;R$ 900;RJ;F;23;1,60
4;R$ 300;RJ;M;68;1,60
1;R$ 840;GO;M;31;1,60
11;R$ 1.600;PA;M;23;1,60
2;R$ 1.000;RS;M;50;1,60
9;R$ 4.000;SP;M;51;1,60
3;R$ 1.000;RS;M;44;1,60
15;R$ 880;RN;F;49;1,60
5;R$ 1.900;MT;M;25;1,60
9;R$ 1.392;RS;M;29;1,60
16;R$ 1.800;SP;F;50;1,60
13;R$ 1.400;PR;F;33;1,60
12;R$ 1.600;GO;M;29;1,60
9;R$ 950;RS;M;56;1,60
3;R$ 500;MA;M;42;1,60
12;R$ 788;MG;F;37;1,60
9;R$ 2.200;ES;M;43;1,60
12;R$ 788;MG;F;31;1,60
9;R$ 1.000;PR;M;27;1,60
12;R$ 2.100;SP;M;26;1,60
10;R$ 1.400;GO;M;54;1,60
12;R$ 400;GO;F;34;1,60
2;R$ 350;PA;M;48;1,60
5;R$ 2.700;SP;M;57;1,60
5;R$ 916;SP;F;38;1,60
6;R$ 2.500;GO;M;38;1,60
12;R$ 788;BA;M;44;1,60
11;R$ 300;SE;F;27;1,60
5;R$ 500;AC;M;62;1,60
13;R$ 5.500;BA;M;73;1,60
9;R$ 788;MG;F;38;1,60
12;R$ 3.000;PA;M;48;1,60
12;R$ 788;MG;M;22;1,60
9;R$ 400;MG;F;59;1,60
16;R$ 8.000;PR;M;54;1,60
12;R$ 9.600;RS;F;68;1,60
16;R$ 2.500;MG;M;46;1,60
12;R$ 3.000;PR;M;42;1,60
1;R$ 20;MA;F;55;1,60
6;R$ 980;PE;M;34;1,60
12;R$ 900;SE;M;51;1,60
12;R$ 1.000;PA;F;33;1,60
12;R$ 1.100;RJ;M;34;1,60
16;R$ 7.000;PB;F;46;1,60
12;R$ 2.500;SP;M;27;1,60
1;R$ 87;PI;M;19;1,60
12;R$ 2.500;CE;M;44;1,60
6;R$ 1.560;ES;M;59;1,60
12;R$ 850;RR;F;40;1,60
11;R$ 4.000;RS;M;30;1,60
16;R$ 1.200;PB;F;42;1,60
5;R$ 100;PA;F;53;1,60
1;R$ 1.200;PR;M;41;1,60
2;R$ 525;BA;M;48;1,60
5;R$ 100;CE;F;42;1,60
16;R$ 2.500;RJ;F;30;1,60
12;R$ 928;MG;M;27;1,60
12;R$ 800;BA;F;35;1,60
14;R$ 690;SP;F;49;1,60
3;R$ 1.200;RS;M;54;1,60
9;R$ 788;RJ;F;56;1,60
4;R$ 1.000;BA;M;37;1,60
3;R$ 3.200;RS;M;59;1,60
12;R$ 2.000;PB;M;32;1,60
12;R$ 2.000;RO;M;48;1,60
12;R$ 2.800;SP;F;48;1,60
1;R$ 1.200;BA;M;67;1,60
6;R$ 788;CE;F;49;1,60
12;R$ 1.400;SE;M;33;1,60
1;R$ 250;BA;M;45;1,60
12;R$ 380;CE;F;32;1,60
1;R$ 2.100;PR;M;57;1,60
16;R$ 30.000;MG;F;50;1,60
12;R$ 1.600;PE;F;19;1,60
1;R$ 800;CE;M;52;1,60
16;R$ 200;RS;F;65;1,60
4;R$ 1.500;BA;M;38;1,60
8;R$ 4.000;SP;M;48;1,60
12;R$ 1.500;RJ;M;21;1,60
5;R$ 700;MG;M;64;1,60
12;R$ 3.500;RS;M;43;1,60
9;R$ 250;PR;F;32;1,60
5;R$ 1.000;MS;M;54;1,60
5;R$ 500;PA;F;32;1,60
10;R$ 1.500;AP;M;41;1,60
16;R$ 8.000;RJ;M;26;1,60
1;R$ 1.000;SC;M;47;1,60
16;R$ 788;SC;M;47;1,60
6;R$ 1.300;RO;M;18;1,60
6;R$ 800;RJ;M;45;1,60
9;R$ 4.500;GO;M;32;1,60
16;R$ 12.000;MG;F;45;1,60
12;R$ 1.280;PE;M;33;1,60
9;R$ 640;PA;M;26;1,60
11;R$ 700;SP;M;32;1,60
1;R$ 500;PB;M;49;1,60
13;R$ 2.200;MG;F;29;1,60
12;R$ 1.488;RS;M;63;1,60
8;R$ 1.000;PR;M;34;1,60
12;R$ 1.500;SC;M;30;1,60
12;R$ 5.000;DF;F;58;1,60
4;R$ 500;SE;F;52;1,60
12;R$ 788;PE;M;49;1,60
1;R$ 788;PE;M;59;1,60
15;R$ 1.200;PR;M;20;1,60
16;R$ 2.500;SP;F;50;1,60
4;R$ 900;ES;M;65;1,60
15;R$ 1.400;PR;M;70;1,60
3;R$ 1.200;RN;F;68;1,60
6;R$ 2.000;AL;M;50;1,60
16;R$ 1.200;ES;F;34;1,60
10;R$ 3.000;GO;M;50;1,60
16;R$ 6.500;SC;M;54;1,60
12;R$ 1.500;RS;F;43;1,60
2;R$ 700;MA;M;58;1,60
5;R$ 1.300;RJ;M;65;1,60
9;R$ 1.250;SE;M;56;1,60
12;R$ 1.200;DF;F;47;1,60
6;R$ 500;RS;F;68;1,60
12;R$ 1.200;GO;M;34;1,60
12;R$ 1.700;RS;M;38;1,60
13;R$ 900;RS;M;43;1,60
15;R$ 880;AP;F;40;1,60
2;R$ 788;PI;M;61;1,60
11;R$ 940;SP;M;50;1,60
1;R$ 1.200;BA;M;59;1,60
9;R$ 1.000;MS;F;51;1,60
5;R$ 2.600;GO;M;52;1,60
9;R$ 2.100;SC;M;37;1,60
9;R$ 950;PR;F;28;1,60
9;R$ 3.500;CE;M;51;1,60
5;R$ 900;PI;M;45;1,60
16;R$ 1.600;RJ;F;38;1,60
16;R$ 1.200;SP;M;64;1,60
1;R$ 1.600;DF;M;45;1,60
12;R$ 4.000;GO;M;48;1,60
5;R$ 1.000;PB;M;47;1,60
12;R$ 2.000;RR;M;39;1,60
7;R$ 1.600;GO;M;53;1,60
7;R$ 788;MG;F;39;1,60
12;R$ 1.000;RO;M;37;1,60
5;R$ 1.300;SP;F;36;1,60
12;R$ 1.500;PA;M;51;1,60
12;R$ 2.000;PR;M;31;1,60
3;R$ 1.500;RJ;M;53;1,60
12;R$ 1.000;PE;M;26;1,60
11;R$ 1.000;AC;M;46;1,60
1;R$ 1.200;SP;M;61;1,60
10;R$ 820;PA;M;29;1,60
12;R$ 3.000;PR;M;24;1,60
5;R$ 788;MG;F;44;1,60
12;R$ 560;MT;M;40;1,60
9;R$ 1.000;SE;M;31;1,60
12;R$ 600;MA;F;44;1,60
12;R$ 1.250;MG;M;42;1,60
12;R$ 1.060;PB;M;25;1,60
9;R$ 3.500;SP;M;48;1,60
8;R$ 3.500;SP;M;26;1,60
12;R$ 1.000;RJ;F;45;1,60
4;R$ 1.900;RJ;M;43;1,60
12;R$ 1.480;DF;M;78;1,60
16;R$ 2.500;PR;M;31;1,60
7;R$ 2.000;AP;M;43;1,60
16;R$ 1.200;RO;M;28;1,60
8;R$ 880;MG;F;49;1,60
11;R$ 2.100;PR;M;35;1,60
3;R$ 800;PE;M;56;1,60
12;R$ 1.200;RS;M;35;1,60
12;R$ 700;BA;M;28;1,60
12;R$ 130;PA;F;19;1,60
7;R$ 2.000;SC;M;51;1,60
12;R$ 1.200;PR;F;44;1,60
12;R$ 950;SP;M;26;1,60
15;R$ 3.000;CE;M;32;1,60
12;R$ 1.400;CE;M;27;1,60
12;R$ 788;CE;M;35;1,60
1;R$ 350;BA;M;70;1,60
16;R$ 1.500;MG;M;44;1,60
16;R$ 11.000;DF;F;46;1,60
10;R$ 1.250;RS;M;21;1,60
16;R$ 1.500;SP;F;45;1,60
6;R$ 2.200;MG;M;55;1,60
14;R$ 1.600;MG;F;31;1,60
4;R$ 1.958;MG;M;44;1,60
12;R$ 2.600;PR;M;54;1,60
14;R$ 5.000;PR;M;54;1,60
7;R$ 1.600;MG;M;53;1,60
16;R$ 1.900;AP;F;27;1,60
5;R$ 500;AP;M;50;1,60
1;R$ 1.200;SP;M;69;1,60
7;R$ 500;RO;M;37;1,60
9;R$ 2.300;SC;M;42;1,60
1;R$ 90;PI;M;32;1,60
11;R$ 5.000;MG;M;55;1,60
12;R$ 1.200;MS;M;54;1,60
12;R$ 4.000;CE;M;47;1,60
16;R$ 5.000;MA;M;68;1,60
12;R$ 500;RJ;M;57;1,60
12;R$ 788;SP;M;22;1,60
9;R$ 1.900;MA;F;29;1,60
4;R$ 600;MG;M;58;1,60
12;R$ 1.400;BA;F;55;1,60
12;R$ 945;PR;F;55;1,60
9;R$ 3.000;SP;M;55;1,60
9;R$ 900;RS;F;27;1,60
16;R$ 1.000;CE;M;38;1,60
4;R$ 4.000;PA;M;44;1,60
12;R$ 8.000;SP;M;35;1,60
16;R$ 10.850;SE;M;52;1,60
1;R$ 1.300;SP;M;65;1,60
10;R$ 4.100;SP;M;41;1,60
15;R$ 2.300;PE;M;54;1,60
16;R$ 2.300;RJ;M;30;1,60
12;R$ 1.034;PA;M;24;1,60
9;R$ 860;MG;M;26;1,60
12;R$ 2.500;SP;M;48;1,60
8;R$ 1.500;RS;M;36;1,60
5;R$ 400;MA;M;30;1,60
9;R$ 788;BA;F;44;1,60
12;R$ 1.400;SP;M;32;1,60
4;R$ 800;RJ;M;49;1,60
16;R$ 4.000;PA;M;39;1,60
12;R$ 788;MG;F;31;1,60
12;R$ 3.500;PB;M;43;1,60
12;R$ 3.100;RS;M;37;1,60
12;R$ 1.700;GO;F;31;1,60
5;R$ 1.050;MG;M;36;1,60
16;R$ 6.000;PR;F;71;1,60
1;R$ 350;MA;M;49;1,60
5;R$ 1.250;MS;F;65;1,60
3;R$ 1.600;TO;M;64;1,60
6;R$ 200;PE;M;35;1,60
1;R$ 50;PA;M;54;1,60
12;R$ 1.060;AC;M;41;1,60
12;R$ 7.000;GO;M;26;1,60
3;R$ 150;PI;M;68;1,60
5;R$ 1.600;RS;M;54;1,60
7;R$ 788;PE;F;40;1,60
4;R$ 400;AP;M;49;1,60
1;R$ 788;PA;M;38;1,60
12;R$ 3.000;SP;M;36;1,60
12;R$ 870;PA;M;40;1,60
16;R$ 9.800;SP;M;58;1,60
6;R$ 788;MG;M;49;1,60
5;R$ 800;RO;M;60;1,60
12;R$ 1.600;AP;M;51;1,60
1;R$ 278;PI;M;56;1,60
16;R$ 1.400;BA;F;29;1,60
12;R$ 600;RS;F;81;1,60
16;R$ 900;RO;M;20;1,60
6;R$ 870;MG;F;48;1,60
11;R$ 1.700;SP;M;27;1,60
12;R$ 1.800;PR;M;35;1,60
15;R$ 2.000;SP;F;55;1,60
4;R$ 5.000;PE;M;67;1,60
9;R$ 788;RJ;M;25;1,60
12;R$ 2.500;SP;M;48;1,60
17;R$ 1.200;AP;M;48;1,60
9;R$ 1.000;RS;F;55;1,60
8;R$ 600;BA;M;32;1,60
12;R$ 3.000;BA;M;58;1,60
5;R$ 600;PI;M;46;1,60
6;R$ 1.000;DF;F;42;1,60
12;R$ 1.800;MG;M;53;1,60
16;R$ 2.200;SP;M;37;1,60
12;R$ 2.300;RS;M;51;1,60
12;R$ 1.836;MG;M;37;1,60
12;R$ 1.100;MT;F;39;1,60
9;R$ 2.000;MG;M;30;1,60
1;R$ 1.000;MA;M;46;1,60
12;R$ 1.240;SP;M;23;1,60
6;R$ 1.500;PA;M;40;1,60
9;R$ 600;RJ;F;47;1,60
12;R$ 450;PE;M;49;1,60
12;R$ 1.100;MG;F;32;1,60
5;R$ 150;PB;F;56;1,60
5;R$ 550;PA;M;30;1,60
16;R$ 13.000;SP;M;61;1,60
12;R$ 2.500;MG;M;52;1,60
16;R$ 2.600;PB;M;31;1,60
12;R$ 1.500;PA;M;45;1,60
12;R$ 1.130;PR;F;40;1,60
12;R$ 1.400;RS;F;25;1,60
5;R$ 1.500;GO;M;65;1,60
12;R$ 788;AP;M;39;1,60
12;R$ 1.300;RS;M;26;1,60
11;R$ 1.300;SC;F;25;1,60
6;R$ 1.000;TO;M;60;1,60
16;R$ 3.500;SC;M;39;1,60
1;R$ 1.000;AC;M;40;1,60
5;R$ 1.000;MA;M;30;1,60
9;R$ 1.800;MT;M;47;1,60
9;R$ 2.500;PR;M;48;1,60
5;R$ 1.000;RR;M;32;1,60
16;R$ 3.000;PE;F;38;1,60
16;R$ 2.400;RO;F;35;1,60
16;R$ 1.200;RJ;F;37;1,60
12;R$ 1.200;RO;M;43;1,60
4;R$ 625;PI;F;34;1,60
6;R$ 2.000;MS;M;18;1,60
11;R$ 500;RJ;F;28;1,60
12;R$ 1.400;ES;M;27;1,60
16;R$ 3.000;RS;M;60;1,60
12;R$ 1.000;SP;M;52;1,60
9;R$ 4.500;RS;M;55;1,60
12;R$ 1.500;MG;M;41;1,60
7;R$ 1.200;AP;M;40;1,60
16;R$ 800;PA;F;52;1,60
9;R$ 1.500;SC;M;37;1,60
16;R$ 788;PB;F;53;1,60
12;R$ 1.300;BA;M;31;1,60
12;R$ 7.000;GO;M;54;1,60
5;R$ 500;SC;F;57;1,60
6;R$ 2.500;RS;M;35;1,60
12;R$ 1.000;RS;M;20;1,60
6;R$ 3.900;MS;M;32;1,60
12;R$ 1.200;SP;M;64;1,60
12;R$ 2.600;RJ;M;40;1,60
1;R$ 1.100;SP;M;46;1,60
12;R$ 2.500;MG;M;41;1,60
16;R$ 20.000;PA;M;50;1,60
16;R$ 13.000;MT;M;71;1,60
16;R$ 6.000;RS;M;43;1,60
4;R$ 3.000;MS;M;55;1,60
3;R$ 700;RN;M;52;1,60
12;R$ 788;PE;F;46;1,60
9;R$ 1.500;SP;M;48;1,60
11;R$ 1.628;DF;M;44;1,60
11;R$ 1.500;SP;M;38;1,60
12;R$ 1.700;SP;M;48;1,60
13;R$ 1.500;RJ;M;66;1,60
12;R$ 1.740;SP;M;31;1,60
16;R$ 4.000;SP;M;37;1,60
16;R$ 1.050;RO;M;23;1,60
