Estudo; Renda;UF;SEXO;Idade;Altura
6;R$ 1.100;RJ;F;52;1,75
10;R$ 1.576;GO;M;22;1,75
12;R$ 500;BA;M;43;1,75
16;R$ 3.200;MG;F;39;1,75
16;R$ 8.000;GO;F;37;1,75
16;R$ 5.000;MG;F;51;1,75
12;R$ 1.200;BA;M;33;1,75
16;R$ 15.000;DF;M;37;1,75
16;R$ 1.500;RJ;M;57;1,75
12;R$ 3.500;RJ;M;59;1,75
16;R$ 7.000;RJ;F;62;1,75
12;R$ 200;MA;M;43;1,75
16;R$ 788;PA;F;38;1,75
12;R$ 1.500;DF;F;57;1,75
16;R$ 5.547;RS;F;26;1,75
9;R$ 1.500;SP;M;39;1,75
9;R$ 1.000;MG;F;41;1,75
12;R$ 1.600;MG;M;22;1,75
6;R$ 700;MG;M;55;1,75
16;R$ 3.000;RS;M;43;1,75
9;R$ 600;PA;M;25;1,75
4;R$ 788;RO;M;36;1,75
16;R$ 2.500;DF;F;35;1,75
8;R$ 1.306;ES;M;43;1,75
1;R$ 788;PR;M;57;1,75
16;R$ 6.500;SP;F;40;1,75
8;R$ 480;SE;M;33;1,75
12;R$ 1.600;RJ;M;35;1,75
12;R$ 900;RJ;F;53;1,75
15;R$ 2.000;RO;M;28;1,75
8;R$ 1.800;RS;M;49;1,75
2;R$ 400;CE;M;40;1,75
12;R$ 3.000;BA;M;56;1,75
1;R$ 1.400;SP;M;43;1,75
9;R$ 700;PA;M;54;1,75
3;R$ 200;AP;M;32;1,75
13;R$ 1.200;RS;M;25;1,75
5;R$ 2.000;SP;M;73;1,75
12;R$ 1.300;PA;M;30;1,75
10;R$ 1.000;CE;M;28;1,75
16;R$ 3.000;GO;M;36;1,75
5;R$ 480;SE;M;27;1,75
12;R$ 900;PA;M;37;1,75
4;R$ 700;BA;M;41;1,75
1;R$ 360;SE;M;36;1,75
6;R$ 1.300;RJ;M;60;1,75
15;R$ 2.880;ES;F;27;1,75
5;R$ 300;ES;M;53;1,75
12;R$ 3.000;MG;M;36;1,75
12;R$ 2.000;RS;M;57;1,75
16;R$ 300;ES;M;45;1,75
16;R$ 10.000;SP;M;52;1,75
12;R$ 1.050;MT;F;24;1,75
12;R$ 800;SP;M;37;1,75
16;R$ 2.000;SP;M;26;1,75
12;R$ 2.300;RJ;F;54;1,75
14;R$ 500;GO;F;50;1,75
16;R$ 5.500;PR;M;56;1,75
9;R$ 1.100;BA;M;38;1,75
5;R$ 1.200;RS;F;49;1,75
14;R$ 8.000;RS;F;34;1,75
1;R$ 400;PB;M;55;1,75
1;R$ 330;MA;F;55;1,75
11;R$ 1.576;AP;F;42;1,75
1;R$ 3.000;PA;M;34;1,75
4;R$ 1.000;MG;M;49;1,75
9;R$ 1.000;MG;M;44;1,75
9;R$ 800;SC;M;56;1,75
12;R$ 1.200;MS;M;34;1,75
16;R$ 10.000;RJ;M;71;1,75
12;R$ 1.448;MT;M;20;1,75
5;R$ 800;MG;M;53;1,75
12;R$ 2.500;SC;M;47;1,75
13;R$ 1.490;GO;F;50;1,75
16;R$ 4.000;RJ;F;40;1,75
9;R$ 788;MG;F;41;1,75
5;R$ 3.000;SP;M;43;1,75
9;R$ 250;PR;F;31;1,75
5;R$ 1.200;PR;M;21;1,75
16;R$ 5.000;SP;M;53;1,75
11;R$ 280;PE;F;38;1,75
12;R$ 2.000;SP;M;48;1,75
12;R$ 1.300;GO;F;43;1,75
3;R$ 200;AL;M;32;1,75
9;R$ 850;ES;M;26;1,75
12;R$ 1.070;CE;M;55;1,75
5;R$ 788;MG;F;54;1,75
16;R$ 4.000;BA;F;54;1,75
9;R$ 2.100;MT;M;43;1,75
16;R$ 1.500;MG;F;67;1,75
12;R$ 1.800;MG;M;38;1,75
3;R$ 1.500;RO;M;33;1,75
8;R$ 400;MA;M;25;1,75
3;R$ 400;AL;M;33;1,75
12;R$ 140;MA;F;33;1,75
3;R$ 788;AP;M;34;1,75
14;R$ 1.500;SP;M;29;1,75
12;R$ 1.873;SP;M;29;1,75
9;R$ 2.000;SC;M;40;1,75
14;R$ 1.200;GO;M;20;1,75
9;R$ 1.500;GO;M;34;1,75
5;R$ 1.260;PE;F;42;1,75
1;R$ 650;SP;F;55;1,75
5;R$ 400;BA;M;60;1,75
6;R$ 800;SP;M;42;1,75
10;R$ 788;CE;F;25;1,75
5;R$ 1.700;RJ;F;71;1,75
5;R$ 550;TO;F;41;1,75
12;R$ 1.300;SP;M;44;1,75
6;R$ 1.500;RJ;M;21;1,75
12;R$ 2.000;SP;F;62;1,75
3;R$ 788;PA;M;42;1,75
12;R$ 850;TO;F;34;1,75
12;R$ 1.500;SP;M;33;1,75
6;R$ 1.100;SP;M;39;1,75
11;R$ 1.000;MG;M;50;1,75
12;R$ 1.576;GO;F;55;1,75
3;R$ 30;BA;F;62;1,75
6;R$ 1.700;ES;M;51;1,75
16;R$ 3.000;PB;F;63;1,75
8;R$ 2.000;MT;M;27;1,75
12;R$ 1.400;SC;M;42;1,75
12;R$ 1.500;SP;M;33;1,75
12;R$ 2.500;BA;M;43;1,75
9;R$ 700;AP;M;31;1,75
12;R$ 1.500;MT;M;37;1,75
12;R$ 1.200;RR;M;18;1,75
3;R$ 788;ES;M;57;1,75
12;R$ 1.300;RS;F;50;1,75
12;R$ 1.350;BA;M;42;1,75
9;R$ 1.400;AP;M;52;1,75
7;R$ 2.600;MT;M;48;1,75
5;R$ 200;PE;F;52;1,75
9;R$ 1.034;PA;M;23;1,75
7;R$ 800;BA;M;27;1,75
12;R$ 4.000;DF;M;63;1,75
6;R$ 800;RJ;M;32;1,75
9;R$ 788;MA;M;49;1,75
16;R$ 3.000;SP;M;52;1,75
12;R$ 1.200;MG;M;32;1,75
6;R$ 1.140;PR;M;48;1,75
12;R$ 788;MG;F;36;1,75
12;R$ 3.000;PR;M;33;1,75
1;R$ 850;PE;M;72;1,75
4;R$ 788;CE;F;50;1,75
10;R$ 1.000;PE;M;35;1,75
3;R$ 1.500;SP;M;65;1,75
12;R$ 800;TO;M;38;1,75
1;R$ 400;MG;M;57;1,75
12;R$ 300;AL;F;41;1,75
9;R$ 788;MG;F;50;1,75
10;R$ 1.400;PA;M;38;1,75
1;R$ 788;CE;M;53;1,75
12;R$ 980;BA;M;32;1,75
13;R$ 800;PE;M;41;1,75
9;R$ 2.000;PE;M;40;1,75
5;R$ 800;MG;M;57;1,75
16;R$ 3.500;RJ;F;32;1,75
7;R$ 1.400;GO;M;36;1,75
13;R$ 3.000;RS;F;50;1,75
6;R$ 200;TO;F;45;1,75
9;R$ 1.200;RJ;F;50;1,75
12;R$ 788;SE;M;41;1,75
9;R$ 1.500;DF;F;33;1,75
12;R$ 1.500;RS;M;49;1,75
16;R$ 10.000;RJ;F;51;1,75
8;R$ 3.000;DF;M;58;1,75
12;R$ 1.500;SP;F;30;1,75
12;R$ 3.000;RS;M;35;1,75
3;R$ 900;RJ;M;77;1,75
6;R$ 600;CE;M;22;1,75
6;R$ 1.500;PA;M;42;1,75
5;R$ 400;RJ;M;69;1,75
8;R$ 788;PA;F;24;1,75
16;R$ 13.000;MG;M;45;1,75
12;R$ 600;PA;M;42;1,75
10;R$ 500;MG;M;61;1,75
8;R$ 788;CE;F;40;1,75
12;R$ 1.000;SP;F;34;1,75
9;R$ 1.300;SC;F;34;1,75
12;R$ 788;BA;F;34;1,75
5;R$ 6.000;GO;M;51;1,75
9;R$ 1.200;RJ;F;20;1,75
12;R$ 3.000;SC;M;38;1,75
4;R$ 788;PA;M;43;1,75
5;R$ 700;MG;M;69;1,75
16;R$ 2.000;RS;F;43;1,75
13;R$ 1.500;PE;M;60;1,75
6;R$ 2.500;MG;M;58;1,75
16;R$ 6.000;DF;M;45;1,75
12;R$ 4.000;TO;M;25;1,75
4;R$ 1.700;SP;M;46;1,75
16;R$ 1.500;MG;F;54;1,75
6;R$ 1.500;CE;M;59;1,75
12;R$ 1.200;ES;M;25;1,75
12;R$ 788;AP;M;19;1,75
12;R$ 1.200;PR;F;45;1,75
1;R$ 500;MG;M;59;1,75
7;R$ 850;DF;F;44;1,75
12;R$ 5.000;DF;M;47;1,75
12;R$ 1.300;SP;F;35;1,75
7;R$ 788;PA;F;48;1,75
9;R$ 1.250;RJ;F;33;1,75
6;R$ 350;PA;M;61;1,75
2;R$ 1.000;PA;M;62;1,75
16;R$ 4.300;RO;M;37;1,75
16;R$ 4.500;RJ;F;71;1,75
11;R$ 1.500;RJ;M;41;1,75
12;R$ 1.800;AP;M;46;1,75
3;R$ 350;BA;M;63;1,75
16;R$ 3.025;BA;F;45;1,75
6;R$ 1.000;SP;F;42;1,75
9;R$ 1.035;PR;M;21;1,75
12;R$ 1.200;MG;M;35;1,75
12;R$ 788;MS;M;27;1,75
9;R$ 2.000;BA;M;55;1,75
6;R$ 1.200;MG;F;55;1,75
6;R$ 810;MG;M;24;1,75
8;R$ 1.300;PE;M;44;1,75
12;R$ 4.100;GO;M;63;1,75
12;R$ 8.000;PE;M;44;1,75
3;R$ 800;MG;M;51;1,75
12;R$ 788;BA;F;33;1,75
6;R$ 1.300;PR;F;51;1,75
9;R$ 1.400;PR;M;36;1,75
15;R$ 1.400;MG;F;65;1,75
10;R$ 1.260;BA;M;44;1,75
1;R$ 788;MG;F;45;1,75
9;R$ 875;CE;M;33;1,75
1;R$ 1.000;RO;M;31;1,75
7;R$ 5.300;GO;M;46;1,75
8;R$ 1.150;PR;M;34;1,75
3;R$ 788;PA;M;70;1,75
16;R$ 7.500;SP;F;34;1,75
5;R$ 1.000;RS;M;47;1,75
11;R$ 800;DF;F;38;1,75
12;R$ 2.500;RS;M;50;1,75
6;R$ 1.200;GO;M;40;1,75
8;R$ 2.500;GO;M;58;1,75
8;R$ 1.000;MG;M;39;1,75
12;R$ 2.000;PA;M;39;1,75
12;R$ 2.000;PE;M;45;1,75
16;R$ 2.200;AP;F;58;1,75
12;R$ 1.400;SC;M;47;1,75
12;R$ 950;CE;F;49;1,75
16;R$ 500;SP;F;59;1,75
13;R$ 800;PR;M;48;1,75
16;R$ 4.500;SP;M;50;1,75
7;R$ 1.600;RS;M;61;1,75
12;R$ 3.000;SP;M;46;1,75
3;R$ 600;BA;M;32;1,75
8;R$ 1.900;PE;M;50;1,75
13;R$ 500;MG;F;26;1,75
6;R$ 800;MS;M;17;1,75
16;R$ 1.900;RO;M;35;1,75
16;R$ 3.000;GO;F;53;1,75
5;R$ 300;PI;M;43;1,75
5;R$ 3.500;PR;M;56;1,75
13;R$ 788;DF;F;25;1,75
9;R$ 800;BA;F;50;1,75
9;R$ 788;RO;F;38;1,75
5;R$ 6.000;RS;M;64;1,75
16;R$ 8.000;BA;M;66;1,75
2;R$ 880;CE;F;42;1,75
1;R$ 900;PA;M;57;1,75
5;R$ 1.200;RJ;M;37;1,75
12;R$ 2.300;RS;F;51;1,75
12;R$ 200;BA;F;69;1,75
2;R$ 1.320;ES;M;27;1,75
12;R$ 1.600;RS;M;37;1,75
12;R$ 3.100;SP;M;29;1,75
14;R$ 3.000;RS;F;43;1,75
12;R$ 700;MG;F;57;1,75
16;R$ 2.000;ES;M;33;1,75
9;R$ 2.500;CE;M;46;1,75
12;R$ 2.550;DF;M;37;1,75
12;R$ 1.200;BA;M;48;1,75
9;R$ 1.500;SC;M;32;1,75
6;R$ 1.000;PR;F;49;1,75
10;R$ 3.900;MG;M;22;1,75
12;R$ 3.000;MA;F;35;1,75
16;R$ 4.000;AP;F;28;1,75
15;R$ 2.200;SP;F;52;1,75
2;R$ 200;MG;F;54;1,75
11;R$ 750;AP;M;29;1,75
12;R$ 1.162;MG;F;41;1,75
6;R$ 1.100;RO;M;26;1,75
12;R$ 1.900;SP;M;47;1,75
7;R$ 500;RS;M;37;1,75
10;R$ 800;ES;M;25;1,75
9;R$ 1.200;SC;M;20;1,75
16;R$ 4.000;PA;M;64;1,75
9;R$ 2.000;SP;M;60;1,75
6;R$ 850;MG;F;34;1,75
6;R$ 1.300;SC;M;23;1,75
12;R$ 1.600;PE;F;62;1,75
8;R$ 788;TO;F;35;1,75
5;R$ 1.500;RJ;M;29;1,75
12;R$ 788;AP;M;32;1,75
1;R$ 1.200;PB;M;78;1,75
5;R$ 500;RO;M;42;1,75
6;R$ 2.100;SP;M;39;1,75
5;R$ 900;PR;F;33;1,75
11;R$ 1.000;SP;M;40;1,75
6;R$ 700;PA;M;63;1,75
8;R$ 4.500;RO;M;56;1,75
8;R$ 1.156;RJ;F;21;1,75
12;R$ 2.000;RJ;M;49;1,75
13;R$ 788;BA;F;55;1,75
16;R$ 3.000;BA;M;31;1,75
16;R$ 3.500;AP;F;35;1,75
16;R$ 3.800;MS;F;34;1,75
14;R$ 1.000;SC;M;24;1,75
5;R$ 1.300;MT;F;56;1,75
8;R$ 1.500;SP;F;39;1,75
16;R$ 1.800;ES;F;40;1,75
5;R$ 1.400;MG;M;54;1,75
12;R$ 5.000;MT;M;32;1,75
4;R$ 933;MS;M;53;1,75
10;R$ 3.300;SP;M;49;1,75
13;R$ 2.500;MG;M;48;1,75
16;R$ 3.200;RR;M;42;1,75
3;R$ 600;PE;F;62;1,75
12;R$ 1.000;SP;M;47;1,75
1;R$ 500;AP;M;56;1,75
12;R$ 5.000;PR;M;28;1,75
12;R$ 1.000;AC;F;58;1,75
12;R$ 800;PB;M;39;1,75
5;R$ 350;AP;M;33;1,75
5;R$ 800;SP;M;41;1,75
16;R$ 2.397;MG;M;26;1,75
15;R$ 2.195;PA;F;35;1,75
8;R$ 1.600;RS;M;27;1,75
12;R$ 1.500;PR;F;44;1,75
9;R$ 2.500;SP;M;36;1,75
16;R$ 5.000;RJ;M;31;1,75
4;R$ 120;MA;F;34;1,75
16;R$ 14.000;RS;F;50;1,75
1;R$ 1.800;GO;F;41;1,75
16;R$ 18.000;DF;M;54;1,75
14;R$ 950;PA;F;33;1,75
16;R$ 2.500;CE;F;42;1,75
1;R$ 200;AC;M;34;1,75
1;R$ 205;PI;M;44;1,75
9;R$ 788;PB;M;43;1,75
16;R$ 8.000;PE;M;37;1,75
16;R$ 11.000;MT;F;41;1,75
16;R$ 3.500;SP;F;39;1,75
6;R$ 300;RS;M;51;1,75
12;R$ 3.500;RJ;M;51;1,75
16;R$ 13.000;ES;M;36;1,75
6;R$ 1.500;RS;M;53;1,75
11;R$ 1.000;CE;M;46;1,75
9;R$ 3.000;RS;M;39;1,75
12;R$ 3.500;AP;M;64;1,75
13;R$ 2.500;SP;M;23;1,75
4;R$ 150;BA;M;59;1,75
10;R$ 788;SP;F;32;1,75
12;R$ 788;PA;F;41;1,75
9;R$ 950;PA;F;27;1,75
1;R$ 1.000;PR;M;63;1,75
11;R$ 900;PA;M;26;1,75
11;R$ 1.450;PA;M;37;1,75
12;R$ 1.331;MS;F;42;1,75
16;R$ 788;SP;F;30;1,75
4;R$ 300;PE;M;73;1,75
16;R$ 2.000;AP;M;50;1,75
12;R$ 4.500;RO;M;30;1,75
1;R$ 1.200;MG;F;30;1,75
12;R$ 1.500;MG;M;45;1,75
5;R$ 100;SE;M;46;1,75
7;R$ 1.000;SP;F;39;1,75
4;R$ 600;PB;F;50;1,75
5;R$ 1.500;PR;M;41;1,75
12;R$ 2.000;MS;M;46;1,75
12;R$ 1.160;AP;M;24;1,75
9;R$ 1.000;MT;M;37;1,75
7;R$ 500;PA;M;28;1,75
12;R$ 1.000;ES;M;35;1,75
12;R$ 1.280;MG;F;41;1,75
5;R$ 1.800;SC;M;62;1,75
6;R$ 200;MG;F;32;1,75
12;R$ 2.000;RJ;M;30;1,75
9;R$ 2.000;SP;M;37;1,75
15;R$ 2.700;PA;M;55;1,75
9;R$ 250;BA;F;36;1,75
7;R$ 1.200;SP;M;69;1,75
15;R$ 1.600;RJ;M;46;1,75
12;R$ 1.200;PA;M;40;1,75
16;R$ 8.600;DF;M;48;1,75
9;R$ 1.200;MG;M;46;1,75
4;R$ 525;RS;M;75;1,75
10;R$ 2.500;GO;M;22;1,75
9;R$ 2.000;MT;M;39;1,75
1;R$ 700;PE;M;70;1,75
7;R$ 788;RS;M;22;1,75
5;R$ 788;MA;M;26;1,75
16;R$ 12.000;MG;M;56;1,75
12;R$ 788;RJ;F;44;1,75
1;R$ 1.000;CE;M;38;1,75
9;R$ 800;PA;F;38;1,75
12;R$ 1.200;SE;M;34;1,75
4;R$ 1.200;RJ;M;31;1,75
9;R$ 1.300;PR;F;58;1,75
9;R$ 1.000;MT;M;59;1,75
11;R$ 1.200;PE;M;28;1,75
7;R$ 3.500;RN;M;43;1,75
6;R$ 600;PB;M;31;1,75
16;R$ 3.000;MG;M;26;1,75
12;R$ 1.350;RJ;M;31;1,75
9;R$ 3.000;RS;M;28;1,75
8;R$ 1.000;AP;F;70;1,75
4;R$ 788;MS;F;43;1,75
7;R$ 800;PE;M;42;1,75
16;R$ 4.800;AC;M;37;1,75
11;R$ 2.300;MG;M;23;1,75
9;R$ 788;RS;F;44;1,75
8;R$ 2.000;RS;M;55;1,75
16;R$ 2.000;SP;M;33;1,75
1;R$ 900;PR;M;29;1,75
8;R$ 1.000;SC;M;26;1,75
16;R$ 850;RS;M;49;1,75
12;R$ 1.500;MG;M;28;1,75
5;R$ 2.572;RJ;M;64;1,75
12;R$ 1.200;SP;M;49;1,75
12;R$ 2.000;BA;F;40;1,75
12;R$ 7.500;AP;M;62;1,75
10;R$ 724;AP;F;46;1,75
5;R$ 1.200;MA;M;35;1,75
1;R$ 800;PI;M;40;1,75
4;R$ 1.200;SP;M;48;1,75
16;R$ 8.000;BA;M;26;1,75
16;R$ 2.350;GO;M;36;1,75
8;R$ 300;PR;M;57;1,75
9;R$ 1.300;MG;M;50;1,75
9;R$ 1.400;PR;F;28;1,75
12;R$ 788;RJ;F;44;1,75
13;R$ 400;MG;F;65;1,75
12;R$ 1.100;CE;M;30;1,75
11;R$ 1.800;GO;M;60;1,75
12;R$ 920;CE;M;44;1,75
16;R$ 10.000;RO;F;33;1,75
5;R$ 788;BA;M;53;1,75
4;R$ 1.200;SE;M;72;1,75
12;R$ 1.200;PE;M;44;1,75
7;R$ 1.300;MG;F;36;1,75
9;R$ 1.200;MT;M;49;1,75
12;R$ 850;MT;F;31;1,75
1;R$ 700;BA;M;39;1,75
16;R$ 8.000;RJ;M;40;1,75
12;R$ 1.100;MG;F;40;1,75
5;R$ 800;RJ;M;60;1,75
8;R$ 4.000;AP;M;47;1,75
16;R$ 3.000;SP;F;47;1,75
12;R$ 1.000;MG;F;29;1,75
7;R$ 4.000;RR;M;59;1,75
2;R$ 300;RO;F;40;1,75
8;R$ 200;PA;M;45;1,75
12;R$ 1.500;PA;F;31;1,75
12;R$ 3.000;MS;M;32;1,75
11;R$ 600;PA;M;50;1,75
8;R$ 500;RO;M;27;1,75
4;R$ 250;MG;F;55;1,75
8;R$ 900;SC;M;24;1,75
9;R$ 900;PA;F;45;1,75
5;R$ 3.500;SC;M;45;1,75
16;R$ 2.300;MG;F;35;1,75
13;R$ 3.000;RJ;M;47;1,75
5;R$ 100;BA;F;59;1,75
12;R$ 788;PA;F;57;1,75
4;R$ 1.400;RJ;M;52;1,75
6;R$ 500;PR;M;52;1,75
12;R$ 7.000;DF;M;50;1,75
12;R$ 1.500;MG;M;39;1,75
12;R$ 1.200;MG;M;38;1,75
2;R$ 1.350;MG;M;42;1,75
12;R$ 200;MG;M;60;1,75
6;R$ 1.000;RS;F;55;1,75
12;R$ 1.700;AL;M;50;1,75
1;R$ 400;PE;M;60;1,75
12;R$ 4.000;RJ;M;50;1,75
1;R$ 200;MG;F;41;1,75
5;R$ 30;PI;M;37;1,75
16;R$ 900;AP;M;36;1,75
4;R$ 350;BA;F;37;1,75
16;R$ 1.300;SP;F;51;1,75
9;R$ 3.500;PR;M;50;1,75
7;R$ 788;PR;F;58;1,75
11;R$ 850;MT;F;36;1,75
9;R$ 788;RS;F;59;1,75
12;R$ 2.000;SP;M;27;1,75
9;R$ 10.000;PR;M;33;1,75
12;R$ 1.200;SP;F;45;1,75
9;R$ 1.200;RS;M;41;1,75
9;R$ 1.100;RJ;M;31;1,75
16;R$ 5.000;SC;M;39;1,75
1;R$ 500;PA;M;47;1,75
16;R$ 2.260;SP;M;47;1,75
7;R$ 1.000;GO;M;66;1,75
12;R$ 1.600;RJ;M;37;1,75
12;R$ 2.300;RJ;M;42;1,75
12;R$ 2.000;SP;M;34;1,75
5;R$ 1.000;SP;F;37;1,75
5;R$ 1.500;PE;M;52;1,75
12;R$ 5.000;DF;F;49;1,75
12;R$ 2.000;AP;M;34;1,75
12;R$ 800;MS;F;52;1,75
12;R$ 2.480;SP;M;44;1,75
12;R$ 1.100;SP;M;29;1,75
11;R$ 3.000;BA;M;22;1,75
12;R$ 2.500;SP;M;35;1,75
12;R$ 1.800;RJ;M;40;1,75
12;R$ 1.128;AL;F;42;1,75
4;R$ 1.500;RS;M;58;1,75
15;R$ 3.300;PR;M;28;1,75
12;R$ 788;SP;M;28;1,75
12;R$ 788;PR;M;64;1,75
5;R$ 2.000;MG;M;68;1,75
13;R$ 2.500;AC;F;36;1,75
16;R$ 2.000;ES;F;37;1,75
12;R$ 3.000;RJ;M;49;1,75
3;R$ 600;MG;M;83;1,75
12;R$ 788;BA;F;56;1,75
8;R$ 900;RJ;F;55;1,75
15;R$ 1.200;SP;M;35;1,75
8;R$ 1.500;PB;M;52;1,75
9;R$ 870;MG;F;36;1,75
12;R$ 1.500;PI;M;23;1,75
9;R$ 900;PE;M;32;1,75
16;R$ 5.000;RS;M;56;1,75
2;R$ 788;TO;F;50;1,75
12;R$ 1.400;PR;M;48;1,75
6;R$ 650;PA;M;37;1,75
12;R$ 4.800;GO;M;35;1,75
9;R$ 1.300;RO;M;35;1,75
9;R$ 800;MG;M;43;1,75
5;R$ 1.576;PE;F;59;1,75
12;R$ 1.700;RO;F;38;1,75
12;R$ 3.000;ES;M;39;1,75
12;R$ 1.000;SP;F;52;1,75
12;R$ 1.500;MG;M;42;1,75
1;R$ 350;BA;M;49;1,75
16;R$ 1.500;MG;F;39;1,75
16;R$ 600;RO;M;46;1,75
12;R$ 3.700;RS;M;37;1,75
14;R$ 5.000;SP;M;56;1,75
9;R$ 500;BA;F;23;1,75
4;R$ 1.200;BA;M;50;1,75
4;R$ 740;BA;M;64;1,75
2;R$ 2.000;RS;M;56;1,75
5;R$ 1.100;MG;M;48;1,75
1;R$ 788;PA;M;45;1,75
11;R$ 1.100;RS;F;25;1,75
5;R$ 788;RJ;M;46;1,75
6;R$ 788;AP;M;44;1,75
9;R$ 788;PE;F;55;1,75
7;R$ 3.800;SP;M;59;1,75
1;R$ 200;PE;M;57;1,75
8;R$ 1.300;MA;M;29;1,75
2;R$ 400;SE;M;72;1,75
12;R$ 600;PE;M;48;1,75
7;R$ 1.500;RS;M;44;1,75
9;R$ 800;RO;M;53;1,75
1;R$ 1.050;PA;F;52;1,75
14;R$ 12.000;SP;M;50;1,75
1;R$ 400;BA;M;59;1,75
16;R$ 1.900;PB;F;57;1,75
5;R$ 788;RS;M;61;1,75
1;R$ 788;ES;M;51;1,75
5;R$ 788;PA;F;43;1,75
8;R$ 2.000;PE;M;53;1,75
5;R$ 700;BA;F;67;1,75
12;R$ 788;BA;M;29;1,75
2;R$ 500;BA;M;43;1,75
12;R$ 5.000;MG;M;63;1,75
9;R$ 1.150;RJ;M;40;1,75
8;R$ 1.800;PR;M;28;1,75
5;R$ 1.200;SP;F;44;1,75
10;R$ 800;CE;M;25;1,75
16;R$ 2.500;MG;F;44;1,75
11;R$ 1.600;PA;M;24;1,75
15;R$ 1.100;RS;M;31;1,75
13;R$ 10.800;GO;M;57;1,75
1;R$ 788;AL;M;28;1,75
12;R$ 1.100;MG;M;62;1,75
6;R$ 2.000;MT;M;47;1,75
12;R$ 600;DF;F;50;1,75
7;R$ 900;PI;M;25;1,75
12;R$ 1.000;TO;M;48;1,75
12;R$ 500;PR;F;48;1,75
9;R$ 788;CE;M;49;1,75
6;R$ 1.500;RJ;M;50;1,75
6;R$ 788;PE;M;26;1,75
9;R$ 2.500;SC;M;45;1,75
5;R$ 4.800;RO;M;34;1,75
7;R$ 1.200;RS;M;20;1,75
4;R$ 800;PE;M;28;1,75
12;R$ 2.000;RJ;F;37;1,75
12;R$ 2.100;BA;F;32;1,75
8;R$ 1.157;SC;F;31;1,75
8;R$ 800;RS;M;32;1,75
6;R$ 1.250;PR;M;46;1,75
16;R$ 2.100;PR;F;31;1,75
3;R$ 4.000;BA;M;49;1,75
12;R$ 400;PE;F;37;1,75
12;R$ 1.400;SC;M;24;1,75
12;R$ 1.000;RR;F;24;1,75
12;R$ 788;BA;F;46;1,75
12;R$ 1.000;SP;F;36;1,75
11;R$ 850;TO;M;23;1,75
12;R$ 1.200;PA;M;70;1,75
5;R$ 788;MG;M;54;1,75
1;R$ 200;PE;F;59;1,75
11;R$ 900;AL;M;27;1,75
12;R$ 900;BA;M;29;1,75
16;R$ 2.091;SE;M;39;1,75
5;R$ 700;BA;M;51;1,75
12;R$ 24.000;CE;M;69;1,75
12;R$ 8.000;DF;M;48;1,75
12;R$ 2.500;SP;M;24;1,75
5;R$ 1.800;PE;M;56;1,75
4;R$ 1.100;SP;M;62;1,75
12;R$ 1.100;MG;M;56;1,75
8;R$ 1.750;PE;M;36;1,75
6;R$ 1.000;CE;M;32;1,75
5;R$ 150;SE;F;60;1,75
15;R$ 2.500;RS;M;24;1,75
11;R$ 2.000;RS;M;49;1,75
1;R$ 300;PI;M;51;1,75
1;R$ 1.800;MG;M;38;1,75
16;R$ 10.300;MG;F;39;1,75
16;R$ 2.242;PA;F;37;1,75
9;R$ 820;SP;F;33;1,75
12;R$ 2.500;MG;F;60;1,75
1;R$ 1.500;MT;M;57;1,75
12;R$ 900;AP;M;34;1,75
16;R$ 2.000;RS;F;48;1,75
12;R$ 788;AP;F;46;1,75
7;R$ 900;RJ;M;28;1,75
5;R$ 788;PA;M;61;1,75
7;R$ 150;SP;F;32;1,75
16;R$ 3.000;SP;M;56;1,75
13;R$ 900;GO;F;49;1,75
12;R$ 900;CE;M;32;1,75
16;R$ 6.500;DF;F;34;1,75
16;R$ 2.300;BA;F;39;1,75
12;R$ 788;CE;F;32;1,75
16;R$ 2.500;ES;M;50;1,75
12;R$ 700;BA;F;55;1,75
7;R$ 2.000;PR;M;48;1,75
5;R$ 1.300;MT;M;34;1,75
16;R$ 1.000;RS;F;31;1,75
9;R$ 788;CE;M;44;1,75
12;R$ 788;RN;M;33;1,75
7;R$ 1.000;CE;M;37;1,75
12;R$ 788;AC;F;53;1,75
6;R$ 800;PB;M;37;1,75
12;R$ 1.235;MG;M;44;1,75
9;R$ 800;MA;M;45;1,75
12;R$ 3.000;RS;M;54;1,75
16;R$ 5.000;GO;M;48;1,75
1;R$ 850;PI;M;62;1,75
16;R$ 2.000;SP;F;50;1,75
15;R$ 4.000;PA;M;54;1,75
6;R$ 788;PE;M;28;1,75
16;R$ 9.000;CE;F;47;1,75
11;R$ 850;PE;F;43;1,75
5;R$ 1.000;MG;M;40;1,75
16;R$ 10.000;SP;M;46;1,75
12;R$ 2.000;SE;M;50;1,75
9;R$ 2.000;PR;M;41;1,75
12;R$ 350;PE;F;30;1,75
12;R$ 600;SP;M;42;1,75
9;R$ 2.000;PA;F;35;1,75
16;R$ 3.600;SP;M;56;1,75
13;R$ 1.200;PE;F;19;1,75
6;R$ 2.020;BA;M;58;1,75
1;R$ 1.576;GO;M;43;1,75
16;R$ 2.300;TO;F;47;1,75
12;R$ 750;PA;M;33;1,75
16;R$ 1.700;PA;F;54;1,75
12;R$ 2.000;RS;M;33;1,75
6;R$ 788;RS;M;36;1,75
3;R$ 788;BA;M;34;1,75
12;R$ 788;AP;F;36;1,75
4;R$ 1.900;PR;M;56;1,75
