UF;NOME_MUNICIPIO;ENQUADRAMENTO;VALOR_BENEFICIO
MG;BELO HORIZONTE;BOLSA FAMILIA;1200
MG;BELO HORIZONTE;BOLSA FAMILIA;2199
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;BOLSA FAMILIA;2400
MG;BELO HORIZONTE;BOLSA FAMILIA;1200
MG;BELO HORIZONTE;BOLSA FAMILIA;2400
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;BOLSA FAMILIA;600
MG;BELO HORIZONTE;BOLSA FAMILIA;2335
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;BOLSA FAMILIA;3000
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;600
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;BOLSA FAMILIA;1200
MG;BELO HORIZONTE;BOLSA FAMILIA;3000
MG;BELO HORIZONTE;BOLSA FAMILIA;1200
MG;BELO HORIZONTE;EXTRACAD;300
MG;BELO HORIZONTE;EXTRACAD;300
MG;BERILO;CADUNICO;600
MG;BERILO;CADUNICO;300
MG;BERILO;CADUNICO;300
MG;BERILO;CADUNICO;600
MG;BERILO;CADUNICO;600
MG;BERILO;CADUNICO;600
MG;BERILO;CADUNICO;300
MG;BERILO;CADUNICO;300
MG;BERILO;CADUNICO;600
MG;BERTOPOLIS;BOLSA FAMILIA;2098
MG;BETIM;BOLSA FAMILIA;1002
MG;BETIM;BOLSA FAMILIA;3000
MG;BETIM;BOLSA FAMILIA;1200
MG;BETIM;EXTRACAD;600
MG;BETIM;EXTRACAD;600
MG;BETIM;EXTRACAD;600
MG;BETIM;EXTRACAD;600
MG;BOA ESPERANCA;EXTRACAD;600
MG;BOA ESPERANCA;EXTRACAD;600
MG;BOA ESPERANCA;EXTRACAD;600
MG;BOA ESPERANCA;EXTRACAD;600
MG;BRASILIA DE MINAS;EXTRACAD;600
MG;BRASILIA DE MINAS;EXTRACAD;600
MG;BRUMADINHO;EXTRACAD;300
MG;BRUMADINHO;EXTRACAD;300
MG;BRUMADINHO;EXTRACAD;300
MG;CAMBUI;BOLSA FAMILIA;600
MG;CAMPESTRE;CADUNICO;600
MG;CAMPESTRE;CADUNICO;600
MG;CAMPESTRE;CADUNICO;600
MG;CAMPESTRE;CADUNICO;600
MG;CAMPO BELO;BOLSA FAMILIA;1200
MG;CAMPO BELO;EXTRACAD;600
MG;CAMPO BELO;EXTRACAD;600
MG;CAMPO BELO;EXTRACAD;600
MG;CAMPO BELO;EXTRACAD;600
MG;CHIADOR;EXTRACAD;300
MG;CHIADOR;EXTRACAD;300
MG;CHIADOR;EXTRACAD;300
MG;CHIADOR;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;600
MG;CONTAGEM;EXTRACAD;600
MG;CONTAGEM;EXTRACAD;600
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;600
MG;CONTAGEM;EXTRACAD;600
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CONTAGEM;EXTRACAD;300
MG;CORINTO;BOLSA FAMILIA;1200
MG;COROMANDEL;EXTRACAD;300
MG;COROMANDEL;EXTRACAD;300
MG;COROMANDEL;EXTRACAD;300
MG;CORONEL FABRICIANO;BOLSA FAMILIA;3000
MG;CORONEL FABRICIANO;EXTRACAD;600
MG;CORONEL FABRICIANO;EXTRACAD;600
MG;CORONEL FABRICIANO;EXTRACAD;600
MG;CORONEL FABRICIANO;EXTRACAD;600
MG;CORONEL FABRICIANO;EXTRACAD;600
MG;CORONEL PACHECO;EXTRACAD;300
MG;DATAS;CADUNICO;600
MG;DATAS;CADUNICO;600
MG;DATAS;CADUNICO;600
MG;DATAS;BOLSA FAMILIA;1200
MG;DATAS;BOLSA FAMILIA;600
MG;DATAS;BOLSA FAMILIA;2400
MG;DATAS;BOLSA FAMILIA;1200
MG;DIAMANTINA;EXTRACAD;300
MG;DIAMANTINA;EXTRACAD;300
MG;DIAMANTINA;EXTRACAD;300
MG;DIAMANTINA;EXTRACAD;300
MG;ESMERALDAS;EXTRACAD;300
MG;ESMERALDAS;EXTRACAD;300
MG;FORMIGA;EXTRACAD;600
MG;FORMIGA;EXTRACAD;300
MG;FORMIGA;EXTRACAD;300
MG;FORMIGA;EXTRACAD;300
MG;FORMIGA;EXTRACAD;600
MG;FORMIGA;EXTRACAD;600
MG;FORMIGA;EXTRACAD;300
MG;FORMIGA;EXTRACAD;600
MG;FRANCISCO SA;CADUNICO;1200
MG;FRANCISCO SA;CADUNICO;1200
MG;FRANCISCO SA;CADUNICO;1200
MG;FRANCISCO SA;CADUNICO;1200
MG;GOVERNADOR VALADARES;EXTRACAD;600
MG;GOVERNADOR VALADARES;EXTRACAD;600
MG;IBIRITE;BOLSA FAMILIA;212
MG;IGARAPE;EXTRACAD;300
MG;IGARAPE;EXTRACAD;300
MG;IGARAPE;EXTRACAD;300
MG;IGARAPE;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;CADUNICO;600
MG;INHAUMA;CADUNICO;300
MG;INHAUMA;CADUNICO;300
MG;INHAUMA;CADUNICO;600
MG;INHAUMA;CADUNICO;300
MG;INHAUMA;CADUNICO;600
MG;INHAUMA;CADUNICO;600
MG;INHAUMA;CADUNICO;300
MG;INHAUMA;CADUNICO;600
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;INHAUMA;EXTRACAD;300
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;IPATINGA;CADUNICO;600
MG;ITUIUTABA;BOLSA FAMILIA;1200
MG;ITUIUTABA;EXTRACAD;300
MG;ITUIUTABA;EXTRACAD;300
MG;ITUIUTABA;EXTRACAD;300
MG;ITUIUTABA;EXTRACAD;300
MG;JACINTO;CADUNICO;300
MG;JACINTO;CADUNICO;300
MG;JACINTO;CADUNICO;300
MG;JACINTO;CADUNICO;300
MG;JACINTO;EXTRACAD;300
MG;JACINTO;EXTRACAD;300
MG;JACINTO;EXTRACAD;300
MG;JACINTO;EXTRACAD;300
MG;JACINTO;EXTRACAD;600
MG;JACINTO;EXTRACAD;600
MG;JACINTO;EXTRACAD;600
MG;JACINTO;EXTRACAD;600
MG;JACINTO;EXTRACAD;600
MG;JANAUBA;BOLSA FAMILIA;2170
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JOAO MONLEVADE;BOLSA FAMILIA;1098
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JOAO MONLEVADE;EXTRACAD;600
MG;JUIZ DE FORA;BOLSA FAMILIA;1098
MG;JUIZ DE FORA;EXTRACAD;300
MG;JUIZ DE FORA;EXTRACAD;300
MG;JUIZ DE FORA;CADUNICO;300
MG;JURUAIA;EXTRACAD;600
MG;JURUAIA;EXTRACAD;600
MG;JURUAIA;EXTRACAD;600
MG;JURUAIA;EXTRACAD;600
MG;LAGOA DA PRATA;BOLSA FAMILIA;3000
MG;LAGOA SANTA;EXTRACAD;300
MG;LAGOA SANTA;EXTRACAD;300
MG;LAGOA SANTA;EXTRACAD;300
MG;LAGOA SANTA;EXTRACAD;300
MG;LUISLANDIA;EXTRACAD;300
MG;LUISLANDIA;EXTRACAD;300
MG;LUISLANDIA;EXTRACAD;300
MG;LUISLANDIA;EXTRACAD;300
MG;MALACACHETA;BOLSA FAMILIA;1200
MG;MALACACHETA;BOLSA FAMILIA;2400
MG;MATEUS LEME;EXTRACAD;300
MG;MATEUS LEME;EXTRACAD;300
MG;MATEUS LEME;EXTRACAD;300
MG;MATEUS LEME;EXTRACAD;300
MG;MONTE SIAO;BOLSA FAMILIA;1098
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;BOLSA FAMILIA;2153
MG;MONTES CLAROS;EXTRACAD;300
MG;MONTES CLAROS;EXTRACAD;300
MG;MONTES CLAROS;EXTRACAD;300
MG;MONTES CLAROS;EXTRACAD;300
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;EXTRACAD;600
MG;MONTES CLAROS;EXTRACAD;600
MG;NACIP RAYDAN;BOLSA FAMILIA;1200
MG;NOVA LIMA;EXTRACAD;600
MG;NOVA LIMA;EXTRACAD;600
MG;NOVA UNIAO;BOLSA FAMILIA;1200
MG;NOVA UNIAO;BOLSA FAMILIA;3000
MG;NOVO CRUZEIRO;BOLSA FAMILIA;1200
MG;NOVO CRUZEIRO;BOLSA FAMILIA;1200
MG;OURO BRANCO;BOLSA FAMILIA;1200
MG;OURO BRANCO;BOLSA FAMILIA;3000
MG;PARAOPEBA;BOLSA FAMILIA;1200
MG;PARAOPEBA;BOLSA FAMILIA;2400
MG;PIRAPORA;BOLSA FAMILIA;1200
MG;PIRAPORA;BOLSA FAMILIA;1200
MG;PIRAUBA;EXTRACAD;300
MG;PIRAUBA;EXTRACAD;300
MG;PIRAUBA;EXTRACAD;300
MG;PIRAUBA;EXTRACAD;300
MG;POCOS DE CALDAS;EXTRACAD;600
MG;POUSO ALEGRE;EXTRACAD;300
MG;POUSO ALEGRE;EXTRACAD;300
MG;POUSO ALEGRE;EXTRACAD;300
MG;POUSO ALEGRE;EXTRACAD;300
MG;RIBEIRAO DAS NEVES;BOLSA FAMILIA;1800
MG;SABARA;CADUNICO;300
MG;SABARA;CADUNICO;300
MG;SABARA;CADUNICO;300
MG;SABARA;CADUNICO;300
MG;SANTA LUZIA;BOLSA FAMILIA;600
MG;SANTA LUZIA;BOLSA FAMILIA;1200
MG;SANTA LUZIA;BOLSA FAMILIA;2400
MG;SANTA LUZIA;BOLSA FAMILIA;1200
MG;SANTA RITA DO SAPUCAI;EXTRACAD;300
MG;SANTA RITA DO SAPUCAI;EXTRACAD;300
MG;SANTA RITA DO SAPUCAI;EXTRACAD;300
MG;SAO GERALDO DA PIEDADE;EXTRACAD;300
MG;SAO GERALDO DA PIEDADE;EXTRACAD;300
MG;SAO GERALDO DA PIEDADE;EXTRACAD;300
MG;SAO SEBASTIAO DO PARAISO;BOLSA FAMILIA;3000
MG;SETE LAGOAS;EXTRACAD;300
MG;SETE LAGOAS;EXTRACAD;300
MG;SETE LAGOAS;EXTRACAD;300
MG;SETE LAGOAS;EXTRACAD;300
MG;TIMOTEO;EXTRACAD;600
MG;TIMOTEO;EXTRACAD;600
MG;TIMOTEO;CADUNICO;600
MG;UBA;BOLSA FAMILIA;2194
MG;UBA;EXTRACAD;300
MG;UBA;EXTRACAD;300
MG;UBA;EXTRACAD;300
MG;UBERLANDIA;EXTRACAD;600
MG;UBERLANDIA;EXTRACAD;600
MG;UBERLANDIA;EXTRACAD;600
MG;UBERLANDIA;EXTRACAD;600
MG;UNAI;EXTRACAD;300
MG;VERDELANDIA;BOLSA FAMILIA;600
MG;VERDELANDIA;BOLSA FAMILIA;1200
MG;VESPASIANO;EXTRACAD;600
MG;VESPASIANO;EXTRACAD;600
MG;VESPASIANO;EXTRACAD;300
MG;VESPASIANO;EXTRACAD;300
MG;VESPASIANO;EXTRACAD;600
MG;VESPASIANO;EXTRACAD;600
MG;VESPASIANO;EXTRACAD;300
MG;VESPASIANO;EXTRACAD;600
MG;VESPASIANO;EXTRACAD;600
MG;VESPASIANO;BOLSA FAMILIA;2400
MG;VESPASIANO;BOLSA FAMILIA;1200
MG;VICOSA;BOLSA FAMILIA;3000
MG;VICOSA;BOLSA FAMILIA;1200
MG;VICOSA;EXTRACAD;600
MG;VICOSA;EXTRACAD;600
MG;VICOSA;EXTRACAD;600
MG;VICOSA;EXTRACAD;600
MG;VIRGEM DA LAPA;BOLSA FAMILIA;1200
MS;CAMPO GRANDE;BOLSA FAMILIA;3300
MS;CAMPO GRANDE;EXTRACAD;600
MS;CAMPO GRANDE;EXTRACAD;1200
MS;CAMPO GRANDE;EXTRACAD;600
MS;CAMPO GRANDE;EXTRACAD;1200
MS;CAMPO GRANDE;EXTRACAD;1200
MS;CAMPO GRANDE;EXTRACAD;1200
MS;CAMPO GRANDE;EXTRACAD;1200
MS;CAMPO GRANDE;EXTRACAD;600
MS;CAMPO GRANDE;EXTRACAD;600
MS;CAMPO GRANDE;BOLSA FAMILIA;300
MS;CAMPO GRANDE;CADUNICO;600
MS;CAMPO GRANDE;CADUNICO;600
MS;CAMPO GRANDE;CADUNICO;600
MS;CAMPO GRANDE;CADUNICO;1200
MS;CAMPO GRANDE;CADUNICO;600
MS;CAMPO GRANDE;CADUNICO;600
MS;CORUMBA;CADUNICO;300
MS;CORUMBA;CADUNICO;300
MS;CORUMBA;CADUNICO;300
MS;CORUMBA;CADUNICO;300
MT;CUIABA;BOLSA FAMILIA;1200
MT;CUIABA;EXTRACAD;600
MT;CUIABA;EXTRACAD;1200
MT;CUIABA;EXTRACAD;600
MT;CUIABA;EXTRACAD;600
MT;CUIABA;EXTRACAD;600
MT;CUIABA;BOLSA FAMILIA;1505
MT;JAURU;CADUNICO;600
MT;JAURU;CADUNICO;600
MT;JAURU;CADUNICO;600
MT;JAURU;CADUNICO;600
MT;POCONE;EXTRACAD;300
MT;POCONE;EXTRACAD;300
MT;POCONE;EXTRACAD;300
MT;POCONE;EXTRACAD;300
MT;PONTES E LACERDA;BOLSA FAMILIA;1200
MT;SINOP;EXTRACAD;600
MT;SINOP;EXTRACAD;600
MT;VARZEA GRANDE;BOLSA FAMILIA;1200
MT;VARZEA GRANDE;BOLSA FAMILIA;600
PA;ABAETETUBA;BOLSA FAMILIA;600
PA;ABAETETUBA;BOLSA FAMILIA;2146
PA;ALENQUER;BOLSA FAMILIA;2251
PA;ALTAMIRA;BOLSA FAMILIA;7200
PA;ALTAMIRA;BOLSA FAMILIA;3600
PA;ANANINDEUA;BOLSA FAMILIA;1200
PA;ANANINDEUA;BOLSA FAMILIA;1651
PA;ANAPU;EXTRACAD;300
PA;ANAPU;EXTRACAD;300
PA;ANAPU;EXTRACAD;300
PA;ANAPU;EXTRACAD;300
PA;BELEM;EXTRACAD;300
PA;BELEM;EXTRACAD;300
PA;BELEM;EXTRACAD;300
PA;BELEM;EXTRACAD;300
PA;BELEM;BOLSA FAMILIA;2194
PA;BELEM;EXTRACAD;300
PA;BELEM;EXTRACAD;300
PA;BELEM;EXTRACAD;300
PA;BELEM;EXTRACAD;600
PA;BELEM;EXTRACAD;300
PA;BELEM;BOLSA FAMILIA;3000
PA;BELEM;BOLSA FAMILIA;1200
PA;BELEM;BOLSA FAMILIA;1200
PA;BELEM;CADUNICO;600
PA;BELEM;CADUNICO;600
PA;BELEM;BOLSA FAMILIA;1200
PA;BELEM;EXTRACAD;300
PA;BELEM;BOLSA FAMILIA;1973
PA;BOM JESUS DO TOCANTINS;BOLSA FAMILIA;4800
PA;BREVES;BOLSA FAMILIA;1200
PA;BREVES;BOLSA FAMILIA;2400
PA;CACHOEIRA DO ARARI;BOLSA FAMILIA;900
PA;ELDORADO DOS CARAJAS;BOLSA FAMILIA;1200
PA;IPIXUNA DO PARA;EXTRACAD;300
PA;IPIXUNA DO PARA;EXTRACAD;300
PA;IPIXUNA DO PARA;EXTRACAD;300
PA;IPIXUNA DO PARA;EXTRACAD;300
PA;MARABA;CADUNICO;600
PA;MARABA;CADUNICO;600
PA;MARABA;CADUNICO;600
PA;MARABA;CADUNICO;600
PA;MOJU;BOLSA FAMILIA;600
PA;MOJU;BOLSA FAMILIA;1200
PA;MUANA;BOLSA FAMILIA;1080
PA;NOVA TIMBOTEUA;BOLSA FAMILIA;3600
PA;PACAJA;CADUNICO;300
PA;PACAJA;CADUNICO;300
PA;PACAJA;CADUNICO;300
PA;PARAGOMINAS;EXTRACAD;300
PA;PARAGOMINAS;EXTRACAD;300
PA;PARAGOMINAS;EXTRACAD;300
PA;PARAGOMINAS;EXTRACAD;300
PA;PARAUAPEBAS;EXTRACAD;1200
PA;PARAUAPEBAS;EXTRACAD;1200
PA;PONTA DE PEDRAS;EXTRACAD;300
PA;PONTA DE PEDRAS;EXTRACAD;300
PA;SALVATERRA;EXTRACAD;300
PA;SALVATERRA;EXTRACAD;300
PA;SALVATERRA;EXTRACAD;300
PA;SALVATERRA;EXTRACAD;300
PA;SANTAREM;BOLSA FAMILIA;2098
PA;SANTAREM;BOLSA FAMILIA;1200
PA;SANTAREM;BOLSA FAMILIA;2400
PA;SANTAREM;EXTRACAD;600
PA;SANTAREM;EXTRACAD;600
PA;SANTAREM;EXTRACAD;600
PA;SANTAREM;EXTRACAD;600
PA;SANTAREM;EXTRACAD;600
PA;SANTAREM;EXTRACAD;300
PA;SANTAREM;EXTRACAD;300
PA;SANTAREM;EXTRACAD;300
PA;SANTAREM;EXTRACAD;300
PA;SANTAREM;CADUNICO;600
PA;SANTAREM;CADUNICO;300
PA;SANTAREM;CADUNICO;600
PA;SANTAREM;CADUNICO;600
PA;SANTAREM;CADUNICO;600
PA;SANTAREM;CADUNICO;300
PA;SANTAREM;CADUNICO;300
PA;SANTAREM;CADUNICO;300
PA;SANTAREM;CADUNICO;600
PA;SANTAREM;BOLSA FAMILIA;600
PA;SANTAREM;BOLSA FAMILIA;1200
PA;SAO DOMINGOS DO ARAGUAIA;BOLSA FAMILIA;1498
PA;SAO DOMINGOS DO ARAGUAIA;BOLSA FAMILIA;3000
PA;SAO DOMINGOS DO ARAGUAIA;BOLSA FAMILIA;1200
PA;SAO GERALDO DO ARAGUAIA;BOLSA FAMILIA;4200
PB;ALAGOINHA;BOLSA FAMILIA;1898
PB;BARRA DE SANTANA;EXTRACAD;300
PB;BAYEUX;EXTRACAD;1200
PB;BAYEUX;EXTRACAD;1200
PB;BAYEUX;EXTRACAD;1200
PB;BAYEUX;EXTRACAD;1200
PB;BAYEUX;BOLSA FAMILIA;1098
PB;BAYEUX;BOLSA FAMILIA;2137
PB;BAYEUX;EXTRACAD;600
PB;BAYEUX;EXTRACAD;600
PB;BAYEUX;EXTRACAD;600
PB;BAYEUX;BOLSA FAMILIA;1051
PB;BAYEUX;EXTRACAD;300
PB;BAYEUX;EXTRACAD;300
PB;BAYEUX;EXTRACAD;300
PB;BAYEUX;EXTRACAD;300
PB;BAYEUX;BOLSA FAMILIA;1200
PB;BAYEUX;BOLSA FAMILIA;3000
PB;BONITO DE SANTA FE;BOLSA FAMILIA;1980
PB;BONITO DE SANTA FE;BOLSA FAMILIA;4200
PB;CABEDELO;EXTRACAD;300
PB;CABEDELO;EXTRACAD;300
PB;CABEDELO;EXTRACAD;300
PB;CABEDELO;EXTRACAD;300
PB;CABEDELO;CADUNICO;1200
PB;CABEDELO;CADUNICO;1200
PB;CABEDELO;CADUNICO;1200
PB;CAJAZEIRAS;EXTRACAD;300
PB;CAJAZEIRAS;EXTRACAD;300
PB;CAJAZEIRAS;EXTRACAD;300
PB;CAJAZEIRAS;EXTRACAD;300
PB;CAJAZEIRAS;CADUNICO;600
PB;CAJAZEIRAS;BOLSA FAMILIA;2199
PB;CAMPINA GRANDE;BOLSA FAMILIA;1200
PB;CAMPINA GRANDE;BOLSA FAMILIA;2205
PB;CAMPINA GRANDE;EXTRACAD;600
PB;CAMPINA GRANDE;EXTRACAD;600
PB;CAMPINA GRANDE;EXTRACAD;600
PB;CAMPINA GRANDE;BOLSA FAMILIA;1200
PB;CAMPINA GRANDE;BOLSA FAMILIA;2205
PB;CAMPINA GRANDE;CADUNICO;600
PB;CAMPINA GRANDE;CADUNICO;600
PB;CONDE;EXTRACAD;300
PB;CONDE;EXTRACAD;300
PB;COREMAS;BOLSA FAMILIA;2098
PB;CUITE;BOLSA FAMILIA;3000
PB;ITABAIANA;EXTRACAD;300
PB;ITABAIANA;EXTRACAD;300
PB;ITABAIANA;EXTRACAD;300
PB;ITABAIANA;EXTRACAD;300
PB;ITABAIANA;BOLSA FAMILIA;600
PB;ITABAIANA;BOLSA FAMILIA;1200
PB;JERICO;EXTRACAD;600
PB;JERICO;EXTRACAD;600
PB;JERICO;EXTRACAD;600
PB;JERICO;EXTRACAD;600
PB;JERICO;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;BOLSA FAMILIA;600
PB;JOAO PESSOA;BOLSA FAMILIA;1200
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;BOLSA FAMILIA;2316
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;BOLSA FAMILIA;2110
PB;JOAO PESSOA;BOLSA FAMILIA;1950
PB;JOAO PESSOA;BOLSA FAMILIA;460
PB;JOAO PESSOA;BOLSA FAMILIA;640
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;BOLSA FAMILIA;3000
PB;JOAO PESSOA;BOLSA FAMILIA;1200
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;BOLSA FAMILIA;3000
PB;JOAO PESSOA;BOLSA FAMILIA;1200
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;600
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;BOLSA FAMILIA;1800
PB;JOAO PESSOA;BOLSA FAMILIA;1200
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;CADUNICO;300
PB;JOAO PESSOA;CADUNICO;300
PB;JOAO PESSOA;CADUNICO;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;JOAO PESSOA;EXTRACAD;300
PB;MAMANGUAPE;EXTRACAD;600
PB;MAMANGUAPE;EXTRACAD;600
PB;MAMANGUAPE;EXTRACAD;600
PB;MAMANGUAPE;EXTRACAD;600
PB;MAMANGUAPE;EXTRACAD;300
PB;MAMANGUAPE;EXTRACAD;300
PB;MAMANGUAPE;EXTRACAD;300
PB;MAMANGUAPE;EXTRACAD;300
PB;MARI;EXTRACAD;600
PB;MARI;EXTRACAD;600
PB;MARI;EXTRACAD;600
PB;MARI;EXTRACAD;600
PB;MOGEIRO;BOLSA FAMILIA;900
PB;MOGEIRO;BOLSA FAMILIA;1076
PB;PATOS;EXTRACAD;300
PB;PATOS;EXTRACAD;300
PB;PATOS;EXTRACAD;300
