sortimento;reposição;layout;conforto;limpeza;atendimento;preço;desconto
6,189204216;4,620496273;6,85791254;6,060904503;5,527550697;1,019442797;4,718389988;6,107491493
6,082839012;4,525346279;6,740332127;6,022490025;5,497200966;0,872867584;4,810330391;6,751570702
5,248226166;4,575210094;5,021241665;6,026975155;5,511451244;1,459168315;4,060623169;6,035105705
5,932209969;4,696863651;6,26755619;6,34949398;5,734501362;3,950946569;4,554336071;5,812096119
5,252761841;4,490810871;5,114712238;5,902666092;5,459275246;0,579717159;4,003038406;5,205413818
5,889609337;5,157841206;5,721377373;6,072887421;5,887329102;2,045469046;3,677838326;5,417320728
5,830715179;4,667899609;6,093531132;6,120096207;5,560173035;2,338619471;4,067733288;5,293848038
5,634426117;4,569552422;5,799300194;5,996030807;5,050222874;0,433141947;4,082146168;5,626132965
5,99536562;4,905253887;6,185477257;6,043366909;5,997724533;1,75231874;4,519120216;6,398872375
5,163511276;4,586506844;4,840515137;5,956512928;5,308884621;1,019442797;3,804769993;5,227632046
6,001738548;4,585058689;6,518417835;5,914036274;5,172755241;0,579717159;4,63035059;6,562251091
8,678159714;8,841450691;7,614867687;7,671947956;6,766170979;2,924920321;0,668804884;1,737886906
5,975533485;4,601949692;6,449117661;6,528779507;5,796564579;3,804371357;4,933558464;6,769664764
6,266723633;4,78984499;6,843601704;6,283416748;5,402380943;3,071495533;4,718084812;5,978086948
5,930653572;4,492668152;6,46863842;5,984407425;5,367988586;0,579717159;4,570291042;6,258678436
6,050340652;4,938846588;6,261835098;6,217875957;5,892764091;0,433141947;4,253707886;5,904658318
5,577180386;4,483689785;5,770670891;5,857554436;5,155835152;0,872867584;4,053096771;5,568534374
5,725030899;4,564573288;5,985488415;6,750876427;5,96134901;2,045469046;5,162982941;6,996422291
6,611738205;4,801196575;7,522279263;7,279895306;7,09222126;3,218070507;5,228858948;6,701860428
5,367310524;4,747450352;5,087170601;5,906009197;5,222257137;0,433141947;3,905239105;5,830870628
5,493364811;4,695166588;5,391562939;6,057528496;6,033264637;3,071495533;4,184112072;5,263570786
7,122770786;6,509442329;6,836099148;6,848992348;6,20459938;2,485194683;2,497304678;3,875787258
6,228662491;5,446336746;6,110987663;6,129963398;6,02055788;1,459168315;3,004015446;4,205322266
5,287158966;4,594418049;5,079899788;6,052179813;5,447266102;0,286566854;3,918349266;5,606050968
6,011411667;4,687589169;6,435234547;6,225895882;5,530180931;1,605743527;4,448941231;5,583429337
5,970993042;4,696227551;6,345757961;6,162356853;5,405655861;1,166018009;4,286081791;6,084126472
5,257390022;4,58036375;5,034416199;6,202968597;5,904281616;2,485194683;4,396688938;5,942383289
6,877540588;5,354186535;7,50089407;6,784087658;6,53330183;0,872867584;4,070601463;5,546065331
5,341100693;4,5692873;5,212913513;5,99789381;5,4465518;0,579717159;3,796447515;5,190639973
5,485653877;4,554160595;5,517147064;6,125715733;5,829413414;2,485194683;4,139915466;5,627375603
5,905382156;4,530058384;6,380705357;5,980169773;5,30313921;0,433141947;4,464559555;5,924714565
5,696834564;4,550818443;5,94285059;5,959228516;5,432552338;0,872867584;4,238505363;5,481971264
5,910498619;4,531778336;6,389219284;6,543389797;5,863137245;0,872867584;4,581297398;5,710091114
5,831577301;4,561364651;6,201789379;5,888391018;5,649047852;3,511220932;4,727963924;6,672665596
5,883412361;4,660608768;6,206215858;5,981538296;5,531247616;1,459168315;4,198171616;5,916539192
5,962921619;4,80652523;6,219317913;6,466985226;5,764834404;2,045469046;4,16758585;5,699649811
8,518945694;7,573142529;8,564748764;8,452155113;8,284029007;2,045469046;2,856324434;4,266888142
6,779508591;5,059067249;7,599950314;7,769063473;6,931820869;1,166018009;5,132461548;6,970360279
6,031466961;4,651189327;6,511744499;5,884973049;5,48200798;0,872867584;4,301932335;5,814363003
6,095292568;4,502902031;6,78768301;6,188259125;6,009068966;1,459168315;4,728487015;5,842282295
5,266596794;4,63164854;5,001544476;6,138733387;5,461022854;1,166018009;4,158825874;5,88335228
5,980463982;4,47603941;6,584888935;5,860290527;5,702275276;0,433141947;4,415294647;5,888062
5,512898445;4,524793625;5,60100317;5,977850914;5,321063995;0,726292372;4,339038372;6,265550613
5,579081535;4,567317486;5,690845966;5,920797348;5,733651638;0,872867584;3,894441128;5,462451458
5,528753281;4,60496664;5,552539349;6,339179993;5,812784195;1,019442797;4,223922253;5,261088848
6,152127743;5,533152103;5,871103287;7,010064125;6,18625927;1,605743527;3,754787683;4,977647305
5,293234348;4,488647938;5,197820663;6,087242126;6,077877045;0,579717159;3,745919943;5,017640114
6,16634655;5,032873154;6,399819851;6,439209938;5,747714996;2,631769896;4,623880386;6,31310463
5,519384861;4,634232998;5,504536629;6,203522682;5,465392113;2,045469046;4,586844921;6,211373329
6,80803299;5,654895306;7,061171055;6,402468204;6,026093006;1,459168315;3,466614485;4,92996788
6,305204391;4,562674046;7,147735119;6,373094559;5,530847549;0,579717159;4,471859455;5,699710846
6,054917336;4,891851902;6,31798315;6,108032227;5,672616482;3,071495533;4,313768864;6,310680389
5,392696857;4,544104576;5,341289043;5,92980051;5,425765514;1,459168315;4,340480804;6,308834553
5,508418083;4,559364319;5,557472229;6,009102345;5,358989716;3,071495533;4,553619862;6,364035606
8,364999771;6,206031799;9,623969078;9,947690964;9,827424049;0,726292372;5,910777092;7,775660515
6,524665833;5,431090832;6,718240261;6,65542078;5,933590889;0,872867584;3,966592312;5,389441013
6,01806879;4,602462292;6,533675194;6,219562054;5,325494289;1,459168315;4,750321388;6,392104149
5,085582733;4,545941353;4,725224018;5,904447556;5,612794876;0,286566854;4,003470898;5,393326759
5,677736282;4,718017101;5,737455368;6,207166195;5,95091486;2,192044258;4,225671291;5,284123421
5,415056705;4,500861168;5,429252148;5,871740341;5,828255653;1,459168315;3,956332922;5,548768997
5,554200172;4,528728008;5,679671764;6,000596046;5,15750885;0,433141947;4,242958546;5,47110796
5,962015629;4,487921715;6,536109447;5,867458344;5,207531452;3,364645958;4,810345173;6,648509026
5,352560043;4,641120911;5,163998604;6,193116665;5,429440498;0,726292372;3,969397068;5,865662098
6,015823364;4,477402687;6,654243469;5,891264439;5,238136768;1,459168315;5,061570168;7,036358833
6,041174889;4,721797943;6,460552216;6,456105232;5,670498371;2,192044258;4,670201302;6,60455513
6,832645416;5,865664482;6,899626255;6,531745911;5,818703651;1,166018009;3,861429453;5,855149746
5,951366901;4,549100399;6,453633308;7,013288498;6,114066601;1,166018009;5,251326084;6,917221069
6,236724377;4,877046108;6,69640255;6,316412926;5,498887062;2,485194683;4,377979755;5,571453571
5,447984695;4,537975311;5,457993984;6,153272629;5,491555214;0,579717159;4,301832199;6,213560104
6,39667511;5,040819168;6,852530479;7,210671425;6,512221813;1,75231874;4,501511574;5,930737019
5,270210266;4,794892311;4,845528603;5,906598091;5,103869438;0,433141947;3,693588972;5,631714821
5,195777893;4,484338284;5,007217884;5,918708324;4,919417858;1,312593102;3,809410572;4,897126198
6,053956985;4,569270134;6,638643742;5,863259315;5,841833115;0,726292372;4,432353973;5,645760059
5,628249168;4,705668449;5,650829792;6,244148254;5,975436687;1,312593102;4,52831459;6,28850174
5,279946327;4,493614674;5,166277885;6,12339735;5,537858486;3,511220932;4,343562126;5,817415237
5,280946732;4,806390285;4,855503082;5,94705677;5,575724602;2,924920321;3,46861577;4,927577496
5,448244095;4,560820103;5,435668468;5,905364037;5,352534771;2,192044258;3,947067022;5,11302042
6,141569138;4,624682903;6,758455276;5,970274448;5,149330616;2,045469046;4,468810081;5,64811945
5,419045925;4,547873974;5,390217781;5,919343948;5,484659672;1,605743527;3,855964184;5,356069088
5,895848274;5,584943295;5,306752682;6,178360939;5,762513638;1,605743527;2,932528496;4,096821785
5,589706421;4,645424366;5,633988857;6,055390835;5,288010597;0,872867584;4,087321758;5,19326067
6,070153236;4,868382454;6,3719244;6,294313431;5,984492779;1,898893952;4,364907265;6,215069771
5,489744663;4,606011868;5,473477364;6,09713316;5,915282726;0,872867584;4,100854397;5,763933182
5,215410233;4,613660812;4,917159081;5,957622051;5,01083374;1,898893952;4,074732304;5,82868433
8,584305763;7,662545681;8,60606575;8,074158669;7,223340034;1,459168315;2,5934515;3,705931425
6,044218063;4,5421381;6,646297932;5,997998714;5,122544289;2,778345108;4,367771626;5,429235458
5,139476776;4,497694969;4,881258011;5,879330635;4,980125904;0,872867584;4,162803173;5,627759933
6,130553246;4,671621323;6,689484596;6,0797019;5,593497276;2,485194683;4,405617714;6,104698658
5,906370163;4,598985195;6,313755035;5,898746014;5,450294971;0,286566854;4,094130516;5,171285629
5,257023335;4,640527248;4,973519325;6,15063715;5,814724445;0,579717159;3,675932407;4,850307465
5,634933472;4,535815716;5,834051609;5,885981083;5,878750801;1,166018009;3,949421406;5,072818756
6,157675743;4,863833904;6,55151701;6,079851627;5,392874718;1,312593102;4,148602486;6,051308155
7,012523651;5,769605637;7,35544157;7,247546196;6,717477322;3,218070507;3,989400625;5,592431068
5,805751801;5,32098341;5,390519619;6,345331669;5,721632004;2,045469046;3,718152523;5,504225731
5,970985413;4,528291225;6,513679981;5,933508873;5,007576466;0,726292372;4,379199505;5,687637329
6,437187195;4,752289772;7,222084522;6,633594036;6,115302086;0,286566854;4,725539207;5,759281158
6,474289894;4,768041611;7,280538082;6,496195793;6,408340931;1,898893952;4,526977062;5,828517914
5,202615738;4,514054775;4,991177082;5,973668098;5,508725643;0,726292372;4,126074791;5,539240837
5,467326164;4,57100296;5,463648796;6,35648489;6,119993687;0,286566854;4,287078857;5,401217937
5,160886765;4,517607212;4,904166698;5,971887112;5,609230518;1,75231874;3,927738905;5,392316818
5,703531265;4,653439999;5,85362196;6,222946167;5,878469467;1,459168315;4,22610569;5,399272442
5,408716679;4,604207516;5,313225746;6,25878334;5,651902676;0,872867584;4,159648418;5,979908943
5,597914696;4,527161121;5,768668652;5,949379444;5,853551388;1,019442797;4,008194447;5,07301569
5,378855705;4,581337929;5,27637291;5,962341785;5,139382362;2,338619471;3,968420982;5,489585876
6,339300632;5,944405079;5,834196091;6,832482338;6,675748825;4,537247658;3,56556797;5,06411314
6,464751244;5,009705067;7,019797325;7,038496017;6,57843256;0,433141947;4,804629326;6,531052589
5,559182167;4,506831646;5,711532116;6,441047668;5,766784191;1,019442797;4,653868198;6,463057041
6,058425903;4,711568356;6,505283833;6,385831833;6,295246601;1,459168315;4,647789478;6,182841778
6,342491627;4,992291451;6,792691708;6,06004858;5,457192421;1,019442797;3,808301926;5,138154984
5,937271595;4,739871025;6,23467207;6,037559509;5,998227119;1,312593102;4,3990798;5,903504372
5,215097904;4,640813351;4,889382362;5,945951939;5,210497379;0,579717159;3,700799227;5,086339951
6,088349342;4,566408157;6,710290909;6,043467045;5,663182735;0,872867584;4,588852406;6,00370121
5,733089447;4,563602924;6,002575397;5,903829098;5,486894608;2,192044258;4,211730003;5,793807983
5,65969944;4,708665371;5,710732937;6,130939484;5,175385475;0,579717159;4,013991356;5,331439972
6,824481964;5,298821926;7,450142384;8,178538322;7,96423912;1,459168315;4,910520554;6,327554226
6,198807716;4,916109085;6,581505775;6,311891079;5,856295586;1,75231874;4,418616772;6,041687965
6,568542957;4,82324791;7,41383791;6,780757427;5,803746223;2,338619471;4,997684956;6,036003113
5,987330437;4,816705704;6,257955074;5,994142532;5,393302441;0,579717159;3,900663853;5,730555534
5,70736599;4,528957367;5,985774517;6,434952259;5,758094311;1,605743527;4,505443573;5,619370461
5,536816597;4,520200729;5,653432369;6,003958702;5,736743927;2,045469046;4,679482937;6,310773849
6,001235962;4,508913517;6,593558788;6,033031464;5,251607895;0,872867584;4,94980526;6,761389256
6,140599251;5,013601303;6,367597103;6,04799509;5,856231213;4,097521782;4,240868092;5,659292221
6,073657513;4,736807823;6,510507107;7,263438225;6,337231159;3,804371357;5,389903069;6,891430378
5,592234612;4,871137619;5,413331032;6,007073879;5,481255054;2,778345108;3,952755451;5,698644161
6,216151237;4,809280872;6,72302103;6,03353548;5,672780037;1,166018009;4,547195435;6,073344707
6,268238068;4,965108871;6,671367645;6,415583134;6,055346966;1,312593102;4,447756767;6,026450157
5,531517506;4,540551186;5,62248373;6,329284668;5,474072456;0,872867584;4,037059784;5,395890236
5,269786835;4,515838146;5,123735428;5,966001987;5,243031025;0,433141947;4,199626446;6,187046528
5,791422367;4,481027603;6,201817036;6,029555321;5,237582207;0,579717159;4,26624155;5,372639179
6,667315483;5,62633419;6,808296204;7,071034908;6,742981434;0,872867584;4,144319534;5,885962009
6,633758545;5,144871712;7,222645283;7,641330719;7,511074066;1,312593102;5,33667469;7,174876213
5,291404724;4,762428284;4,920381069;6,098098278;5,702081203;2,485194683;3,990260124;5,32387352
5,391820908;4,524672031;5,358969212;6,313109398;5,836697578;1,75231874;4,578505516;6,537016869
5,424197197;4,632209778;5,316184044;5,974017143;5,747834206;1,312593102;3,93170166;5,040017128
5,654546261;4,5866189;5,822473526;6,010900021;5,953397274;1,312593102;4,222249031;5,983617783
6,082924843;4,643698215;6,622151375;6,606014729;6,579515457;0,872867584;4,96472311;6,558748722
5,08040905;4,474907398;4,78591013;5,908873081;5,678248405;0,286566854;3,696714401;5,025679588
5,696856976;4,478992939;6,014720917;5,887539864;5,790818214;0,433141947;4,0050807;5,355319023
5,819391251;4,503592491;6,235189915;5,864612579;4,919501305;1,312593102;4,613417625;6,601851463
5,611163139;4,495994091;5,826331615;5,987048149;5,00336504;0,433141947;4,399928093;5,926105022
6,686091423;5,947118282;6,525064945;7,147910595;6,622583866;0,579717159;3,20029211;4,249559402
6,542989731;6,131772518;6,054206371;7,242168903;7,014299393;1,019442797;3,142209291;4,652359486
6,087597847;4,64714098;6,628055096;5,970635891;5,494502068;1,019442797;4,59856987;6,146154881
5,460402012;4,637629032;5,383174896;6,357191086;6,167727947;0,872867584;4,084771633;5,876255512
5,80334568;4,690533638;6,016157627;6,108464718;5,867543697;1,459168315;4,013143063;5,647382736
6,462859631;5,48277092;6,542948246;6,703032017;6,694950581;2,631769896;3,969364882;5,077718735
6,097601891;4,647837639;6,647366524;6,071464539;5,994397163;0,579717159;4,616899967;6,155902863
5,4732337;4,497411251;5,549056053;5,841650009;5,635492325;1,019442797;4,009967804;5,674601555
6,345643044;5,176903248;6,614383221;6,905162811;6,675814152;2,338619471;4,867187977;6,864635468
5,709848404;4,678550243;5,841145992;5,938575268;5,725852966;0,579717159;3,74856472;5,111364365
5,916094303;4,617282867;6,314905643;6,027450562;5,63218832;2,045469046;4,405137062;5,551381111
6,332075119;5,618261814;6,145887852;7,234127045;6,857243538;0,433141947;4,281754017;6,268314838
5,348131657;4,797175407;4,999087811;6,181864738;5,258896828;1,898893952;3,555089712;5,040534496
6,483678818;5,135755062;6,931602955;7,514728546;7,317804337;0,433141947;5,082379818;6,866031647
6,52450037;5,040038109;7,108962536;6,349947929;5,778264523;0,726292372;3,918627262;4,976567268
7,78115654;7,878312111;6,784000874;7,806265831;7,014684677;2,338619471;1,846225739;3,831226349
6,464274883;5,463218212;6,565331459;6,470246792;6,363808632;3,218070507;4,025420189;5,678922653
5,873813152;4,539001942;6,308624268;5,942580223;5,559422016;1,605743527;4,500091553;5,647607327
5,739682198;4,816137791;5,763226032;5,974770069;5,541085243;2,045469046;4,02371788;5,232141495
5,591243744;5,116547585;5,165939808;6,235408783;5,881863594;2,192044258;3,790827036;5,556075573
5,519717216;4,839442253;5,299991608;6,119061947;5,897314548;0,579717159;3,614569902;5,059561729
5,724284649;4,817513466;5,731055737;6,543105125;6,360095501;2,631769896;4,881695747;6,847734451
5,223120689;4,60793066;4,938310623;6,120711803;5,228961468;1,605743527;3,592630625;4,831691265
6,347002029;5,014158249;6,779845238;6,210541725;5,838496208;2,778345108;4,221202374;6,103843212
5,459973335;4,696341991;5,323604107;6,141279221;5,670315266;1,459168315;4,126184464;6,037363052
6,231278419;5,042418003;6,520138264;6,233224869;5,980140209;2,338619471;4,338225842;6,163867474
5,699694633;4,534310818;5,965078831;6,09884119;6,047146797;1,898893952;4,7663517;6,427184582
5,827771187;4,658416271;6,097126484;7,288494587;6,813076973;2,631769896;5,207515717;7,167881489
5,681727409;4,517607212;5,945847034;6,173172474;5,224254131;0,726292372;4,444561005;6,359382629
5,589231014;4,86336422;5,415097713;6,11868;5,186166286;4,097521782;4,374394417;5,935627937
5,743860245;4,541138172;6,046582699;5,910775185;5,733843327;0,579717159;4,486719131;5,978832245
6,070763111;4,528441906;6,713084221;5,920468807;5,579913139;0,286566854;4,381514072;5,599142551
5,809391975;4,573494434;6,145289421;6,159806728;6,009525299;0,579717159;4,26876688;5,759334564
5,068248749;4,495532036;4,740965843;5,926978111;5,452116013;0,579717159;3,735744476;4,81584692
5,445427895;4,597688198;5,393167973;6,007847786;5,232748985;0,433141947;3,696491241;4,91437149
6,077837467;5,035811424;6,219863415;6,447453022;5,622462749;3,657796144;4,199452877;5,422853947
5,843990326;4,700435638;6,087545395;6,248958111;6,166837692;0,433141947;4,414774418;6,202297211
8,758840561;7,827347279;8,790333748;9,349863052;9,087789536;4,097521782;3,656096935;4,940947533
5,200835705;4,520256996;4,981414318;6,02613163;5,280055523;0,433141947;4,320721626;6,134338379
6,679300308;4,891811848;7,566788197;7,352287769;6,896705627;1,75231874;5,081458569;6,436234474
5,177429199;4,53149128;4,923366547;5,927415848;4,93212986;0,286566854;3,978827238;5,970990181
5,809936523;4,683544636;6,036328316;6,284169674;6,161132813;1,019442797;4,422759056;6,295368195
6,016732216;4,595025063;6,538439751;6,036226749;5,763428688;0,726292372;4,240829945;5,266980648
6,014660835;4,5457654;6,583555698;6,23776722;5,547959805;0,726292372;5,043327808;6,921134949
5,419090271;4,527105331;5,411074638;5,914122581;5,547920227;0,286566854;3,978172302;5,593844414
5,984619141;4,556390762;6,512846947;5,988104343;5,788280487;0,286566854;4,164794445;5,572581768
5,674838543;4,681206226;5,768470764;6,573698044;6,183171272;2,631769896;4,413328648;5,735877037
5,930676937;4,544541836;6,416811943;6,227536201;5,612206936;0,579717159;4,821141243;6,577926159
5,681609154;4,555339336;5,907878876;6,138260841;5,648213863;1,019442797;4,112358093;5,529773712
6,653684616;4,644216537;7,763152599;8,614237785;7,887143135;3,364645958;6,761721134;8,470069885
6,005970001;5,444344044;5,667595387;6,593296051;5,810515404;2,631769896;3,568451166;4,990294933
6,128491402;4,585706711;6,771276474;6,012769699;5,01552248;3,218070507;4,637359142;6,518727303
5,907045364;4,658435345;6,255655766;6,083355427;5,27201128;0,726292372;4,288836479;5,483411789
5,934262276;4,635124207;6,333400726;6,082843781;6,038092136;0,726292372;4,278203011;5,54763937
5,548926353;4,484608173;5,713244438;6,002041817;5,757292271;0,579717159;4,12942028;5,58087635
6,782157898;5,237759113;7,426557064;6,786762714;6,174975872;2,778345108;4,482086182;6,396555901
5,267269135;4,590844154;5,043694496;5,968623638;5,749185085;1,75231874;3,929701567;5,020782471
5,90004158;4,537696362;6,362386227;5,985506058;5,362308502;1,459168315;4,155369759;5,472171783
6,183452606;5,769088268;5,697816849;6,717392921;6,062884808;2,192044258;3,360140324;4,676281452
5,852231503;4,888567448;5,915895462;6,03704977;5,832657814;2,631769896;4,245140076;5,829435349
5,80479908;4,56917572;6,140422821;5,863935471;5,807129383;4,830397606;4,578130722;6,419163704
5,643515587;4,518226147;5,868804455;6,030019283;5,181686878;2,192044258;3,991936922;5,117991447
7,088741779;4,962141037;8,315342903;8,971277237;8,95989418;2,192044258;6,377105713;7,769573212
6,165120125;4,9553895;6,474851131;6,905744553;6,567835808;0,579717159;4,06810379;5,134075165
6,143024445;5,684888363;5,701159954;6,498764992;5,717484951;2,338619471;3,35854435;5,17113924
6,061441422;4,684650898;6,538232327;6,114195824;5,118992329;0,579717159;4,122014999;5,556179047
5,355406761;4,723749638;5,087063313;6,009385586;5,22107029;1,605743527;4,013251781;5,768794537
6,175160408;5,093788147;6,356532097;6,461651802;6,040236473;1,605743527;4,118528843;5,407006741
6,673401833;4,78346014;7,663343906;7,311148167;6,337845325;1,019442797;5,306916237;7,289183617
5,623409748;4,578906059;5,767913342;6,274149418;5,910984039;0,579717159;4,356102943;5,774350166
6,175638676;5,429424286;6,02185297;6,216006756;5,843423367;0,286566854;3,068312645;4,609929085
5,957528591;4,571351528;6,443705559;5,972835064;5,374803543;0,433141947;4,567854404;6,01408577
6,442099571;4,852944851;7,131254673;6,607212067;6,149432182;1,898893952;4,904081345;6,524024963
7,193600655;5,140855312;8,346345901;7,609211922;7,46521759;3,657796144;5,705372334;7,048305511
6,106730461;4,646524906;6,666936398;6,222569466;5,72896719;3,071495533;5,005019188;6,60909605
6,031095505;4,657907009;6,504283905;6,212142467;5,762872696;0,726292372;4,698499203;6,148385525
5,616695881;4,793365955;5,540025711;6,511394024;5,628898144;1,019442797;4,310136318;6,191254616
5,603539467;4,554174423;5,752903938;6,41067028;6,21532774;3,950946569;4,366085052;5,605032444
5,12681675;4,492007256;4,861626148;5,92524004;5,235577583;0,579717159;3,637088776;4,850792408
5,691504478;4,591702938;5,8913064;6,105242252;5,358574867;0,872867584;4,457918644;6,012248516
5,676580429;4,635973454;5,817187786;6,617171764;6,441568375;1,898893952;4,497535706;6,443948269
5,889148235;4,931668758;5,946627617;6,20156002;5,443242073;0,433141947;4,081424713;5,482480049
6,219039917;4,788059711;6,75001955;6,334749699;5,803203106;1,312593102;4,531280518;6,437037945
5,476696968;4,594033718;5,4593606;5,9054842;5,796505451;1,605743527;4,532669067;6,434381962
5,544790268;4,624592304;5,564988613;5,989052773;4,998504639;1,605743527;4,312494278;6,178023338
5,467744827;4,725092888;5,310397148;6,28000021;5,338794231;0,433141947;3,961365938;5,171687126
5,945282459;4,585167408;6,405397415;6,915973186;6,06132555;0,433141947;5,244937897;7,096315384
6,290690422;5,26206255;6,419318676;6,855941772;5,864871502;1,605743527;3,908328772;5,151657581
5,323589325;4,476165295;5,27101326;5,970655918;4,977086544;3,071495533;3,95394516;5,327489376
5,614500999;4,485072613;5,843929291;5,964890957;5,182756901;3,511220932;4,618574142;6,546116829
5,10615778;4,521010876;4,791304588;5,909963608;5,061759949;0,286566854;3,592835426;4,76017952
5,536481857;4,763706684;5,409256458;6,497319698;5,622703552;1,019442797;4,006713867;5,688116074
5,927854538;4,619686604;6,336022854;5,986021042;5,183600903;1,166018009;3,820859194;4,856899261
5,431810379;4,530634403;5,432986259;5,909619331;5,892906189;1,312593102;3,893128395;5,457816124
5,691527367;4,781775951;5,70127821;5,932719231;5,191975117;3,511220932;3,981067657;5,143702984
5,183627605;4,581971645;4,88528347;5,918679714;5,311028004;1,019442797;3,90255332;5,054833412
5,58765316;4,500625134;5,774681568;6,023443699;5,166906834;2,045469046;4,443591595;5,640906811
5,670976639;4,557003021;5,884950161;6,444095612;6,43676281;1,605743527;4,663784504;5,899660587
5,489822865;4,611400127;5,468245506;6,120359421;5,743261814;1,75231874;4,310157776;5,958409309
7,57678175;5,378178596;8,875385284;8,139555931;7,736924171;2,338619471;5,537494659;6,613987446
6,158615112;4,870955944;6,546274662;6,215335846;5,38111639;0,726292372;3,977728367;5,232336044
5,430088043;4,831364155;5,128812313;6,127732754;5,874259949;1,75231874;3,675139427;4,743666649
5,901089191;4,890002251;6,012176037;6,058844566;5,970195293;0,726292372;3,905301332;5,512242794
5,785333633;4,550172329;6,120495319;6,291363239;5,991998672;2,192044258;4,400893688;5,554689407
5,254214287;4,502634525;5,10579443;6,185407639;5,26571703;1,459168315;4,112607479;5,952759266
6,130251884;4,782758236;6,577745438;6,053426743;5,890974522;2,631769896;4,515840054;5,847210407
6,709130287;5,265100479;7,25316;6,611099243;5,691657066;0,286566854;4,393948555;5,856229782
5,273721695;4,532434464;5,115008831;5,859645367;5,631181717;1,312593102;3,979541302;5,107357025
6,166915894;4,853675842;6,580155849;6,541267395;5,588060856;1,019442797;4,415091038;5,497499943
6,465249062;4,818598747;7,211899281;6,549023151;6,541121006;3,657796144;5,034373283;6,359765053
5,642331123;4,64796257;5,736700058;6,050075054;5,651052952;0,286566854;4,196695328;5,369240761
6,011648178;4,783041477;6,34025526;6,165505409;5,908154488;1,605743527;4,688085079;6,594937325
5,359957218;4,496543884;5,323370457;6,044316769;5,259550571;0,579717159;4,090641975;6,016604424
6,654858589;5,077058315;7,332658291;7,479593277;6,70640564;1,605743527;5,081380844;6,511862278
5,572370529;4,659714222;5,585026741;6,39250803;6,189062595;0,726292372;4,170925617;6,027187347
6,102730751;4,542701244;6,762760639;5,999269009;5,581007481;2,924920321;4,820771217;6,701713562
5,264538765;4,613451481;5,015626431;6,210329533;5,957766056;3,804371357;4,166642666;5,29964447
5,900272846;4,723739624;6,176805973;6,741505146;6,174551964;1,459168315;4,572804928;5,803171635
6,827673912;5,112142086;7,643205166;8,612449646;7,97813797;2,924920321;5,624153614;7,066496372
5,909119606;4,506593227;6,411646366;6,468604088;6,362025738;1,898893952;4,591682434;6,101938248
7,77173996;5,530876637;9,112603188;8,542708397;7,648593903;1,898893952;5,32524395;6,449942112
5,654200554;4,525686741;5,882713795;5,885926247;5,632808208;0,872867584;4,465753555;6,445987701
6,0217309;4,635781765;6,507679939;6,195111275;5,503256321;0,433141947;4,516932964;6,043056488
6,384171486;5,649632931;6,218709469;6,734862804;6,131115437;0,726292372;3,629199505;5,412311077
5,830384254;4,566576958;6,194191933;6,357978344;5,828661442;3,657796144;4,693107605;6,505819321
5,72008276;4,675250053;5,864915371;6,121530533;5,650778294;3,364645958;4,518013;6,439811707
5,386727333;4,548346519;5,325108051;6,002684593;5,45875597;0,433141947;4,097402573;5,798302174
5,933774948;4,496330738;6,47121954;5,906019211;5,775190353;0,286566854;4,40019846;6,024645329
6,861104965;6,040395737;6,781813622;7,452090263;7,086301804;2,778345108;3,631514788;4,633023739
5,237080574;4,512063026;5,062098026;5,869049549;5,196968555;0,579717159;3,497583389;4,529925346
6,225775719;5,552035809;5,99951601;6,34461832;6,055427074;2,924920321;3,352207184;4,596737862
5,606918335;4,476194382;5,837642193;5,952682495;5,729403973;0,872867584;4,774699211;6,754565239
6,075914383;4,773692608;6,478135586;5,938503265;4,967609882;2,045469046;4,21023941;5,994122028
5,7833395;4,608566284;6,058112621;6,435193062;6,362064362;1,898893952;4,46244669;6,128364563
5,739984512;4,527650356;6,05231905;5,89015007;5,041372299;1,459168315;4,805828094;6,755465508
6,634907722;5,939218044;6,430597305;6,521257401;5,834648609;0,579717159;2,673279285;3,726307869
6,833666801;5,519104958;7,24822855;6,564903736;6,05425787;1,75231874;3,778831959;5,44250536
5,626283169;4,659891129;5,692675114;6,263363838;5,510704994;2,924920321;4,017172813;5,057864666
5,504406929;4,472836494;5,635977268;5,930590153;5,396842957;4,097521782;4,409817696;5,543201447
6,607059479;5,045458317;7,268661022;6,694324493;6,583411694;0,872867584;4,504861832;5,875376701
6,172256947;5,170183659;6,274330139;6,807730675;6,365937233;5,270123482;4,514428616;6,437562943
5,621053696;4,771439552;5,570667744;6,101843834;5,932402134;0,286566854;3,761713982;5,350261688
5,835035801;4,472168922;6,297902584;5,874318123;5,116315365;0,286566854;4,677816868;6,651432991
6,541788101;4,591616631;7,591959476;7,644231796;7,581998825;0,579717159;5,530966282;6,917077065
5,223907948;4,485178947;5,062636852;6,081508636;6,054366112;1,019442797;4,573291302;6,534513474
6,148845673;5,593065739;5,804625988;5,958026886;5,356447697;0,286566854;3,165671349;4,688315392
5,354534626;4,524066448;5,285002708;6,019450188;5,884223938;0,286566854;4,154904366;5,761296749
5,893177032;4,590726852;6,29562664;5,892940521;5,708428383;0,286566854;4,642416954;6,413034916
5,484144688;4,530991554;5,537297726;6,668253899;5,868508816;0,872867584;4,216620445;5,382385254
5,64154911;4,551308155;5,831789494;6,247341633;5,431960583;0,433141947;4,107690811;5,251210213
5,773233414;4,497544289;6,14892292;6,170793056;5,189923286;2,778345108;4,727620125;6,666971207
