sortimento;reposição;layout;conforto;limpeza;atendimento;preço;desconto
5,789263725;4,595341206;6,083186626;6,201227665;5,381216526;1,459168315;4,053717136;5,370676041
7,090763092;5,7936306;7,487895489;7,820365906;7,654947281;1,898893952;4,44588089;5,625592709
6,060966492;4,817557335;6,404375076;6,155413151;5,264204502;0,579717159;4,614596367;6,406506538
5,794201851;4,720190525;5,968213558;6,031254768;5,273553371;1,605743527;4,363785744;6,000402451
5,829618931;4,54474926;6,214488506;5,894803047;5,646573067;0,726292372;4,109945774;5,48616457
5,673449516;4,838546276;5,608352184;6,051543236;5,794285774;1,605743527;3,602677345;4,608695507
5,743905544;4,586745262;6,001065731;6,075622559;5,82050705;1,605743527;4,024520874;5,072036743
5,767099857;4,531573296;6,102626324;6,271808624;5,723118782;1,75231874;4,376808167;5,893800735
5,848675728;4,536632538;6,260718822;5,932865143;5,086527824;0,286566854;4,362960815;6,064728737
5,617038727;5,267355442;5,066721439;6,241299629;5,295113564;1,312593102;3,097622156;4,250619411
5,871161461;4,590238094;6,252085209;5,988075256;5,758965492;2,338619471;4,150405884;5,378721714
5,328262329;4,622894287;5,133629799;6,069838524;5,61512804;0,286566854;3,968614817;5,924071312
5,593111992;4,50344944;5,782773972;6,284326077;5,732456684;0,433141947;4,224788666;5,777219772
5,633071899;4,546093941;5,820049763;6,142138481;5,405697823;0,579717159;4,270991325;5,888535023
5,732316017;4,597754955;5,96687746;6,068048954;5,849169731;1,019442797;4,34944725;5,890585899
6,592004776;4,921284199;7,362724781;6,730993748;5,764325619;2,338619471;4,914063931;6,194789886
5,640436172;4,58900547;5,791866779;6,099261284;5,247839928;1,75231874;4,366528511;5,724532127
5,681037903;4,656321049;5,805754185;6,186804295;5,214402199;3,071495533;4,318740845;5,630715847
5,264582634;4,663592815;4,96557188;6,061103821;5,282473564;3,364645958;4,053852081;5,937545776
5,59927845;4,650590897;5,647965908;6,041500092;5,748838902;1,166018009;4,152611256;5,888021946
6,416617393;4,772593975;7,16064024;6,685703754;6,413464546;1,312593102;5,205996513;6,881198406
5,908335686;4,674972057;6,241699696;6,01644659;5,590332985;1,605743527;4,169320107;5,315670967
6,479124069;5,063500881;6,994747639;6,391125202;6,29478693;3,364645958;4,641499519;6,625414371
6,539639473;5,455683231;6,723595142;6,56905508;5,769757748;1,459168315;3,906395197;5,609956741
5,911988258;4,561748981;6,362226963;5,995224476;5,317383766;0,872867584;4,255846977;5,339183331
6,100253105;5,406239033;5,894266605;7,01583004;6,902084351;0,579717159;3,483948708;4,540053844
5,523787022;4,700609207;5,446964741;6,111296177;5,958788872;0,726292372;3,81566143;5,49315691
5,730712891;4,628325462;5,933100224;6,005703926;5,404689789;1,459168315;4,207139492;5,450414658
6,181800842;4,643044949;6,820556641;6,187784195;6,086966991;0,286566854;4,077058792;5,234812737
5,984315872;4,52862072;6,540010452;5,872416019;5,297397137;1,166018009;4,243426323;5,810387611
5,761177063;4,50826025;6,114094257;6,245282173;5,630471706;0,579717159;4,863948345;6,672955513
5,154533386;4,576066494;4,83300066;5,969460964;5,872730255;0,286566854;3,642880678;5,357924461
5,464859009;4,520488262;5,50922966;5,959936142;5,734267712;0,286566854;4,171658516;5,430708885
5,773314476;4,549808979;6,096820354;5,960559845;5,72852993;1,75231874;4,646961212;6,232282639
6,139475822;4,554494381;6,824457645;6,267426491;5,809940338;4,244096756;5,218997002;7,140836716
5,798283577;5,18008852;5,516478062;6,45101881;6,322942734;1,166018009;3,589151144;4,78392458
6,011956215;4,525168896;6,598743439;5,91353035;5,436299801;1,312593102;4,809306145;6,625713348
5,89362812;4,530173779;6,357082367;6,608133793;5,818356514;1,75231874;5,039354324;6,748497009
5,492017746;4,676905155;5,407130241;6,357385635;5,910841942;3,657796144;4,645031929;6,45755434
5,903812408;4,539597988;6,36802721;6,227422237;6,136281013;2,778345108;4,924081326;6,372562408
6,22938633;4,59124279;6,967529774;6,274906635;5,551895618;0,433141947;4,652682781;6,648952484
5,872563839;5,014264584;5,830862999;6,503949642;5,895474911;1,898893952;4,030749321;5,292390823
5,191748619;4,585110188;4,898386955;5,989462852;5,029119492;1,166018009;4,038294315;5,238567352
5,839426041;4,500236034;6,278615952;5,858494759;5,282037258;1,166018009;4,756402969;6,42711544
5,713058472;4,849124432;5,67699194;6,450500011;6,063094616;1,898893952;4,520506859;6,315545082
5,776842117;4,487921715;6,165762424;5,922838211;5,424432755;0,286566854;4,427242756;5,699054718
6,952641487;4,8128829;8,192400932;7,724615097;7,196683884;1,166018009;5,850386143;7,242145061
5,782558441;4,888528824;5,776587486;6,192263126;6,012039185;0,726292372;3,705336571;5,29390192
5,239607811;4,529098988;5,050116062;5,997591496;5,093669415;1,75231874;4,110174179;5,5026021
6,087920189;4,59330368;6,682536602;6,050238132;6,013909817;0,726292372;4,532171249;6,353740692
6,660606384;5,310513973;7,110699177;6,419765949;6,29724884;0,726292372;4,179833412;5,496746063
5,773686409;4,746203899;5,901168823;6,115945816;6,055554867;1,459168315;3,987591743;5,784208298
5,794604301;4,756606102;5,932602406;6,172554493;5,587164402;3,950946569;4,434109688;6,190202713
7,398209572;5,15799427;8,738425255;8,033597946;7,204986572;3,511220932;5,722959518;6,798697948
6,084810257;4,564851284;6,704768658;5,949187279;5,695344925;1,459168315;4,470169067;6,286359787
5,55500412;4,813788414;5,39621973;6,440487862;5,926216125;1,166018009;4,066426277;5,302616596
5,98465538;4,492461681;6,576849461;5,906049252;5,725551128;1,166018009;4,188784122;5,357264042
5,503195763;4,65031004;5,456081867;6,017662525;5,840695381;4,244096756;4,002351761;5,113984108
6,531517029;5,187584877;6,975449085;7,384073257;7,06675148;4,097521782;5,003960609;6,172128201
6,160104752;5,144975185;6,275234222;7,470855713;7,266947746;1,166018009;4,752448082;6,427628517
6,38488102;5,328501701;6,541260719;7,082409859;6,354846954;1,019442797;3,890121698;5,253228188
5,317608833;4,533930779;5,201286316;5,993069172;5,125585079;0,579717159;4,038335323;5,704331398
6,618168831;5,257073879;7,079263687;6,482956886;6,297830105;1,459168315;4,234186172;5,954134941
5,639962673;4,65783596;5,722089291;5,916883469;5,278722286;1,166018009;4,092793465;5,382227421
5,299666405;4,513737202;5,185595989;5,973590851;5,393650532;0,726292372;4,237700462;5,96006918
5,311654091;4,650202751;5,073105812;6,187530994;5,361949921;0,726292372;3,914307833;4,931365013
5,941037178;4,811257839;6,170815945;6,986970901;6,617305279;1,75231874;4,532690525;5,900444984
5,28307724;4,589430332;5,076724529;6,23588562;6,002851963;1,898893952;4,395899773;6,04297781
5,712560654;4,475935936;6,049185276;5,864928722;5,68998003;2,631769896;4,246769428;5,836427212
5,387016296;4,491685867;5,38234663;5,959549904;5,698095798;0,433141947;4,114815712;5,589297295
5,86930275;4,485388756;6,353216171;5,860446453;5,748786449;1,605743527;4,751107216;6,617221832
5,124102592;4,581627369;4,766578197;5,932619095;5,032571316;0,286566854;3,716585636;5,459302425
5,385054588;4,517755508;5,35235405;6,205016136;6,094220638;0,726292372;4,206486225;5,513351917
5,601408958;4,494931698;5,807885647;6,02432251;5,621516228;1,898893952;4,578052044;6,286595345
5,550977707;4,60419178;5,597764015;6,137840748;5,89099884;0,872867584;4,057448864;5,15062952
6,694097519;5,009916782;7,478278637;6,71975708;5,753887177;3,071495533;4,667980671;5,744408607
5,385388374;4,574271202;5,296505451;6,3445611;6,265324116;0,872867584;4,254579544;6,097388268
5,479449272;4,906889439;5,152008533;6,085556984;5,180614948;1,898893952;3,558680773;4,736645699
5,307404995;4,561841011;5,152968884;5,978118896;5,30401659;1,75231874;4,029389858;5,536950588
6,677908897;6,510947704;5,944869518;6,959283829;6,372114658;3,218070507;2,764031887;4,188574791
6,05398941;4,810156822;6,397821426;6,299311161;5,882007599;0,872867584;4,57558918;6,144506454
5,695982933;4,907078266;5,584887505;6,639527798;5,953820705;0,872867584;4,32792902;5,705528259
5,416944504;4,49938488;5,434503555;5,920265198;5,516502857;2,631769896;4,25909996;5,33567667
6,056279182;4,720011711;6,492547035;6,191893578;5,284323692;0,726292372;3,966686726;5,015444279
6,421813011;4,727719307;7,21590662;6,775932789;6,635330677;1,898893952;5,250813961;6,711682796
6,450407982;5,506150246;6,494665146;7,076093674;6,417372227;2,631769896;3,534084558;4,547541618
7,146565437;5,176578045;8,216552734;7,760744572;7,059734344;2,778345108;5,54082489;7,514535904
6,11920166;5,046655178;6,29174757;7,106993198;6,231271744;0,726292372;4,273709774;5,906562805
5,901848793;4,771273613;6,132423878;5,922433853;5,32942152;0,726292372;4,125905037;5,398433208
5,502591133;4,548342705;5,556838989;6,030833721;5,384070873;0,433141947;4,044821739;5,285661221
5,514631271;4,565323353;5,563938618;6,053828239;5,218729496;2,192044258;4,137993336;5,222342491
6,126199722;4,948906422;6,403493404;6,631048679;6,57211113;0,433141947;4,38825655;5,68175745
5,19884634;4,59850502;4,899187565;6,043777466;5,870228767;3,071495533;4,033716679;5,121899605
5,976122856;4,712677479;6,339567661;6,444069862;5,554318905;2,338619471;4,523497105;5,76808548
6,168669701;5,023555279;6,413784027;5,987318039;5,912813663;3,950946569;4,229445934;5,687216759
5,423511982;4,591663837;5,355360031;6,224398136;5,898918152;0,579717159;4,288141727;6,175260544
6,261172295;4,940074921;6,68227005;6,616373062;6,102447033;0,433141947;4,419320583;5,570919037
5,730894089;4,928209305;5,633578777;6,147438049;5,521397114;1,166018009;3,850059509;5,148617268
6,070277214;4,554848671;6,685705662;6,099663734;5,604148388;1,312593102;4,734599113;6,351762772
6,34620285;4,640160084;7,152245045;6,413803101;5,431259155;1,898893952;4,414061069;5,506781101
5,186724663;4,519169807;4,954278946;6,065554142;5,745835781;1,166018009;4,508999825;6,434476376
6,119393349;4,60379982;6,734987259;5,952962875;5,875128746;0,286566854;4,143867016;5,488529205
5,823904037;4,509545803;6,238262177;6,036230087;5,145674229;0,433141947;4,472859859;6,274715424
5,999764442;5,130860329;5,968668461;6,67216301;6,384422302;1,312593102;4,241553783;5,739248753
6,007631779;4,654801846;6,460461617;6,072262764;5,838037968;1,605743527;4,621459961;6,290801525
5,867463112;4,664390087;6,170536518;5,948708057;4,971311092;2,631769896;4,222176552;5,744444847
6,180371284;5,350036144;6,110706329;6,59231472;6,546331406;3,657796144;3,920677662;5,175919533
5,662878036;4,487644672;5,938110828;5,851073265;5,119718552;0,433141947;4,376282215;5,733512878
5,414764881;4,667457104;5,262072563;6,104589939;6,097762585;0,872867584;3,445100546;4,48597908
6,463570595;4,617296696;7,409844875;6,943190098;6,233861446;1,75231874;5,622450829;7,374044895
6,044970512;4,634312153;6,5556283;6,13317585;5,256196022;1,312593102;4,113755703;5,119915485
5,582159042;4,549836159;5,714481354;6,090774536;5,337314129;0,286566854;3,780331135;4,807552814
6,14499712;4,80488205;6,585112095;6,091454506;5,686736584;1,166018009;4,032721519;5,361796379
5,101862907;4,527732849;4,775993347;5,924627781;5,31711483;0,286566854;3,803545475;5,095128059
5,202212334;4,564636707;4,939787388;5,862467289;5,573675156;1,898893952;4,281222343;5,903801441
5,973664284;4,873088837;6,174240112;6,060601234;5,955752373;0,433141947;4,310644627;5,966379642
5,782129288;4,543123245;6,121135235;5,986643791;5,959035873;1,166018009;4,475070953;6,165966034
6,291589737;5,399555683;6,283624172;6,634929657;5,975887299;0,579717159;3,533420324;4,634483337
5,601682186;4,498240948;5,805123329;6,600250721;6,082695484;0,726292372;5,042224884;6,736802101
5,651845455;4,590748787;5,812942028;6,143656731;6,062766552;1,312593102;4,44371891;5,713650703
5,462990761;4,697250843;5,328730106;6,200573444;5,741544724;0,286566854;3,958794117;5,592075348
5,876275063;4,607843399;6,244706631;6,0827384;5,439556599;2,631769896;4,475895882;5,704027653
5,839636803;4,666858673;6,112414837;5,985738277;5,039791107;1,312593102;3,816166401;5,056580067
5,550416946;4,726644993;5,474188328;6,410645485;5,784291267;2,631769896;4,518839836;6,202335358
5,752772331;4,507678032;6,097866535;5,993749619;5,174786568;2,485194683;4,509181023;6,425153255
