TEMPO_ESTUDO;RENDA;UF;GENERO;IDADE;ALTURA;faixa idade;Região
10;1200;PR;M;29;1,50;Jovem adulto;Sul
12;1200;MG;M;44;1,50;Jovem adulto;Sudeste
12;1500;GO;M;33;1,50;Jovem adulto;Centro-Oeste
9;900;CE;M;47;1,50;adulto;Nordeste
8;1000;SP;F;60;1,50;adulto;Sudeste
5;900;BA;M;60;1,50;adulto;Nordeste
9;1200;RJ;M;45;1,50;adulto;Sudeste
6;900;PA;M;45;1,50;adulto;Norte
12;850;BA;M;48;1,50;adulto;Nordeste
10;1000;RJ;M;31;1,50;Jovem adulto;Sudeste
13;3000;SC;F;38;1,50;Jovem adulto;Sul
9;3000;SC;M;25;1,50;Jovem adulto;Sul
1;2500;RJ;M;66;1,50;idoso;Sudeste
6;1200;CE;M;44;1,50;Jovem adulto;Nordeste
2;600;PE;M;49;1,50;adulto;Nordeste
11;2514;RS;M;45;1,50;adulto;Sul
5;1000;PR;M;53;1,50;adulto;Sul
5;900;ES;F;56;1,50;adulto;Sudeste
5;700;RJ;M;52;1,50;adulto;Sudeste
3;600;PA;M;67;1,50;idoso;Norte
12;350;RJ;F;40;1,50;Jovem adulto;Sudeste
9;788;MG;M;46;1,50;adulto;Sudeste
12;900;DF;F;38;1,50;Jovem adulto;Centro-Oeste
3;788;AP;F;32;1,50;Jovem adulto;Norte
16;1200;RS;M;69;1,50;idoso;Sul
16;6500;PB;F;51;1,50;adulto;Nordeste
16;2500;PR;M;30;1,51;Jovem adulto;Sul
7;1000;RS;F;41;1,51;Jovem adulto;Sul
5;1660;MG;M;45;1,51;adulto;Sudeste
11;788;CE;F;47;1,51;adulto;Nordeste
16;7000;MG;M;51;1,51;adulto;Sudeste
13;3000;PR;F;37;1,51;Jovem adulto;Sul
9;2300;PE;M;52;1,51;adulto;Nordeste
9;1200;ES;M;41;1,51;Jovem adulto;Sudeste
9;2000;PA;M;39;1,51;Jovem adulto;Norte
16;3500;GO;F;38;1,51;Jovem adulto;Centro-Oeste
9;1500;MA;M;46;1,51;adulto;Nordeste
12;1500;PR;M;41;1,51;Jovem adulto;Sul
6;800;PE;M;53;1,51;adulto;Nordeste
12;700;PE;F;37;1,51;Jovem adulto;Nordeste
9;1600;PI;M;31;1,51;Jovem adulto;Nordeste
13;4000;GO;F;48;1,51;adulto;Centro-Oeste
14;788;RJ;M;22;1,51;Jovem adulto;Sudeste
16;998;DF;M;23;1,51;Jovem adulto;Centro-Oeste
16;4500;RO;F;51;1,51;adulto;Norte
1;350;PA;M;39;1,51;Jovem adulto;Norte
12;1300;PR;F;39;1,51;Jovem adulto;Sul
12;3000;PR;F;43;1,51;Jovem adulto;Sul
2;1500;BA;M;46;1,51;adulto;Nordeste
1;1300;RS;M;45;1,51;adulto;Sul
12;2000;SP;M;34;1,51;Jovem adulto;Sudeste
12;788;BA;F;29;1,51;Jovem adulto;Nordeste
12;1500;AP;F;47;1,51;adulto;Norte
16;5000;PB;M;46;1,51;adulto;Nordeste
7;800;BA;M;36;1,51;Jovem adulto;Nordeste
7;1000;ES;M;35;1,51;Jovem adulto;Sudeste
12;1000;AP;M;33;1,51;Jovem adulto;Norte
1;700;RS;M;68;1,51;idoso;Sul
9;800;AP;M;30;1,51;Jovem adulto;Norte
12;1200;AC;M;41;1,51;Jovem adulto;Norte
1;600;BA;M;59;1,51;adulto;Nordeste
16;3000;SP;M;43;1,51;Jovem adulto;Sudeste
9;1000;PA;M;20;1,51;Jovem adulto;Norte
5;500;RS;F;51;1,51;adulto;Sul
16;700;SP;M;73;1,51;idoso;Sudeste
5;500;PE;M;27;1,51;Jovem adulto;Nordeste
12;1300;SP;M;29;1,51;Jovem adulto;Sudeste
12;900;MG;F;37;1,51;Jovem adulto;Sudeste
12;900;PA;F;29;1,51;Jovem adulto;Norte
8;3200;ES;M;44;1,51;Jovem adulto;Sudeste
12;878;PA;M;37;1,51;Jovem adulto;Norte
1;600;PE;M;50;1,51;adulto;Nordeste
12;1200;PA;M;33;1,51;Jovem adulto;Norte
12;3000;SE;M;51;1,51;adulto;Nordeste
6;30;BA;F;38;1,51;Jovem adulto;Nordeste
9;20000;PA;M;45;1,51;adulto;Norte
9;1000;SC;F;32;1,51;Jovem adulto;Sul
6;2600;MA;M;58;1,51;adulto;Nordeste
12;900;PR;M;25;1,51;Jovem adulto;Sul
12;1700;AL;M;35;1,51;Jovem adulto;Nordeste
11;600;GO;F;34;1,51;Jovem adulto;Centro-Oeste
13;7000;SP;M;50;1,51;adulto;Sudeste
12;1500;SP;F;40;1,51;Jovem adulto;Sudeste
16;2400;RJ;F;36;1,51;Jovem adulto;Sudeste
12;788;MG;F;26;1,51;Jovem adulto;Sudeste
16;2500;SP;M;26;1,51;Jovem adulto;Sudeste
14;2500;BA;M;29;1,51;Jovem adulto;Nordeste
12;2800;SC;M;30;1,51;Jovem adulto;Sul
1;50;RS;M;45;1,51;adulto;Sul
12;900;AL;M;36;1,51;Jovem adulto;Nordeste
12;600;RS;M;17;1,51;Adolescente;Sul
5;1200;RS;M;60;1,51;adulto;Sul
5;2200;PE;M;61;1,51;adulto;Nordeste
9;980;ES;M;33;1,51;Jovem adulto;Sudeste
8;2000;RS;M;38;1,51;Jovem adulto;Sul
12;788;PE;F;61;1,51;adulto;Nordeste
12;1820;GO;M;42;1,51;Jovem adulto;Centro-Oeste
6;2000;PR;M;35;1,51;Jovem adulto;Sul
1;500;PI;F;65;1,51;idoso;Nordeste
16;5300;RJ;M;39;1,51;Jovem adulto;Sudeste
6;1260;RJ;M;53;1,51;adulto;Sudeste
12;2000;PR;M;28;1,51;Jovem adulto;Sul
12;3000;SP;F;39;1,51;Jovem adulto;Sudeste
15;880;AP;F;25;1,51;Jovem adulto;Norte
12;1500;RJ;M;53;1,51;adulto;Sudeste
9;2000;RS;M;34;1,51;Jovem adulto;Sul
16;5000;RJ;M;67;1,51;idoso;Sudeste
16;12000;PE;M;44;1,51;Jovem adulto;Nordeste
11;5200;SC;M;37;1,51;Jovem adulto;Sul
16;2000;SC;M;40;1,51;Jovem adulto;Sul
6;2000;RS;M;58;1,51;adulto;Sul
1;1200;PE;F;27;1,51;Jovem adulto;Nordeste
1;2000;CE;M;40;1,51;Jovem adulto;Nordeste
6;600;CE;F;27;1,51;Jovem adulto;Nordeste
12;2000;SP;M;43;1,51;Jovem adulto;Sudeste
10;2500;PR;M;50;1,51;adulto;Sul
1;788;BA;M;63;1,51;adulto;Nordeste
12;4700;BA;M;51;1,51;adulto;Nordeste
16;1800;SP;M;36;1,51;Jovem adulto;Sudeste
16;7000;MG;M;44;1,51;Jovem adulto;Sudeste
16;10000;SP;F;51;1,51;adulto;Sudeste
2;850;ES;M;48;1,51;adulto;Sudeste
5;5000;SC;M;61;1,51;adulto;Sul
4;80;RS;M;59;1,51;adulto;Sul
14;4000;RO;M;39;1,51;Jovem adulto;Norte
7;880;MG;M;42;1,51;Jovem adulto;Sudeste
12;1500;DF;M;31;1,51;Jovem adulto;Centro-Oeste
1;100;PI;F;72;1,51;idoso;Nordeste
12;2400;SC;M;30;1,51;Jovem adulto;Sul
9;2200;RJ;M;37;1,51;Jovem adulto;Sudeste
5;788;RJ;M;52;1,51;adulto;Sudeste
16;1650;CE;F;37;1,51;Jovem adulto;Nordeste
9;1600;RS;M;33;1,51;Jovem adulto;Sul
12;2700;RS;M;43;1,51;Jovem adulto;Sul
1;400;RN;M;43;1,51;Jovem adulto;Nordeste
5;1800;MG;M;44;1,51;Jovem adulto;Sudeste
6;2000;MG;M;56;1,51;adulto;Sudeste
16;3100;SP;F;38;1,51;Jovem adulto;Sudeste
1;200;CE;M;39;1,51;Jovem adulto;Nordeste
16;700;SP;M;49;1,51;adulto;Sudeste
5;900;RJ;M;45;1,51;adulto;Sudeste
1;600;CE;M;74;1,51;idoso;Nordeste
1;985;BA;M;58;1,51;adulto;Nordeste
10;250;PA;F;37;1,51;Jovem adulto;Norte
16;6000;RS;F;54;1,51;adulto;Sul
16;3500;MG;F;59;1,51;adulto;Sudeste
12;1300;BA;M;58;1,51;adulto;Nordeste
3;1200;PR;M;41;1,51;Jovem adulto;Sul
16;10000;RS;M;44;1,51;Jovem adulto;Sul
16;4000;RJ;M;52;1,51;adulto;Sudeste
12;7000;SC;M;45;1,51;adulto;Sul
12;1570;PR;F;64;1,51;adulto;Sul
10;1000;PI;F;41;1,51;Jovem adulto;Nordeste
5;600;GO;F;46;1,51;adulto;Centro-Oeste
12;1200;MG;M;54;1,51;adulto;Sudeste
3;100;MG;M;74;1,51;idoso;Sudeste
9;800;AL;F;43;1,51;Jovem adulto;Nordeste
11;800;RJ;F;32;1,51;Jovem adulto;Sudeste
5;1800;RJ;M;59;1,51;adulto;Sudeste
12;1100;PE;F;40;1,51;Jovem adulto;Nordeste
12;2000;ES;M;37;1,51;Jovem adulto;Sudeste
1;1500;GO;M;44;1,51;Jovem adulto;Centro-Oeste
12;1500;RJ;M;45;1,51;adulto;Sudeste
5;200;PR;F;48;1,51;adulto;Sul
9;1000;RJ;M;35;1,51;Jovem adulto;Sudeste
16;2000;BA;F;58;1,51;adulto;Nordeste
12;900;BA;F;34;1,51;Jovem adulto;Nordeste
5;800;SE;M;28;1,51;Jovem adulto;Nordeste
16;3000;SC;M;58;1,51;adulto;Sul
16;8000;BA;M;53;1,51;adulto;Nordeste
7;788;AL;M;42;1,51;Jovem adulto;Nordeste
15;2100;SP;F;50;1,51;adulto;Sudeste
9;1200;BA;M;32;1,51;Jovem adulto;Nordeste
14;3200;MG;M;32;1,51;Jovem adulto;Sudeste
12;7000;CE;M;55;1,51;adulto;Nordeste
16;3450;PB;F;31;1,51;Jovem adulto;Nordeste
14;800;BA;M;45;1,51;adulto;Nordeste
12;1000;RJ;M;29;1,51;Jovem adulto;Sudeste
12;1160;SC;F;51;1,51;adulto;Sul
15;1800;PA;M;48;1,51;adulto;Norte
12;3500;GO;M;69;1,51;idoso;Centro-Oeste
9;1340;MT;M;25;1,51;Jovem adulto;Centro-Oeste
9;105;PA;F;66;1,51;idoso;Norte
12;2000;DF;M;47;1,51;adulto;Centro-Oeste
15;4000;MT;M;34;1,51;Jovem adulto;Centro-Oeste
12;1500;DF;F;34;1,51;Jovem adulto;Centro-Oeste
12;3000;CE;M;51;1,51;adulto;Nordeste
12;3000;PR;M;32;1,51;Jovem adulto;Sul
5;2000;SP;M;51;1,51;adulto;Sudeste
16;3800;PB;M;48;1,51;adulto;Nordeste
16;5000;MS;M;44;1,51;Jovem adulto;Centro-Oeste
4;1000;MT;F;60;1,51;adulto;Centro-Oeste
10;788;SC;F;46;1,51;adulto;Sul
2;300;RS;M;49;1,51;adulto;Sul
12;600;PA;F;40;1,51;Jovem adulto;Norte
16;8000;SP;M;64;1,51;adulto;Sudeste
16;2400;PB;F;54;1,51;adulto;Nordeste
12;1598;RJ;M;43;1,51;Jovem adulto;Sudeste
16;3000;PR;M;51;1,51;adulto;Sul
8;1600;RO;M;40;1,51;Jovem adulto;Norte
9;1000;SP;M;42;1,51;Jovem adulto;Sudeste
5;1000;AL;M;24;1,51;Jovem adulto;Nordeste
9;800;MT;M;35;1,51;Jovem adulto;Centro-Oeste
16;3800;DF;F;34;1,51;Jovem adulto;Centro-Oeste
6;1100;AP;M;51;1,51;adulto;Norte
5;200;CE;M;60;1,51;adulto;Nordeste
9;1400;RJ;F;25;1,51;Jovem adulto;Sudeste
3;838;MG;M;37;1,51;Jovem adulto;Sudeste
5;788;RJ;F;59;1,51;adulto;Sudeste
13;3000;MG;M;25;1,51;Jovem adulto;Sudeste
12;2500;MG;M;30;1,51;Jovem adulto;Sudeste
1;1200;SP;M;40;1,51;Jovem adulto;Sudeste
9;1500;MT;M;46;1,51;adulto;Centro-Oeste
12;5000;BA;F;45;1,51;adulto;Nordeste
4;1200;MG;M;58;1,51;adulto;Sudeste
9;1100;PE;M;45;1,51;adulto;Nordeste
12;2000;SP;F;44;1,51;Jovem adulto;Sudeste
9;2500;SP;M;48;1,51;adulto;Sudeste
9;720;SP;F;24;1,51;Jovem adulto;Sudeste
12;1700;SP;M;43;1,51;Jovem adulto;Sudeste
9;2000;PR;M;55;1,51;adulto;Sul
3;788;AP;M;42;1,51;Jovem adulto;Norte
12;1500;SC;M;50;1,51;adulto;Sul
12;3200;PA;M;42;1,51;Jovem adulto;Norte
12;788;BA;F;51;1,51;adulto;Nordeste
16;1200;BA;F;51;1,51;adulto;Nordeste
12;1000;RJ;F;57;1,51;adulto;Sudeste
5;1500;MG;M;64;1,52;adulto;Sudeste
3;600;MA;M;52;1,52;adulto;Nordeste
15;1200;PI;F;49;1,52;adulto;Nordeste
16;1500;AC;F;37;1,52;Jovem adulto;Norte
7;6000;RJ;M;29;1,52;Jovem adulto;Sudeste
12;800;RJ;F;63;1,52;adulto;Sudeste
10;1200;PE;M;25;1,52;Jovem adulto;Nordeste
5;350;PE;M;52;1,52;adulto;Nordeste
11;400;PA;F;44;1,52;Jovem adulto;Norte
6;1200;PE;F;43;1,52;Jovem adulto;Nordeste
1;500;PA;M;39;1,52;Jovem adulto;Norte
6;900;BA;F;54;1,52;adulto;Nordeste
16;6000;PE;F;37;1,52;Jovem adulto;Nordeste
12;2000;ES;M;42;1,52;Jovem adulto;Sudeste
12;1500;MA;M;27;1,52;Jovem adulto;Nordeste
14;3000;MG;M;34;1,52;Jovem adulto;Sudeste
5;800;SP;F;61;1,52;adulto;Sudeste
1;400;TO;F;45;1,52;adulto;Norte
6;900;PR;M;58;1,52;adulto;Sul
12;500;MG;M;52;1,52;adulto;Sudeste
16;3150;MG;M;33;1,52;Jovem adulto;Sudeste
6;1700;BA;M;41;1,52;Jovem adulto;Nordeste
7;788;GO;F;37;1,52;Jovem adulto;Centro-Oeste
9;1010;GO;F;39;1,52;Jovem adulto;Centro-Oeste
9;1500;SP;M;63;1,52;adulto;Sudeste
9;600;GO;F;60;1,52;adulto;Centro-Oeste
8;880;SE;M;28;1,52;Jovem adulto;Nordeste
1;500;PR;M;45;1,52;adulto;Sul
11;1500;RO;M;34;1,52;Jovem adulto;Norte
5;80;PI;F;48;1,52;adulto;Nordeste
1;1400;MG;M;28;1,52;Jovem adulto;Sudeste
4;1000;MG;M;44;1,52;Jovem adulto;Sudeste
12;1000;BA;F;38;1,52;Jovem adulto;Nordeste
16;900;RO;M;50;1,52;adulto;Norte
5;250;PA;F;65;1,52;idoso;Norte
12;1500;AP;M;33;1,52;Jovem adulto;Norte
9;2135;SP;M;50;1,52;adulto;Sudeste
4;1200;SP;M;50;1,52;adulto;Sudeste
1;1200;PR;M;58;1,52;adulto;Sul
16;1500;SP;F;50;1,52;adulto;Sudeste
3;15000;BA;M;79;1,52;idoso;Nordeste
12;906;BA;M;25;1,52;Jovem adulto;Nordeste
16;12000;CE;M;52;1,52;adulto;Nordeste
12;2000;RJ;F;39;1,52;Jovem adulto;Sudeste
13;100;BA;F;45;1,52;adulto;Nordeste
12;1300;ES;M;30;1,52;Jovem adulto;Sudeste
5;788;ES;F;47;1,52;adulto;Sudeste
12;2200;PA;M;54;1,52;adulto;Norte
12;200;BA;M;47;1,52;adulto;Nordeste
5;788;MG;M;54;1,52;adulto;Sudeste
16;788;MG;M;28;1,52;Jovem adulto;Sudeste
10;1576;PR;M;45;1,52;adulto;Sul
16;2800;PI;F;39;1,52;Jovem adulto;Nordeste
12;1800;PB;M;36;1,52;Jovem adulto;Nordeste
16;3500;RJ;M;43;1,52;Jovem adulto;Sudeste
1;2000;DF;F;41;1,52;Jovem adulto;Centro-Oeste
12;2000;BA;M;52;1,52;adulto;Nordeste
12;160;SP;F;47;1,52;adulto;Sudeste
1;2000;MA;F;32;1,52;Jovem adulto;Nordeste
6;2200;SP;M;50;1,52;adulto;Sudeste
8;300;MG;M;31;1,52;Jovem adulto;Sudeste
9;788;RJ;F;49;1,52;adulto;Sudeste
16;5000;PR;F;38;1,52;Jovem adulto;Sul
12;1350;RS;F;35;1,52;Jovem adulto;Sul
12;10000;MT;M;51;1,52;adulto;Centro-Oeste
9;3000;RS;M;33;1,52;Jovem adulto;Sul
2;824;AL;M;58;1,52;adulto;Nordeste
14;8100;RS;M;41;1,52;Jovem adulto;Sul
16;3000;DF;M;50;1,52;adulto;Centro-Oeste
1;100;PB;F;47;1,52;adulto;Nordeste
16;4000;RS;F;50;1,52;adulto;Sul
9;1200;AL;F;56;1,52;adulto;Nordeste
9;1100;MG;F;62;1,52;adulto;Sudeste
5;1500;MG;M;49;1,52;adulto;Sudeste
3;900;AL;M;32;1,52;Jovem adulto;Nordeste
11;800;RJ;M;27;1,52;Jovem adulto;Sudeste
7;1200;BA;M;32;1,52;Jovem adulto;Nordeste
6;200;AL;M;38;1,52;Jovem adulto;Nordeste
2;788;PE;M;48;1,52;adulto;Nordeste
14;788;SP;F;39;1,52;Jovem adulto;Sudeste
16;2500;MS;M;35;1,52;Jovem adulto;Centro-Oeste
2;850;RJ;M;54;1,52;adulto;Sudeste
12;950;RS;M;50;1,52;adulto;Sul
12;2500;SP;M;54;1,52;adulto;Sudeste
12;5000;RR;F;54;1,52;adulto;Norte
16;1600;RS;F;44;1,52;Jovem adulto;Sul
5;1000;SC;M;71;1,52;idoso;Sul
12;2800;AL;M;40;1,52;Jovem adulto;Nordeste
12;1200;PR;M;22;1,52;Jovem adulto;Sul
16;8000;AL;M;41;1,52;Jovem adulto;Nordeste
1;800;RN;M;66;1,52;idoso;Nordeste
13;3000;PE;M;58;1,52;adulto;Nordeste
6;600;MS;F;49;1,52;adulto;Centro-Oeste
12;1000;SP;M;38;1,52;Jovem adulto;Sudeste
8;360;AP;M;32;1,52;Jovem adulto;Norte
16;3500;MA;F;39;1,52;Jovem adulto;Nordeste
13;1500;PE;M;45;1,52;adulto;Nordeste
1;400;RS;F;67;1,52;idoso;Sul
12;2300;SP;F;44;1,52;Jovem adulto;Sudeste
8;1300;MG;F;51;1,52;adulto;Sudeste
9;788;RR;M;36;1,52;Jovem adulto;Norte
12;100;MA;F;39;1,52;Jovem adulto;Nordeste
16;7881;RS;F;57;1,52;adulto;Sul
5;1600;PR;M;58;1,52;adulto;Sul
16;960;PE;F;50;1,52;adulto;Nordeste
12;1034;PA;F;32;1,52;Jovem adulto;Norte
12;788;AP;M;33;1,52;Jovem adulto;Norte
1;788;BA;M;50;1,52;adulto;Nordeste
6;788;RS;F;31;1,52;Jovem adulto;Sul
12;788;PE;F;30;1,52;Jovem adulto;Nordeste
12;1200;SP;F;44;1,52;Jovem adulto;Sudeste
15;3500;MT;M;35;1,52;Jovem adulto;Centro-Oeste
6;1200;ES;M;57;1,52;adulto;Sudeste
9;1600;TO;M;52;1,52;adulto;Norte
12;6000;PR;M;69;1,52;idoso;Sul
12;2200;PI;M;37;1,52;Jovem adulto;Nordeste
3;400;ES;M;49;1,52;adulto;Sudeste
12;782;BA;F;36;1,52;Jovem adulto;Nordeste
13;1200;PR;F;31;1,52;Jovem adulto;Sul
12;1500;MG;F;44;1,52;Jovem adulto;Sudeste
16;4800;SE;M;37;1,52;Jovem adulto;Nordeste
5;812;RJ;M;46;1,52;adulto;Sudeste
16;2500;CE;M;40;1,52;Jovem adulto;Nordeste
14;3000;RO;M;24;1,52;Jovem adulto;Norte
16;15000;RJ;M;52;1,52;adulto;Sudeste
12;1500;PA;M;25;1,52;Jovem adulto;Norte
12;788;SC;M;32;1,52;Jovem adulto;Sul
16;1200;RS;M;47;1,52;adulto;Sul
12;2500;RS;M;47;1,52;adulto;Sul
16;5000;RS;F;32;1,52;Jovem adulto;Sul
12;1400;PA;M;27;1,52;Jovem adulto;Norte
16;3500;SP;F;47;1,52;adulto;Sudeste
5;2500;MG;M;69;1,52;idoso;Sudeste
12;1100;RJ;F;51;1,52;adulto;Sudeste
6;700;PE;M;24;1,52;Jovem adulto;Nordeste
16;789;RJ;M;29;1,52;Jovem adulto;Sudeste
12;3000;BA;M;67;1,52;idoso;Nordeste
9;1400;GO;F;46;1,52;adulto;Centro-Oeste
6;350;AL;M;33;1,52;Jovem adulto;Nordeste
12;900;GO;M;44;1,52;Jovem adulto;Centro-Oeste
10;2000;PA;M;43;1,52;Jovem adulto;Norte
4;200;RN;M;22;1,52;Jovem adulto;Nordeste
8;788;MG;M;43;1,52;Jovem adulto;Sudeste
9;1200;RO;M;42;1,52;Jovem adulto;Norte
1;1000;SP;M;55;1,52;adulto;Sudeste
16;1500;DF;F;31;1,52;Jovem adulto;Centro-Oeste
12;1500;MS;M;37;1,52;Jovem adulto;Centro-Oeste
13;2100;GO;M;35;1,52;Jovem adulto;Centro-Oeste
12;800;RJ;F;34;1,52;Jovem adulto;Sudeste
12;1040;BA;F;34;1,52;Jovem adulto;Nordeste
10;1800;PI;M;35;1,52;Jovem adulto;Nordeste
1;400;PA;F;52;1,52;adulto;Norte
16;1000;MG;F;45;1,52;adulto;Sudeste
4;850;PR;M;56;1,52;adulto;Sul
12;2500;ES;M;40;1,52;Jovem adulto;Sudeste
12;1500;SP;M;35;1,52;Jovem adulto;Sudeste
12;2000;SP;M;32;1,52;Jovem adulto;Sudeste
12;1000;PA;F;46;1,52;adulto;Norte
16;2500;CE;F;32;1,52;Jovem adulto;Nordeste
1;140;CE;M;38;1,52;Jovem adulto;Nordeste
6;2500;DF;M;47;1,52;adulto;Centro-Oeste
6;788;BA;M;46;1,52;adulto;Nordeste
12;1800;SP;M;47;1,52;adulto;Sudeste
11;280;BA;M;21;1,52;Jovem adulto;Nordeste
2;200;PA;M;61;1,52;adulto;Norte
12;1330;PE;M;56;1,52;adulto;Nordeste
4;1300;GO;M;62;1,52;adulto;Centro-Oeste
7;10000;MG;M;54;1,52;adulto;Sudeste
9;1200;MT;M;33;1,52;Jovem adulto;Centro-Oeste
2;788;RS;M;50;1,52;adulto;Sul
16;30000;BA;F;50;1,52;adulto;Nordeste
10;2000;MG;M;34;1,52;Jovem adulto;Sudeste
8;360;MG;F;45;1,52;adulto;Sudeste
16;1300;RS;F;35;1,52;Jovem adulto;Sul
12;150;MA;F;44;1,52;Jovem adulto;Nordeste
1;1000;MT;M;51;1,52;adulto;Centro-Oeste
12;1500;GO;M;22;1,52;Jovem adulto;Centro-Oeste
16;1800;GO;M;42;1,52;Jovem adulto;Centro-Oeste
14;1500;PR;M;35;1,52;Jovem adulto;Sul
5;1200;GO;M;55;1,52;adulto;Centro-Oeste
16;20000;SP;M;43;1,52;Jovem adulto;Sudeste
12;1100;PR;M;61;1,52;adulto;Sul
12;2000;RS;M;33;1,52;Jovem adulto;Sul
5;150;PA;F;47;1,52;adulto;Norte
12;5000;BA;F;47;1,52;adulto;Nordeste
1;1000;MG;M;60;1,52;adulto;Sudeste
12;1000;RS;M;25;1,52;Jovem adulto;Sul
16;2000;RS;F;45;1,52;adulto;Sul
5;800;AP;F;51;1,52;adulto;Norte
12;2500;SC;M;45;1,52;adulto;Sul
12;2500;SP;M;32;1,52;Jovem adulto;Sudeste
5;789;ES;F;42;1,52;Jovem adulto;Sudeste
12;5000;DF;F;68;1,52;idoso;Centro-Oeste
12;1100;MG;M;47;1,52;adulto;Sudeste
4;788;PE;F;38;1,52;Jovem adulto;Nordeste
12;788;RS;F;49;1,52;adulto;Sul
7;300;BA;M;62;1,52;adulto;Nordeste
4;3500;TO;M;70;1,52;idoso;Norte
5;2000;PE;M;27;1,52;Jovem adulto;Nordeste
1;300;SP;M;67;1,52;idoso;Sudeste
12;1400;RR;F;51;1,52;adulto;Norte
6;1045;RS;M;63;1,52;adulto;Sul
16;4000;MG;F;61;1,52;adulto;Sudeste
3;1060;RJ;F;38;1,52;Jovem adulto;Sudeste
1;1500;RJ;M;33;1,52;Jovem adulto;Sudeste
9;1576;GO;M;53;1,52;adulto;Centro-Oeste
14;6000;MG;M;39;1,52;Jovem adulto;Sudeste
4;1200;MT;M;30;1,52;Jovem adulto;Centro-Oeste
12;1260;PE;M;52;1,52;adulto;Nordeste
12;788;MG;F;50;1,52;adulto;Sudeste
9;788;CE;M;34;1,52;Jovem adulto;Nordeste
14;3000;AP;M;31;1,52;Jovem adulto;Norte
6;100;MG;F;38;1,52;Jovem adulto;Sudeste
16;3500;RS;M;48;1,52;adulto;Sul
9;6000;SC;F;39;1,52;Jovem adulto;Sul
12;2500;SP;M;57;1,52;adulto;Sudeste
6;640;SP;F;50;1,52;adulto;Sudeste
12;1200;SP;F;28;1,52;Jovem adulto;Sudeste
1;926;MG;M;64;1,52;adulto;Sudeste
6;788;GO;F;53;1,52;adulto;Centro-Oeste
12;788;MA;M;56;1,52;adulto;Nordeste
12;6500;MS;M;44;1,52;Jovem adulto;Centro-Oeste
6;750;TO;M;46;1,52;adulto;Norte
3;300;MS;F;43;1,52;Jovem adulto;Centro-Oeste
9;1600;RJ;M;41;1,52;Jovem adulto;Sudeste
12;1000;MS;M;46;1,52;adulto;Centro-Oeste
1;100;AP;F;54;1,52;adulto;Norte
1;700;DF;F;68;1,52;idoso;Centro-Oeste
1;900;MG;F;28;1,52;Jovem adulto;Sudeste
5;300;BA;M;63;1,52;adulto;Nordeste
12;1500;SP;M;34;1,52;Jovem adulto;Sudeste
3;1450;SP;M;49;1,52;adulto;Sudeste
16;3000;SC;M;44;1,52;Jovem adulto;Sul
16;1600;PR;M;47;1,52;adulto;Sul
9;200;PA;F;49;1,52;adulto;Norte
16;28000;DF;M;47;1,52;adulto;Centro-Oeste
16;7000;PB;M;40;1,52;Jovem adulto;Nordeste
9;700;AP;M;38;1,52;Jovem adulto;Norte
7;800;MS;M;65;1,52;idoso;Centro-Oeste
6;300;RO;F;39;1,52;Jovem adulto;Norte
10;3000;DF;M;56;1,52;adulto;Centro-Oeste
12;3000;MT;M;58;1,52;adulto;Centro-Oeste
5;788;BA;M;26;1,52;Jovem adulto;Nordeste
1;350;MA;M;53;1,52;adulto;Nordeste
9;788;AL;M;20;1,52;Jovem adulto;Nordeste
16;5000;SP;M;75;1,52;idoso;Sudeste
6;1100;RS;F;52;1,52;adulto;Sul
9;788;GO;M;26;1,52;Jovem adulto;Centro-Oeste
16;2800;PB;F;32;1,52;Jovem adulto;Nordeste
5;180;BA;F;28;1,52;Jovem adulto;Nordeste
12;788;BA;F;39;1,52;Jovem adulto;Nordeste
5;800;MG;M;64;1,52;adulto;Sudeste
16;7500;RO;M;65;1,52;idoso;Norte
12;788;DF;F;56;1,52;adulto;Centro-Oeste
6;700;PA;M;30;1,52;Jovem adulto;Norte
11;2000;PA;M;29;1,52;Jovem adulto;Norte
16;2500;SP;F;40;1,52;Jovem adulto;Sudeste
4;350;MA;M;67;1,52;idoso;Nordeste
5;2000;PR;M;59;1,52;adulto;Sul
5;1000;PI;M;48;1,52;adulto;Nordeste
12;788;PE;F;31;1,52;Jovem adulto;Nordeste
10;900;PA;M;34;1,52;Jovem adulto;Norte
10;720;PB;F;46;1,52;adulto;Nordeste
3;300;PE;M;47;1,52;adulto;Nordeste
16;1994;MT;F;26;1,52;Jovem adulto;Centro-Oeste
8;788;CE;M;51;1,52;adulto;Nordeste
8;1250;GO;M;33;1,52;Jovem adulto;Centro-Oeste
9;1600;AP;M;42;1,52;Jovem adulto;Norte
6;788;PE;M;28;1,52;Jovem adulto;Nordeste
12;1500;AC;M;32;1,52;Jovem adulto;Norte
9;1600;PR;M;32;1,52;Jovem adulto;Sul
1;12000;GO;M;80;1,52;idoso;Centro-Oeste
5;800;PR;M;78;1,52;idoso;Sul
9;2000;SP;M;40;1,52;Jovem adulto;Sudeste
5;1000;MG;F;28;1,52;Jovem adulto;Sudeste
5;1200;RJ;M;49;1,52;adulto;Sudeste
4;1200;GO;F;53;1,52;adulto;Centro-Oeste
12;800;RR;F;22;1,52;Jovem adulto;Norte
7;1200;RS;M;33;1,52;Jovem adulto;Sul
12;850;BA;F;50;1,52;adulto;Nordeste
