Estudo,Renda,UF,Genero,Idade,Altura
12,788.0,RS,M,67,1.88
3,250.0,SE,M,61,1.88
5,1100.0,MS,M,37,1.88
1,1250.0,MG,M,48,1.88
6,1500.0,RS,M,29,1.88
9,2000.0,BA,M,32,1.88
10,200.0,CE,M,39,1.88
12,1500.0,BA,F,38,1.88
16,2200.0,PR,M,50,1.88
9,1500.0,PA,M,40,1.88
6,1000.0,PE,M,53,1.88
5,950.0,AC,M,45,1.88
14,1400.0,SP,F,36,1.88
12,6000.0,DF,M,44,1.88
4,600.0,PE,M,48,1.88
4,900.0,CE,M,53,1.88
16,4000.0,GO,M,25,1.88
7,1000.0,PA,M,32,1.88
16,3600.0,AC,M,35,1.88
6,400.0,RS,F,50,1.88
7,1300.0,DF,M,45,1.88
16,3500.0,SP,F,43,1.88
16,788.0,CE,F,52,1.88
16,1300.0,MG,F,63,1.88
9,2500.0,MG,M,58,1.88
1,2300.0,PR,M,62,1.88
12,1200.0,SC,F,46,1.88
16,12000.0,RJ,M,25,1.88
9,500.0,MS,F,36,1.88
6,300.0,PE,M,35,1.88
16,2800.0,TO,F,40,1.88
12,1600.0,AP,M,34,1.88
12,400.0,PE,F,30,1.88
9,2000.0,MT,F,48,1.88
16,2000.0,SC,F,30,1.88
13,788.0,MA,F,22,1.88
6,1200.0,MG,M,32,1.88
12,2000.0,SC,M,39,1.88
5,1600.0,SC,M,62,1.88
16,2000.0,AC,M,22,1.88
8,1200.0,AP,F,25,1.88
8,856.0,MG,F,58,1.88
5,1200.0,RS,M,32,1.88
9,1200.0,CE,M,30,1.88
9,789.0,RS,F,31,1.88
12,1500.0,CE,M,33,1.88
7,300.0,PE,M,21,1.88
12,2500.0,GO,F,48,1.88
12,1600.0,BA,M,23,1.88
9,1200.0,RJ,M,41,1.88
12,1200.0,ES,F,24,1.88
14,1800.0,RS,F,36,1.88
12,2000.0,DF,F,52,1.88
12,2000.0,SC,M,35,1.88
6,788.0,MA,M,67,1.88
16,8000.0,DF,M,51,1.88
7,2000.0,PR,M,46,1.88
16,3000.0,MA,F,35,1.88
1,650.0,AP,M,58,1.88
2,600.0,SE,M,51,1.88
12,788.0,GO,F,48,1.88
5,500.0,SP,F,56,1.88
16,4300.0,DF,M,48,1.87
12,2000.0,PR,M,54,1.87
14,5000.0,SP,M,50,1.87
5,60.0,PE,M,72,1.87
1,1200.0,MG,M,60,1.87
12,788.0,MG,M,55,1.87
16,1340.0,MT,F,44,1.87
5,4000.0,MG,M,55,1.87
1,500.0,BA,M,32,1.87
1,1300.0,PB,M,58,1.87
9,800.0,BA,M,67,1.87
4,2000.0,SP,M,50,1.87
10,300.0,BA,F,48,1.87
14,1200.0,RS,M,64,1.87
13,857.0,BA,F,62,1.87
17,1400.0,PE,M,20,1.87
12,1040.0,MS,M,22,1.87
16,11000.0,SP,M,45,1.87
16,8000.0,RS,M,28,1.87
9,600.0,MS,M,24,1.87
12,12000.0,CE,M,58,1.87
3,700.0,PE,M,34,1.87
1,600.0,BA,M,57,1.87
4,1000.0,BA,M,52,1.87
12,800.0,RO,F,36,1.87
10,1300.0,SE,M,25,1.87
12,2300.0,BA,M,44,1.87
9,5000.0,RO,M,48,1.87
6,2000.0,SC,M,58,1.87
5,1600.0,PR,M,54,1.87
12,900.0,MG,F,29,1.87
12,350.0,PE,F,48,1.87
12,788.0,RJ,F,48,1.87
15,1000.0,MG,F,34,1.87
12,1200.0,PI,M,38,1.87
12,400.0,AP,M,30,1.87
12,3000.0,SP,M,46,1.87
12,1800.0,PE,M,34,1.87
1,788.0,ES,M,48,1.87
12,1300.0,RS,F,34,1.87
14,1500.0,RS,F,52,1.87
12,788.0,RR,F,30,1.87
12,1200.0,PA,M,40,1.87
6,1300.0,RS,M,42,1.87
7,1000.0,BA,M,82,1.87
16,1000.0,PR,M,67,1.87
9,1200.0,PR,M,40,1.87
12,4000.0,GO,M,57,1.87
11,788.0,RJ,F,20,1.87
12,1000.0,PA,F,28,1.87
7,1800.0,GO,M,59,1.87
13,788.0,GO,F,36,1.87
12,600.0,SP,F,49,1.87
9,200.0,MS,F,60,1.87
12,788.0,RJ,F,53,1.87
6,600.0,RS,F,39,1.87
15,2600.0,RS,F,31,1.87
5,1320.0,MS,M,45,1.87
12,850.0,PA,M,39,1.87
16,3940.0,MG,M,33,1.87
12,1200.0,MG,M,59,1.87
12,1500.0,RS,F,70,1.87
9,788.0,MG,F,46,1.87
12,800.0,DF,F,33,1.87
12,788.0,PE,F,39,1.87
15,9700.0,DF,M,34,1.87
9,1000.0,SC,F,45,1.87
4,788.0,PE,M,62,1.87
6,1100.0,RJ,F,53,1.87
1,280.0,PA,M,26,1.87
12,3500.0,MG,M,44,1.87
13,788.0,PA,F,43,1.87
12,900.0,RN,F,22,1.87
14,1200.0,PB,M,46,1.87
8,2400.0,MS,M,50,1.87
5,1580.0,MS,M,40,1.87
12,500.0,RR,F,50,1.87
12,2100.0,BA,M,53,1.87
12,2500.0,ES,M,61,1.87
12,788.0,CE,M,32,1.87
12,788.0,BA,F,31,1.87
8,1700.0,SP,M,33,1.87
16,4500.0,AP,M,31,1.87
8,150.0,BA,F,46,1.87
12,920.0,SP,F,31,1.87
9,1000.0,RJ,F,53,1.87
16,1500.0,DF,M,49,1.87
13,5000.0,RS,M,57,1.87
12,500.0,MG,F,48,1.87
7,290.0,RJ,M,59,1.87
9,788.0,MG,M,47,1.87
12,1100.0,PA,M,31,1.87
5,700.0,BA,F,44,1.87
12,3000.0,BA,M,46,1.87
1,80.0,SE,M,62,1.87
12,350.0,AC,F,39,1.87
16,4500.0,RS,M,46,1.87
13,3500.0,PR,M,35,1.87
1,900.0,AC,M,40,1.87
1,788.0,MA,F,54,1.87
3,500.0,PA,M,67,1.87
8,2400.0,SC,M,21,1.87
12,2364.0,ES,M,57,1.87
9,900.0,RS,F,21,1.87
5,800.0,BA,M,33,1.87
14,960.0,RO,M,26,1.87
12,1000.0,SE,M,35,1.87
5,1700.0,PR,M,26,1.87
15,1000.0,TO,F,53,1.87
5,1500.0,MT,M,30,1.87
12,788.0,PA,F,50,1.87
12,2000.0,CE,M,33,1.87
6,500.0,RO,M,35,1.87
5,1000.0,MG,F,60,1.87
12,5000.0,PR,M,32,1.87
12,1300.0,SP,M,33,1.87
16,750.0,GO,M,46,1.87
5,788.0,MG,M,48,1.87
16,7000.0,RJ,M,53,1.87
16,1600.0,RN,F,40,1.87
9,600.0,CE,F,38,1.87
12,1650.0,SP,F,41,1.87
12,2300.0,PE,F,28,1.87
12,1300.0,PB,M,40,1.87
3,500.0,MG,M,46,1.87
6,788.0,MG,M,64,1.87
9,1500.0,SC,F,51,1.87
15,3510.0,RJ,M,35,1.87
12,5000.0,MG,M,40,1.87
7,300.0,CE,M,48,1.87
16,10000.0,SC,M,45,1.87
12,1700.0,SP,M,58,1.87
1,400.0,MA,M,47,1.87
9,300.0,BA,M,55,1.87
16,7000.0,RS,M,32,1.87
9,1200.0,RS,M,24,1.87
12,3000.0,RJ,M,46,1.87
12,800.0,PB,F,42,1.87
6,800.0,PR,M,59,1.87
5,1250.0,RJ,M,54,1.87
5,788.0,RN,M,38,1.87
5,1400.0,SP,M,43,1.87
4,460.0,BA,F,49,1.87
15,4000.0,RS,M,29,1.87
12,2000.0,SP,F,30,1.87
4,400.0,MG,M,25,1.87
12,1200.0,RJ,M,35,1.87
11,1000.0,SE,M,47,1.87
6,400.0,PE,F,29,1.87
12,1970.0,MG,M,46,1.87
8,1800.0,RJ,M,40,1.87
12,2500.0,CE,M,61,1.87
5,650.0,BA,M,47,1.87
12,2400.0,CE,M,35,1.87
13,1600.0,MT,M,35,1.87
12,400.0,CE,M,35,1.87
14,6000.0,DF,M,37,1.87
8,1000.0,MG,F,61,1.87
5,110.0,PB,F,34,1.87
4,950.0,RS,F,51,1.87
16,12000.0,MG,M,58,1.87
5,789.0,RN,F,40,1.87
16,2000.0,RN,M,33,1.87
12,788.0,GO,M,29,1.87
1,2200.0,GO,M,40,1.87
16,1900.0,PA,M,43,1.87
1,200.0,SE,M,53,1.87
5,1500.0,SC,M,69,1.87
12,1200.0,ES,M,54,1.87
9,950.0,RJ,M,28,1.87
1,1200.0,AP,F,49,1.87
16,1800.0,PE,M,56,1.87
16,3000.0,BA,M,49,1.87
12,1000.0,RS,F,49,1.87
9,960.0,RJ,F,42,1.87
12,1100.0,BA,M,29,1.87
9,1100.0,MG,M,39,1.87
2,2000.0,MS,M,64,1.87
9,3200.0,PR,M,31,1.87
12,1280.0,RJ,M,33,1.87
12,1200.0,SP,F,23,1.87
5,350.0,PA,F,56,1.87
9,1600.0,RS,M,31,1.87
5,788.0,BA,M,37,1.87
8,2000.0,CE,M,51,1.87
6,1200.0,MG,F,39,1.87
4,1800.0,MG,M,61,1.87
14,2600.0,PR,M,31,1.87
14,1300.0,AP,F,24,1.87
16,4000.0,PE,F,55,1.87
6,2500.0,SP,M,42,1.87
12,4000.0,AP,M,37,1.87
12,50.0,CE,F,30,1.87
5,3500.0,MG,M,53,1.87
1,788.0,RS,M,80,1.87
12,3500.0,RS,M,32,1.87
5,150.0,DF,F,59,1.87
9,880.0,RS,F,40,1.87
5,120.0,MG,F,54,1.87
12,2000.0,RJ,F,38,1.87
12,3000.0,SP,M,49,1.87
12,1500.0,MG,F,54,1.87
9,500.0,PA,M,39,1.87
16,6000.0,RJ,F,49,1.87
5,350.0,MA,M,69,1.87
16,1500.0,SC,M,44,1.87
16,2300.0,MG,F,47,1.87
12,800.0,AL,M,48,1.87
16,2000.0,MG,F,47,1.87
10,1300.0,PR,F,51,1.87
1,1300.0,RS,M,41,1.87
7,1000.0,AL,M,37,1.87
16,1500.0,RS,F,32,1.87
9,788.0,MG,M,53,1.87
11,2000.0,AP,M,43,1.87
7,1500.0,MA,M,50,1.87
2,300.0,PE,M,36,1.87
9,1500.0,MA,M,48,1.87
5,600.0,SP,M,65,1.87
3,3000.0,PE,F,41,1.87
12,1700.0,RO,M,65,1.87
16,3000.0,RS,M,34,1.87
12,1450.0,SP,M,27,1.87
9,800.0,CE,M,28,1.87
9,900.0,GO,F,50,1.87
12,5000.0,SP,M,70,1.87
7,1576.0,RS,M,48,1.87
12,1212.0,PR,F,35,1.87
7,2200.0,MS,M,52,1.87
12,3800.0,PR,M,41,1.87
16,10000.0,DF,F,33,1.87
12,600.0,BA,M,36,1.87
5,350.0,PA,F,53,1.87
9,788.0,BA,F,48,1.87
12,2270.0,PA,M,36,1.87
5,1500.0,MG,M,49,1.87
6,2400.0,SP,M,38,1.87
3,700.0,RJ,F,38,1.87
12,788.0,BA,F,43,1.87
12,1200.0,AP,F,31,1.87
17,300.0,PA,M,21,1.87
4,788.0,MG,M,43,1.87
13,3200.0,PR,M,39,1.87
9,830.0,SP,F,33,1.87
16,5000.0,RJ,F,56,1.87
12,1100.0,MS,M,37,1.87
9,788.0,RS,M,44,1.87
6,1000.0,PA,M,35,1.87
5,800.0,MG,M,51,1.87
13,4200.0,BA,M,53,1.87
3,150.0,MA,M,49,1.87
5,3000.0,GO,M,64,1.87
3,800.0,GO,M,68,1.87
12,1400.0,CE,M,26,1.87
1,788.0,BA,F,38,1.87
16,4600.0,MT,F,55,1.87
8,300.0,GO,F,45,1.87
12,1200.0,RJ,F,47,1.87
5,900.0,RS,F,44,1.87
16,6000.0,SC,M,52,1.87
5,1000.0,DF,F,75,1.87
16,4500.0,GO,M,36,1.87
12,800.0,RS,F,30,1.87
12,5000.0,RN,M,27,1.87
7,1024.0,RO,M,57,1.87
6,780.0,BA,M,36,1.87
6,788.0,BA,F,23,1.87
12,1200.0,PR,F,25,1.87
15,788.0,MA,F,29,1.87
16,2500.0,RS,M,55,1.87
16,1000.0,RS,F,42,1.87
16,1500.0,MG,M,61,1.87
5,1800.0,RO,M,55,1.87
13,120.0,PA,F,21,1.87
4,450.0,PA,F,43,1.87
13,3800.0,RS,M,29,1.87
15,350.0,RJ,F,32,1.87
1,1200.0,RJ,F,58,1.87
16,940.0,PI,F,33,1.87
16,3700.0,RS,F,54,1.87
12,1150.0,RJ,M,24,1.87
12,980.0,BA,M,30,1.87
5,1600.0,AC,M,51,1.87
16,1300.0,MG,M,33,1.87
16,4500.0,RN,F,51,1.87
12,250.0,BA,F,26,1.87
12,2000.0,PR,M,45,1.87
5,1800.0,SC,M,49,1.87
5,788.0,BA,F,36,1.87
16,2400.0,MS,M,38,1.87
3,3000.0,PB,M,58,1.87
9,1300.0,RS,M,51,1.87
9,1000.0,MT,M,46,1.87
12,1500.0,SC,F,45,1.87
1,150.0,MA,F,47,1.87
12,370.0,PI,M,41,1.87
12,2800.0,SP,F,41,1.87
16,12000.0,DF,M,54,1.87
8,788.0,MG,F,47,1.87
12,788.0,CE,F,34,1.87
16,4000.0,SP,M,29,1.87
16,1750.0,RS,F,45,1.87
5,1500.0,AP,M,36,1.87
12,3000.0,SP,M,37,1.87
12,3200.0,PR,M,51,1.87
9,1800.0,CE,M,37,1.87
4,700.0,RJ,M,40,1.87
12,1500.0,RS,M,67,1.87
16,2300.0,PA,M,35,1.87
12,1600.0,TO,M,35,1.87
12,500.0,SE,F,33,1.87
13,1000.0,RO,M,25,1.87
6,788.0,ES,F,64,1.87
16,2500.0,TO,M,37,1.87
10,350.0,PI,M,30,1.87
9,1500.0,SP,M,40,1.87
5,788.0,MS,F,42,1.87
12,1050.0,PA,M,25,1.87
9,550.0,ES,F,41,1.87
7,788.0,MG,F,60,1.87
12,1600.0,RO,F,24,1.87
10,350.0,CE,F,44,1.87
16,13000.0,BA,M,60,1.87
11,1000.0,PE,F,27,1.87
12,1500.0,MG,M,36,1.87
12,2000.0,MG,M,45,1.87
12,1600.0,MG,F,37,1.87
16,3500.0,DF,M,61,1.87
16,5000.0,DF,M,53,1.87
12,2000.0,RJ,M,44,1.87
12,800.0,PE,F,32,1.87
6,1200.0,BA,M,37,1.87
14,2000.0,PR,F,48,1.87
9,788.0,MG,F,39,1.87
16,2000.0,RJ,F,39,1.87
7,998.0,AP,F,43,1.87
6,2028.0,PA,M,47,1.87
16,2400.0,SP,M,31,1.87
12,2300.0,GO,F,50,1.87
5,1000.0,MG,F,76,1.87
11,1200.0,GO,M,28,1.87
12,200.0,PA,M,34,1.87
12,1600.0,MG,F,32,1.87
5,2400.0,MG,M,56,1.87
16,5000.0,SP,M,35,1.87
11,3200.0,SP,M,48,1.87
9,1576.0,RJ,M,42,1.87
6,788.0,AL,M,36,1.87
9,300.0,PA,M,60,1.86
7,788.0,SP,M,43,1.86
12,1800.0,PR,M,31,1.86
11,100.0,MG,F,29,1.86
13,1500.0,PE,F,34,1.86
7,1500.0,PA,M,40,1.86
16,1000.0,BA,M,51,1.86
1,35.0,PI,M,35,1.86
15,400.0,DF,F,56,1.86
11,1600.0,PR,M,24,1.86
12,1400.0,PE,M,50,1.86
8,2000.0,RJ,M,55,1.86
16,500.0,SP,F,29,1.86
12,2000.0,PE,M,62,1.86
11,1300.0,MA,M,31,1.86
12,5000.0,SP,M,58,1.86
12,1500.0,RJ,M,43,1.86
11,2300.0,CE,M,25,1.86
1,300.0,PI,M,53,1.86
16,1700.0,MG,F,26,1.86
1,500.0,PI,M,57,1.86
7,924.0,PR,M,29,1.86
5,20.0,PI,M,24,1.86
12,4000.0,CE,M,33,1.86
16,4000.0,RS,F,34,1.86
7,800.0,GO,F,58,1.86
11,1450.0,PR,F,33,1.86
12,788.0,TO,F,49,1.86
16,6000.0,RS,M,39,1.86
12,950.0,BA,M,30,1.86
6,1200.0,MT,F,63,1.86
12,1500.0,PA,M,43,1.86
16,1200.0,DF,F,39,1.86
12,788.0,PA,M,21,1.86
16,3500.0,PR,M,62,1.86
9,800.0,MA,M,35,1.86
5,960.0,MG,M,59,1.86
12,1500.0,SP,F,45,1.86
12,2000.0,GO,M,45,1.86
12,1600.0,AP,M,43,1.86
16,500.0,RJ,M,65,1.86
4,788.0,PA,M,40,1.86
16,5000.0,RJ,M,27,1.86
12,2000.0,MG,M,43,1.86
12,900.0,AC,M,36,1.86
10,800.0,PR,M,51,1.86
16,4500.0,SP,F,24,1.86
16,2160.0,GO,F,45,1.86
5,3270.0,SE,F,53,1.86
16,2500.0,RJ,F,60,1.86
12,800.0,AC,F,41,1.86
12,1700.0,RJ,F,48,1.86
9,800.0,CE,F,38,1.86
9,800.0,PE,M,32,1.86
12,2000.0,RS,M,40,1.86
6,1010.0,PR,M,49,1.86
12,8000.0,PA,M,50,1.86
9,2500.0,BA,M,54,1.86
7,700.0,CE,M,46,1.86
3,788.0,PE,M,49,1.86
16,1500.0,MS,M,53,1.86
12,1200.0,PA,F,33,1.86
1,1200.0,PE,M,42,1.86
7,2500.0,MG,M,40,1.86
5,1000.0,SP,M,36,1.86
10,50.0,BA,F,24,1.86
9,1000.0,MG,M,60,1.86
16,3500.0,RS,M,28,1.86
12,4700.0,PA,F,37,1.86
6,2000.0,SC,M,60,1.86
6,1600.0,RS,M,41,1.86
12,1078.0,SC,M,26,1.86
12,825.0,AP,M,24,1.86
9,240.0,PR,F,63,1.86
6,2360.0,MG,M,35,1.86
5,700.0,MA,M,40,1.86
6,788.0,CE,F,48,1.86
12,850.0,AC,M,33,1.86
12,2000.0,PI,M,51,1.86
7,788.0,AP,M,67,1.86
12,1000.0,AP,F,27,1.86
16,2500.0,GO,M,30,1.86
12,600.0,PA,F,48,1.86
16,5500.0,MG,M,55,1.86
12,1500.0,RS,M,28,1.86
4,1000.0,MG,M,79,1.86
9,1700.0,BA,M,43,1.86
8,1300.0,SP,M,30,1.86
16,15000.0,SP,M,61,1.86
11,600.0,RJ,F,60,1.86
5,500.0,RO,M,56,1.86
12,1500.0,BA,M,31,1.86
16,3000.0,DF,F,47,1.86
12,1400.0,PA,F,52,1.86
15,12000.0,SP,M,59,1.86
12,1200.0,CE,M,37,1.86
1,788.0,AL,M,43,1.86
12,1000.0,AC,F,38,1.86
10,788.0,AL,F,27,1.86
12,2000.0,ES,M,53,1.86
12,4000.0,PR,M,42,1.86
16,5000.0,MG,M,36,1.86
16,4500.0,RJ,M,36,1.86
9,800.0,RS,M,59,1.86
5,2000.0,SC,M,51,1.86
12,800.0,RR,F,40,1.86
12,1100.0,RN,M,35,1.86
9,1200.0,AP,M,30,1.86
6,1027.0,PR,F,28,1.86
9,1800.0,PR,M,29,1.86
12,1500.0,MT,M,34,1.86
12,3500.0,SP,M,40,1.86
8,788.0,MT,M,47,1.86
12,3000.0,RJ,M,50,1.86
1,96.0,PI,M,35,1.86
1,120.0,RS,M,57,1.86
14,427.0,PE,F,42,1.86
9,788.0,MG,M,60,1.86
12,1500.0,SP,M,28,1.86
9,940.0,GO,M,27,1.86
3,830.0,RS,M,56,1.86
12,1000.0,MT,F,34,1.86
15,1900.0,RS,M,26,1.86
16,2500.0,MG,M,48,1.86
1,400.0,AP,M,53,1.86
12,1600.0,RS,M,33,1.86
12,1644.0,RJ,F,36,1.86
9,1200.0,DF,F,35,1.86
12,1100.0,AL,M,45,1.86
7,1400.0,RS,M,36,1.86
16,1000.0,SP,M,54,1.86
7,1000.0,PR,F,19,1.86
3,1500.0,RJ,M,50,1.86
16,7000.0,MG,M,37,1.86
12,1200.0,RN,M,48,1.86
8,788.0,MG,M,54,1.86
12,1100.0,DF,M,40,1.86
12,1300.0,PA,F,59,1.86
16,1200.0,PA,F,37,1.86
5,1200.0,CE,M,46,1.86
16,2300.0,PE,M,36,1.86
1,1500.0,RJ,M,50,1.86
16,200.0,PE,M,45,1.86
16,14000.0,RJ,M,36,1.86
5,300.0,PA,F,75,1.86
16,3000.0,MG,F,23,1.86
16,3000.0,DF,F,34,1.86
9,1200.0,RJ,M,42,1.86
16,2000.0,BA,M,54,1.86
4,788.0,RJ,M,36,1.86
11,900.0,CE,F,47,1.86
16,1800.0,PR,M,29,1.86
1,500.0,BA,M,72,1.86
12,2000.0,DF,F,33,1.86
3,1700.0,MG,M,49,1.86
12,980.0,MT,F,24,1.86
6,1500.0,CE,F,56,1.86
12,2100.0,DF,M,40,1.86
16,3000.0,RS,F,30,1.86
11,1200.0,PA,M,47,1.86
1,2000.0,TO,M,50,1.86
10,4000.0,AP,M,45,1.86
16,1623.0,BA,F,40,1.86
7,788.0,RR,M,25,1.86
11,1012.0,GO,F,42,1.86
9,1200.0,SC,M,28,1.86
8,66.0,MA,M,40,1.86
2,1000.0,RS,F,56,1.86
5,1300.0,SP,M,31,1.86
12,1000.0,MG,F,38,1.86
12,1500.0,MG,M,58,1.86
12,1576.0,AP,F,50,1.86
1,1000.0,PR,M,38,1.86
5,1500.0,RJ,M,60,1.86
12,1900.0,RJ,M,50,1.86
12,3000.0,MG,M,27,1.86
1,1000.0,PR,M,55,1.86
6,400.0,CE,F,59,1.86
15,1404.0,GO,F,43,1.86
12,1200.0,SP,F,39,1.86
1,788.0,TO,F,50,1.86
12,2500.0,PR,M,28,1.86
5,1500.0,SP,M,29,1.86
1,420.0,CE,M,52,1.86
6,600.0,BA,F,46,1.86
12,788.0,SP,F,51,1.86
6,1000.0,MG,M,50,1.86
11,1300.0,MT,F,50,1.86
12,788.0,BA,M,36,1.86
1,1100.0,AP,F,61,1.86
15,1000.0,PB,M,30,1.86
11,1500.0,CE,F,32,1.86
2,750.0,MA,M,39,1.86
12,1800.0,SP,M,31,1.86
12,1500.0,BA,M,25,1.86
16,23000.0,RJ,F,52,1.86
16,14000.0,PR,M,67,1.86
12,2000.0,GO,M,45,1.86
16,1400.0,CE,M,35,1.86
7,1300.0,SP,M,53,1.86
10,500.0,AL,M,24,1.86
1,100.0,RN,M,53,1.86
9,1000.0,RS,M,55,1.86
5,750.0,MG,M,52,1.86
5,200.0,GO,F,53,1.86
12,880.0,BA,M,34,1.86
12,1500.0,GO,M,55,1.86
12,1200.0,AC,M,46,1.86
7,788.0,PE,M,48,1.86
6,1900.0,RS,M,56,1.86
1,2000.0,AP,F,54,1.86
10,837.0,BA,M,35,1.86
9,1100.0,PR,M,49,1.86
9,2000.0,MT,M,37,1.86
6,3000.0,SP,M,60,1.86
4,1250.0,SP,F,44,1.86
10,700.0,GO,F,56,1.86
6,1500.0,PA,M,31,1.86
12,900.0,MG,M,40,1.86
12,2000.0,SC,M,35,1.86
12,2000.0,RS,M,49,1.86
12,4000.0,PR,M,28,1.86
8,2000.0,SP,M,31,1.86
16,1200.0,TO,F,31,1.86
16,1700.0,PA,F,46,1.86
9,1500.0,RN,M,57,1.86
7,1200.0,RS,M,45,1.86
12,788.0,BA,F,23,1.86
6,400.0,CE,M,58,1.86
13,1200.0,RJ,F,25,1.86
6,975.0,RO,M,25,1.86
1,1500.0,RS,M,54,1.86
5,1000.0,SC,M,64,1.86
14,2100.0,PR,F,31,1.86
17,300.0,AP,F,29,1.86
16,2000.0,SP,F,50,1.86
16,12000.0,ES,M,37,1.86
6,788.0,CE,M,40,1.86
12,5000.0,SP,F,34,1.86
9,600.0,MA,M,26,1.86
17,1500.0,SP,M,46,1.86
1,300.0,PE,M,59,1.86
12,1000.0,CE,M,43,1.86
16,4500.0,SP,M,39,1.86
11,1300.0,GO,M,25,1.86
12,450.0,RJ,F,56,1.86
12,1546.0,PE,F,29,1.86
12,1100.0,GO,M,37,1.86
15,22000.0,PE,M,55,1.86
8,2800.0,SP,M,58,1.86
16,788.0,MG,F,24,1.86
12,3000.0,RJ,M,44,1.86
12,788.0,CE,M,18,1.86
12,2200.0,MS,M,26,1.86
14,1480.0,BA,F,29,1.86
9,290.0,MA,M,62,1.86
13,5000.0,SP,F,34,1.86
12,250.0,BA,M,24,1.86
9,1200.0,GO,M,49,1.86
8,1500.0,MG,M,31,1.86
2,1250.0,ES,M,45,1.86
10,985.0,PA,M,19,1.86
12,500.0,SP,F,32,1.86
4,300.0,PA,M,16,1.86
12,1600.0,PB,M,49,1.86
1,600.0,MA,M,59,1.86
12,400.0,PE,F,58,1.86
12,1200.0,PR,M,35,1.86
9,788.0,SP,F,61,1.86
12,507.0,PB,F,42,1.86
12,8000.0,PE,M,52,1.86
9,1200.0,SP,M,42,1.86
8,500.0,AL,M,47,1.86
9,1200.0,RS,M,54,1.86
12,1000.0,MG,M,32,1.86
12,1100.0,RS,F,29,1.86
12,2000.0,ES,M,47,1.86
12,800.0,PE,M,48,1.86
14,5100.0,RS,M,31,1.86
7,394.0,MG,M,66,1.86
16,2500.0,PR,M,30,1.86
12,788.0,GO,M,50,1.86
5,3900.0,MG,M,42,1.86
8,400.0,SE,M,31,1.86
11,1500.0,TO,M,43,1.86
16,20000.0,PR,M,65,1.86
7,150.0,BA,M,24,1.86
12,2300.0,SP,M,55,1.86
16,1200.0,MG,M,47,1.86
4,600.0,BA,M,55,1.86
9,3000.0,SC,M,50,1.86
16,2800.0,RJ,M,39,1.86
15,5000.0,SC,M,46,1.86
15,2600.0,MT,F,36,1.86
12,850.0,MG,M,38,1.86
12,788.0,SP,F,45,1.86
5,1500.0,MG,M,41,1.86
1,200.0,PA,M,66,1.86
12,2300.0,BA,M,48,1.86
9,788.0,DF,F,29,1.86
12,1500.0,SP,M,38,1.86
1,900.0,MT,M,40,1.86
12,800.0,PE,F,26,1.86
16,3200.0,PA,F,58,1.86
1,600.0,CE,M,41,1.86
9,1200.0,CE,M,51,1.86
12,3000.0,MG,M,25,1.86
9,1600.0,RS,M,30,1.86
12,600.0,SP,F,37,1.86
2,2500.0,BA,M,57,1.86
12,500.0,CE,M,19,1.86
13,5000.0,RJ,F,66,1.86
16,1000.0,PE,M,36,1.86
9,788.0,RS,M,30,1.86
1,500.0,PA,F,65,1.86
12,3000.0,DF,M,64,1.86
1,30.0,SP,M,66,1.86
12,500.0,RN,F,50,1.86
11,800.0,PA,M,23,1.86
9,800.0,ES,M,27,1.86
4,300.0,PE,M,24,1.86
12,300.0,BA,F,40,1.86
4,100.0,PR,M,67,1.86
9,1200.0,RJ,M,45,1.86
12,788.0,BA,M,28,1.86
12,788.0,AL,M,23,1.86
12,800.0,RS,F,27,1.86
1,1200.0,GO,M,60,1.86
6,280.0,PE,F,45,1.86
10,3000.0,RN,F,58,1.86
4,788.0,RJ,M,59,1.86
9,5000.0,PR,M,33,1.86
12,6400.0,SP,M,52,1.86
8,1600.0,PE,M,40,1.86
4,1400.0,GO,M,56,1.86
13,250.0,ES,F,35,1.86
16,1560.0,CE,F,50,1.86
12,5500.0,MS,M,34,1.86
11,1600.0,SC,M,29,1.86
9,1500.0,GO,M,51,1.86
16,3500.0,SP,M,30,1.86
11,80.0,MA,M,47,1.86
1,1200.0,MG,M,36,1.86
12,2500.0,PI,M,30,1.86
9,890.0,PE,M,41,1.86
7,1960.0,MG,M,38,1.86
7,300.0,RN,M,53,1.86
12,2000.0,PR,M,21,1.86
6,950.0,RS,F,59,1.86
3,400.0,BA,M,37,1.86
5,850.0,BA,M,58,1.86
9,2000.0,SC,M,36,1.86
13,3000.0,SC,M,36,1.86
8,600.0,RS,F,52,1.86
16,6000.0,PR,M,40,1.86
5,200.0,SP,F,71,1.86
12,1576.0,MG,F,34,1.86
10,420.0,BA,F,46,1.86
4,788.0,SC,M,56,1.86
13,4200.0,PE,M,36,1.86
6,1000.0,SP,M,43,1.86
12,5000.0,SP,M,46,1.86
1,300.0,SP,F,66,1.86
12,1200.0,RJ,F,45,1.86
12,788.0,PI,M,34,1.86
16,900.0,SP,F,50,1.86
12,2000.0,SP,M,57,1.86
15,788.0,PR,M,30,1.86
5,1500.0,MG,M,45,1.86
9,2500.0,BA,M,40,1.86
7,1250.0,GO,M,37,1.86
3,2300.0,RJ,M,61,1.86
12,2000.0,MT,M,25,1.86
2,700.0,AP,M,48,1.86
12,2150.0,SC,M,36,1.86
16,8000.0,MG,M,58,1.86
12,788.0,MG,M,52,1.86
16,12000.0,MG,M,33,1.86
5,400.0,SP,M,57,1.86
